nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
2	1.68192	136.87027	3.19580	0.00000	2.01843	4.79888	3.19938	5.91922	0.34523	0.09506	0.05285	396.27978	0.33177	0.33177	0.01956	0.02033	0.07733	0.19428	132.02873	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
2	0.68127	271.06751	0.16122	0.00000	2.01843	4.23432	4.30664	2.25926	0.55103	0.26478	0.02156	396.27978	0.52322	0.52322	0.03103	0.03206	0.03109	0.20269	95.67034	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
2	1.08732	355.85803	0.79624	0.00000	2.01843	2.27559	0.86547	0.35652	0.62559	0.54779	0.06653	396.27978	0.62731	0.62731	0.02042	0.03844	0.02163	0.01807	83.49497	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
2	1.07029	488.36845	0.97977	0.00000	2.01843	2.00095	5.51559	1.83023	0.76660	0.59082	0.01263	396.27978	0.77469	0.77469	0.02925	0.04747	0.01418	0.02971	66.76116	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
3	0.55632	19.49036	0.09599	0.00000	1.19827	2.37907	2.62429	5.67653	0.21879	0.46423	0.07747	1.80566	0.09047	0.09047	0.00301	0.00554	1.03997	0.01937	264.24131	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
4	1.71195	1.52556	5.04378	0.00000	2.10545	2.02683	0.24146	1.66725	0.60844	0.10355	0.09277	4.80815	0.01655	0.01655	0.00059	0.00101	31.06034	0.02474	519.76193	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
4	0.95009	3.71597	0.60805	0.00000	2.10545	1.10277	2.63685	2.55577	0.67659	0.30201	0.01261	4.80815	0.02997	0.02997	0.00119	0.00184	9.47729	0.79815	368.26692	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
4	2.88943	9.02585	16.79656	0.00000	2.10545	3.20516	5.93440	2.86834	0.79700	0.53614	0.07606	4.80815	0.05415	0.05415	0.00287	0.00332	2.90266	0.10854	243.85309	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
4	5.30569	77.70254	7.48011	0.00000	2.10545	5.68283	3.09460	1.68950	0.43545	0.05778	0.06975	4.80815	0.22747	0.22747	0.00715	0.01394	0.16451	0.87437	153.64861	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
4	1.55775	167.53544	9.79517	0.00000	2.10545	1.38858	4.11393	2.08645	0.46094	0.13426	0.07506	4.80815	0.37964	0.37964	0.02320	0.02326	0.05906	0.35470	117.56779	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
5	0.61431	0.65201	0.17157	0.00000	1.36407	5.35962	0.81152	4.11005	0.14609	0.54572	0.03376	0.94910	0.00939	0.00939	0.00017	0.00058	96.48031	0.96002	838.52619	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
5	4.37689	1.71038	34.00106	0.00000	1.36407	0.61568	2.27582	0.42687	0.54274	0.49042	0.04994	0.94910	0.01787	0.01787	0.00100	0.00109	26.66793	0.13831	520.10671	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
5	5.31145	37.37932	31.29396	0.00000	1.36407	3.88742	1.73405	1.58738	0.38202	0.15070	0.07393	0.94910	0.13965	0.13965	0.00842	0.00856	0.43645	0.41073	200.57763	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
5	0.50080	242.94030	0.08302	0.00000	1.36407	5.84301	0.99135	4.93637	0.32714	0.52473	0.00403	0.94910	0.48636	0.48636	0.02802	0.02980	0.03598	0.50727	109.79036	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
5	1.94995	480.63382	5.14948	0.00000	1.36407	2.82068	2.72244	3.61618	0.73679	0.55421	0.07344	0.94910	0.76649	0.76649	0.04689	0.04696	0.01449	0.29167	69.16514	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
6	0.67803	4.51939	0.31310	0.00000	1.15640	3.07432	1.87765	3.24959	0.53054	0.51297	0.06644	219.58486	0.03415	0.03415	0.00114	0.00209	7.30029	0.85750	378.69439	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
6	0.53871	11.17295	0.06888	0.00000	1.15640	5.57987	2.29539	4.55623	0.42406	0.09013	0.02356	219.58486	0.06243	0.06243	0.00333	0.00383	2.18385	0.11142	294.75035	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
6	2.20852	30.93905	3.54503	0.00000	1.15640	0.05534	1.17269	2.99869	0.30099	0.38610	0.09613	219.58486	0.12311	0.12311	0.00468	0.00754	0.56161	0.81496	220.30958	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
6	0.50660	77.04513	0.09800	0.00000	1.15640	0.07950	3.15249	3.26048	0.59051	0.04950	0.03950	219.58486	0.22618	0.22618	0.01376	0.01386	0.16639	0.26131	142.19796	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
6	1.08356	110.21791	5.14948	0.00000	1.15640	4.73873	0.45851	2.18412	0.62803	0.11210	0.09122	219.58486	0.28716	0.28716	0.01582	0.01759	0.10322	0.13036	123.20380	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
7	2.06994	0.51253	11.56315	0.00000	0.98265	1.00140	1.23797	3.09446	0.69485	0.36700	0.07868	2.73421	0.00800	0.00800	0.00031	0.00049	132.99195	0.80556	702.48926	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
7	0.75677	1.88323	0.46434	0.00000	0.98265	0.53480	5.82216	3.36057	0.77565	0.51088	0.03692	2.73421	0.01905	0.01905	0.00114	0.00117	23.45536	0.22495	421.54795	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
7	0.51722	278.10284	0.07330	0.00000	0.98265	2.76830	1.70605	1.95473	0.06770	0.49370	0.07196	2.73421	0.53223	0.53223	0.02970	0.03261	0.03005	0.55224	113.86828	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
8	3.15646	0.88916	6.33642	0.00000	1.41874	3.45774	4.08864	2.60575	0.15143	0.14165	0.04398	2.20230	0.01155	0.01155	0.00065	0.00071	63.79839	0.14594	754.96817	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
8	1.57906	311.02043	3.85169	0.00000	1.41874	5.68739	0.40909	0.75915	0.71334	0.32491	0.01059	2.20230	0.57344	0.57344	0.01461	0.03513	0.02589	0.00822	81.68840	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
9	1.21550	1.24305	2.59716	0.00000	0.95207	2.29995	5.22582	2.71569	0.31225	0.40580	0.06227	260.41168	0.01444	0.01444	0.00052	0.00088	40.81265	0.02480	640.63432	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
9	1.44294	31.32667	3.54503	0.00000	0.95207	3.56569	0.17167	0.69070	0.20788	0.29807	0.01215	260.41168	0.12414	0.12414	0.00598	0.00761	0.55237	0.07212	226.36438	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
9	0.60818	58.54447	0.22467	0.00000	0.95207	2.69521	3.11373	5.37246	0.77844	0.15834	0.06854	260.41168	0.18834	0.18834	0.00870	0.01154	0.23996	0.06134	133.64758	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
9	1.76411	321.23537	5.48009	0.00000	0.95207	5.31460	5.99979	5.77492	0.77970	0.12847	0.06226	260.41168	0.58593	0.58593	0.02925	0.03590	0.02479	0.66326	75.66526	1087	0.29100	0.26000	3250.00000	16.32109	M	114.05010	-51.92256	264.23164	-14.62061	
0	1.42918	1.54706	4.54690	0.00000	1.55114	4.61591	0.35071	0.56850	0.35445	0.31407	0.02331	1.07793	0.01671	0.01671	0.00063	0.00103	30.48615	0.02816	586.22088	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
0	1.16150	479.33798	1.51458	0.00000	1.55114	0.51529	1.27277	2.69752	0.30112	0.54994	0.09857	1.07793	0.76511	0.76511	0.03196	0.04728	0.01454	0.77796	88.36935	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
1	0.51550	107.22703	0.11099	0.00000	2.70800	3.51319	3.24692	5.40447	0.32948	0.22449	0.03180	1.32117	0.28195	0.28195	0.01665	0.01742	0.10708	0.18538	144.07339	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
2	0.76667	0.78645	0.32636	0.00000	1.83409	0.07225	3.20180	3.05608	0.16631	0.11678	0.00379	236.60350	0.01064	0.01064	0.00066	0.00066	75.14308	0.33062	783.02891	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
2	4.53249	155.03709	39.31412	0.00000	1.83409	1.38317	4.88372	0.10908	0.73190	0.01422	0.01458	236.60350	0.36051	0.36051	0.00831	0.02228	0.06549	0.93367	101.31618	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
3	1.29508	80.87439	0.86512	0.00000	1.60519	4.75991	1.81413	1.96560	0.74565	0.32571	0.03742	3.63299	0.23362	0.23362	0.01160	0.01444	0.15597	0.67427	124.21420	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
4	0.65724	10.31338	0.48401	0.00000	1.51722	2.52235	1.95731	4.74957	0.46539	0.49378	0.08268	0.07114	0.05919	0.05919	0.00333	0.00366	2.42985	0.14026	297.13742	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
5	0.56111	1.56883	0.05370	0.00000	2.51696	0.97961	0.70600	1.98458	0.64140	0.53297	0.07441	2.85582	0.01687	0.01687	0.00101	0.00104	29.92351	0.20126	503.74264	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
5	0.56086	5.11504	0.22467	0.00000	2.51696	2.39238	0.20421	6.17024	0.13305	0.09749	0.08799	2.85582	0.03708	0.03708	0.00229	0.00229	6.18939	0.29211	423.60836	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
5	1.64823	19.23317	2.44048	0.00000	2.51696	1.48058	4.82201	1.53802	0.20566	0.05251	0.02810	2.85582	0.08967	0.08967	0.00554	0.00554	1.05855	0.29618	266.52263	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
6	1.08132	1.84313	1.18085	0.00000	0.79056	2.53807	3.18128	2.65167	0.70302	0.38809	0.07211	2.45701	0.01878	0.01878	0.00110	0.00116	24.13821	0.48831	455.42048	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
6	0.51083	92.88289	0.09020	0.00000	0.79056	2.54796	4.88404	1.50318	0.38318	0.36014	0.07906	2.45701	0.25620	0.25620	0.01579	0.01583	0.12968	0.28227	148.01618	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
7	1.13173	2.88925	1.78795	0.00000	1.43022	4.06341	3.94295	4.17752	0.55261	0.14762	0.03843	0.15502	0.02534	0.02534	0.00046	0.00157	13.25562	0.00285	434.33510	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
7	1.56357	25.54928	6.07894	0.00000	1.43022	3.66197	4.31530	0.81321	0.30197	0.46975	0.00892	0.15502	0.10836	0.10836	0.00284	0.00670	0.72490	0.91438	234.74180	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
8	2.26519	2.83841	21.54350	0.00000	1.97669	4.65435	0.43941	2.83237	0.33800	0.30050	0.04796	317.09703	0.02504	0.02504	0.00154	0.00155	13.57314	0.38022	481.88005	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
8	0.84720	25.34468	0.46434	0.00000	1.97669	0.78244	4.80333	5.73791	0.13418	0.37801	0.03964	317.09703	0.10778	0.10778	0.00376	0.00666	0.73271	0.84761	248.39533	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
8	0.86202	88.02020	3.19580	0.00000	1.97669	3.21904	6.15947	5.09938	0.62836	0.35100	0.01922	317.09703	0.24718	0.24718	0.00705	0.01527	0.13932	0.89854	132.76567	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
8	1.54700	214.85578	2.49163	0.00000	1.97669	4.26029	6.12730	5.32308	0.63505	0.00971	0.08225	317.09703	0.44812	0.44812	0.01563	0.02769	0.04239	0.84745	98.15786	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
9	0.61170	12.68624	0.23910	0.00000	2.27011	0.97156	0.38347	5.44153	0.18203	0.01675	0.08429	183.81488	0.06795	0.06795	0.00395	0.00420	1.84361	0.50598	308.42937	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
9	1.05230	21.61644	2.76391	0.00000	2.27011	4.00810	0.75353	0.29891	0.78619	0.59623	0.09763	183.81488	0.09694	0.09694	0.00447	0.00599	0.90587	0.05929	184.64022	1088	0.29100	0.26000	3250.00000	16.18327	M	122.49188	-52.96817	267.68561	-10.59839	
0	0.65704	0.91143	0.15150	0.00000	0.61247	6.14653	4.92216	6.17564	0.20074	0.13472	0.05958	5.09379	0.01174	0.01174	0.00055	0.00066	61.72826	0.65789	737.64501	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
0	1.65340	19.33840	6.33642	0.00000	0.61247	0.15758	5.60583	0.66410	0.19297	0.40761	0.03982	5.09379	0.09000	0.09000	0.00509	0.00509	1.05088	0.32213	267.09448	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
0	1.11257	45.85050	1.39399	0.00000	0.61247	2.99590	1.10069	2.11938	0.74994	0.58454	0.05908	5.09379	0.16003	0.16003	0.00905	0.00906	0.33240	0.34117	149.44432	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
0	2.16026	145.90781	11.09328	0.00000	0.61247	3.00143	1.91392	0.31392	0.73998	0.55316	0.00363	5.09379	0.34622	0.34622	0.01745	0.01960	0.07101	0.12430	102.59870	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
1	0.50839	6.50261	0.10648	0.00000	1.70606	1.42127	1.85029	1.20303	0.40772	0.51484	0.05832	7.88811	0.04352	0.04352	0.00245	0.00246	4.49431	0.27585	355.50971	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
1	0.88192	68.58872	0.30667	0.00000	1.70606	3.20550	5.15374	4.57868	0.55819	0.22243	0.05853	7.88811	0.20931	0.20931	0.01130	0.01185	0.19429	0.48277	150.65111	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
1	0.97297	119.71593	4.01483	0.00000	1.70606	1.98810	4.99829	4.56234	0.17363	0.43180	0.01683	7.88811	0.30343	0.30343	0.01702	0.01718	0.09245	0.38828	146.32738	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	2.24021	9.78397	10.00046	0.00000	1.26174	3.06986	1.29740	2.85664	0.32805	0.50590	0.01435	7.42826	0.05714	0.05714	0.00191	0.00323	2.60672	0.83345	320.19320	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	0.54219	25.68212	0.10429	0.00000	1.26174	0.84196	1.59604	3.92499	0.27004	0.00657	0.06482	7.42826	0.10874	0.10874	0.00464	0.00616	0.71990	0.71894	236.97147	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	2.89040	43.70933	13.09556	0.00000	1.26174	0.14094	4.25678	3.72597	0.16038	0.18758	0.04489	7.42826	0.15500	0.15500	0.00288	0.00877	0.35428	0.00391	205.54743	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	0.53471	170.11161	0.13102	0.00000	1.26174	0.50642	0.87411	4.54916	0.36037	0.16125	0.08394	7.42826	0.38352	0.38352	0.01502	0.02171	0.05787	0.76654	122.08238	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	0.56455	283.86473	0.12570	0.00000	1.26174	2.79509	5.35065	5.56722	0.35790	0.48990	0.07636	7.42826	0.53956	0.53956	0.00956	0.03054	0.02924	0.95314	103.02568	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	0.72028	348.23222	0.23419	0.00000	1.26174	3.74167	0.27763	1.95924	0.54332	0.11026	0.01597	7.42826	0.61831	0.61831	0.02319	0.03500	0.02226	0.03823	88.38144	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
2	0.95975	479.77491	0.59557	0.00000	1.26174	2.11023	3.16195	3.59720	0.47025	0.58985	0.04059	7.42826	0.76557	0.76557	0.03899	0.04334	0.01452	0.13090	82.43056	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
3	1.04181	55.68363	1.18085	0.00000	0.93624	4.30976	5.72475	4.04786	0.51052	0.52570	0.02536	9.48153	0.18216	0.18216	0.00992	0.01031	0.25653	0.46763	165.68107	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
4	0.57816	6.41367	0.16122	0.00000	2.19830	0.87175	0.29023	4.62270	0.01894	0.26423	0.05096	15.11179	0.04312	0.04312	0.00149	0.00244	4.57760	0.82178	405.17004	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
4	1.93784	39.02571	3.00300	0.00000	2.19830	0.20531	4.34423	5.17070	0.24246	0.42669	0.09583	15.11179	0.14372	0.14372	0.00811	0.00814	0.41208	0.35560	208.04169	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
4	0.50727	62.93413	0.07641	0.00000	2.19830	6.08298	3.51477	3.64229	0.64749	0.32252	0.06752	15.11179	0.19765	0.19765	0.00877	0.01119	0.21790	0.07151	146.52562	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
4	4.54831	240.12735	10.64251	0.00000	2.19830	2.41438	1.39753	5.44407	0.21890	0.35757	0.03137	15.11179	0.48260	0.48260	0.02468	0.02732	0.03655	0.13361	114.40514	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
4	2.23401	456.12055	6.20634	0.00000	2.19830	4.09299	2.04680	4.61489	0.43667	0.09102	0.05212	15.11179	0.74020	0.74020	0.03998	0.04190	0.01554	0.18309	85.12947	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
5	1.26959	4.34940	2.24617	0.00000	1.02732	4.83950	5.87960	4.33299	0.04393	0.33358	0.06991	2.08024	0.03328	0.03328	0.00150	0.00188	7.68319	0.68227	458.20644	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
5	0.78710	7.69368	0.49415	0.00000	1.02732	3.15933	5.55772	5.10502	0.58724	0.38333	0.03063	2.08024	0.04868	0.04868	0.00162	0.00276	3.59144	0.83425	307.11019	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
5	0.84222	12.83309	0.49415	0.00000	1.02732	5.06772	0.76457	3.57762	0.14814	0.19775	0.02908	2.08024	0.06847	0.06847	0.00234	0.00388	1.81554	0.82548	310.38227	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
5	0.86744	135.02392	0.39334	0.00000	1.02732	0.14773	1.48357	1.91214	0.23014	0.34271	0.07734	2.08024	0.32878	0.32878	0.01818	0.01861	0.07875	0.43329	138.10681	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
6	2.63828	1.24405	2.44048	0.00000	1.57064	4.25871	1.34825	2.55434	0.29387	0.38194	0.02119	2.61902	0.01445	0.01445	0.00059	0.00082	40.76878	0.74238	644.69879	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
6	0.67136	13.54715	0.21555	0.00000	1.57064	0.80509	0.29395	5.24732	0.15178	0.40675	0.01208	2.61902	0.07099	0.07099	0.00296	0.00402	1.68908	0.73207	304.50424	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
6	0.74693	329.26530	0.30667	0.00000	1.57064	4.74980	5.39235	5.09996	0.77307	0.01757	0.06312	2.61902	0.59565	0.59565	0.01626	0.03372	0.02399	0.88920	75.60325	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
6	0.54494	380.69605	0.14534	0.00000	1.57064	1.50342	3.19236	5.17432	0.73968	0.12599	0.02306	2.61902	0.65617	0.65617	0.01822	0.03714	0.01977	0.01393	74.54778	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
7	1.59129	6.78378	8.64896	0.00000	1.73410	4.31216	6.22683	1.50264	0.23495	0.55657	0.02363	0.05955	0.04477	0.04477	0.00052	0.00253	4.24768	0.00091	373.69174	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
7	0.73118	32.87638	0.18642	0.00000	1.73410	2.30400	2.20098	2.37610	0.16019	0.54680	0.08690	0.05955	0.12820	0.12820	0.00152	0.00726	0.51793	0.97868	226.03030	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
7	0.67594	335.49261	0.43633	0.00000	1.73410	0.23235	1.90942	1.00857	0.69108	0.40354	0.08464	0.05955	0.60314	0.60314	0.03332	0.03414	0.02340	0.21656	81.15544	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
8	1.78138	166.86129	9.01530	0.00000	2.25069	4.60223	0.72073	1.42366	0.38652	0.38564	0.05174	1.33482	0.37862	0.37862	0.01623	0.02143	0.05938	0.06242	121.59443	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
9	2.58403	0.79770	7.02884	0.00000	1.47321	4.10073	1.51610	4.43892	0.75833	0.50045	0.07874	512.53567	0.01074	0.01074	0.00058	0.00061	73.73340	0.49522	571.83982	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
9	0.71721	8.23155	0.23910	0.00000	1.47321	0.49956	4.76471	5.06840	0.50323	0.42421	0.02145	512.53567	0.05093	0.05093	0.00265	0.00288	3.28200	0.54110	314.50538	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
9	0.51364	58.85382	0.11569	0.00000	1.47321	2.07956	4.78570	1.10508	0.34816	0.22617	0.04774	512.53567	0.18901	0.18901	0.00989	0.01070	0.23828	0.53195	174.72640	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
9	0.63412	157.53138	0.15150	0.00000	1.47321	2.02213	1.86312	3.89296	0.44548	0.46328	0.09955	512.53567	0.36437	0.36437	0.01786	0.02063	0.06411	0.60943	120.85702	1089	0.29100	0.26000	3250.00000	17.66532	M	202.60749	-52.04451	309.00895	10.36656	
0	3.37764	489.41146	16.11403	0.00000	1.11278	0.71719	4.81032	4.49396	0.07054	0.48451	0.00650	4.13039	0.89559	0.89559	0.05254	0.05285	0.02604	0.26626	109.77466	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
1	1.11292	1.66463	1.61182	0.00000	2.83014	1.59743	4.92303	4.90683	0.35280	0.47525	0.04454	0.28400	0.02026	0.02026	0.00119	0.00120	50.89829	0.38102	666.78923	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
1	1.92148	23.20430	2.94136	0.00000	2.83014	0.55812	3.45536	1.99611	0.42534	0.09596	0.05404	0.28400	0.11732	0.11732	0.00674	0.00692	1.51718	0.43975	268.94589	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
1	1.80668	156.22938	2.20006	0.00000	2.83014	1.09912	0.65549	2.37832	0.67726	0.22092	0.05906	0.28400	0.41831	0.41831	0.02467	0.02469	0.11934	0.30200	123.29967	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
2	0.60324	277.00836	0.09599	0.00000	0.82774	3.24356	4.01345	2.47807	0.63844	0.13751	0.07307	3.67654	0.61280	0.61280	0.03574	0.03616	0.05561	0.24586	104.80545	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
3	1.95621	23.71593	2.11067	0.00000	0.34412	3.61412	6.07943	0.64210	0.61863	0.56568	0.01021	0.28319	0.11904	0.11904	0.00695	0.00702	1.47369	0.24998	240.98617	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
3	2.85922	243.32495	6.60480	0.00000	0.34412	3.12387	0.11157	5.85077	0.29531	0.55541	0.01369	0.28319	0.56206	0.56206	0.03298	0.03317	0.06610	0.37331	129.30249	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
3	0.83311	386.12265	0.54815	0.00000	0.34412	3.97636	6.16162	4.43518	0.64604	0.59304	0.05448	0.28319	0.76467	0.76467	0.04289	0.04513	0.03571	0.48927	93.32532	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
4	2.45582	92.92229	6.74323	0.00000	0.79416	5.03388	2.90060	0.93163	0.06019	0.06988	0.02122	93.43305	0.29585	0.29585	0.01555	0.01746	0.23858	0.57896	191.52342	1090	0.39300	0.40000	3500.00000	16.94519	M	207.84066	-53.54608	311.86119	8.28354	
