nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
0	0.77109	2.21596	0.27646	0.00000	2.66906	0.47538	1.47561	2.60584	0.70513	0.37218	0.08058	0.07542	0.03327	0.03327	0.00207	0.00223	889.03738	0.52382	1119.93584	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
0	2.15313	63.51639	5.83192	0.00000	2.66906	4.07973	2.22187	2.54067	0.24527	0.00395	0.05524	0.07542	0.31157	0.31157	0.01859	0.02087	10.13496	0.57909	462.86734	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
0	1.02119	133.12845	1.04267	0.00000	2.66906	3.56261	5.03536	2.16967	0.21521	0.38094	0.00860	0.07542	0.51029	0.51029	0.03186	0.03419	3.77841	0.15817	365.23297	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
0	0.52785	172.63158	0.09800	0.00000	2.66906	3.56016	5.09886	5.25326	0.67107	0.12689	0.05402	0.07542	0.60681	0.60681	0.03786	0.04065	2.67204	0.52172	269.48896	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
0	3.57939	450.28168	6.07894	0.00000	2.66906	3.75596	2.62676	5.30288	0.68370	0.41560	0.03418	0.07542	1.14981	1.14981	0.06864	0.07703	0.74420	0.12477	193.86631	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
1	3.09999	6.77076	10.42404	0.00000	2.39320	2.87436	1.97963	1.49447	0.31144	0.20165	0.03017	627.02145	0.07005	0.07005	0.00458	0.00469	200.51820	0.43725	954.06550	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
1	3.03029	16.83586	5.25741	0.00000	2.39320	5.65678	4.94050	2.14008	0.47831	0.08424	0.09836	627.02145	0.12857	0.12857	0.00752	0.00861	59.52366	0.11340	657.02197	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
1	1.13342	21.90690	0.73284	0.00000	2.39320	0.22846	2.09329	3.03273	0.05399	0.51474	0.07961	627.02145	0.15324	0.15324	0.00803	0.01027	41.90143	0.69392	698.36937	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
1	4.47192	110.75492	37.71660	0.00000	2.39320	5.92062	2.39559	2.29855	0.44299	0.32258	0.04823	627.02145	0.45138	0.45138	0.02216	0.03024	4.82895	0.73550	356.43622	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
2	0.56072	11.76216	0.14236	0.00000	2.66531	3.63108	1.57826	4.70380	0.56888	0.30028	0.06896	4.93458	0.10123	0.10123	0.00678	0.00678	96.01827	0.31857	705.98022	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
2	1.53906	19.53039	3.33116	0.00000	2.66531	3.48146	4.29444	3.43848	0.70177	0.14519	0.06708	4.93458	0.14194	0.14194	0.00847	0.00951	48.83397	0.12432	543.71549	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
2	7.65985	56.48121	115.60190	0.00000	2.66531	2.93737	0.66491	0.27903	0.62841	0.02026	0.05820	4.93458	0.28812	0.28812	0.01792	0.01930	11.85217	0.15486	403.19983	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
2	1.84774	338.78488	6.20634	0.00000	2.66531	2.39297	0.88296	0.35188	0.34483	0.03248	0.08616	4.93458	0.95116	0.95116	0.05744	0.06372	1.08752	0.13220	255.71196	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
3	1.14342	7.32418	1.71530	0.00000	0.46983	5.46912	5.71188	0.99709	0.64014	0.37240	0.09965	12.46366	0.07381	0.07381	0.00486	0.00495	180.57508	0.23039	790.22601	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
3	0.56866	65.21130	0.22467	0.00000	0.46983	5.26830	3.67340	4.70022	0.34011	0.21612	0.01183	12.46366	0.31709	0.31709	0.01953	0.02124	9.78527	0.14674	443.67474	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
3	4.90452	231.57892	21.54350	0.00000	0.46983	0.90506	4.92750	3.82137	0.32950	0.48079	0.02882	12.46366	0.73808	0.73808	0.04742	0.04945	1.80608	0.18955	291.97002	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
4	0.99995	129.17166	0.79624	0.00000	1.82103	1.64476	3.79437	0.19683	0.32463	0.30495	0.08152	2.58897	0.50013	0.50013	0.02298	0.03351	3.93351	0.77089	355.33172	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
5	1.93800	353.57807	3.85169	0.00000	1.24841	1.23573	2.52189	3.78170	0.46205	0.44050	0.03021	218.41959	0.97865	0.97865	0.06555	0.06557	1.02728	0.30869	239.97286	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
5	1.07584	453.10930	0.58334	0.00000	1.24841	2.76826	5.88712	1.90918	0.02057	0.10748	0.05435	218.41959	1.15462	1.15462	0.02487	0.07735	0.73802	0.00368	256.63349	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
6	2.85168	51.05681	2.82183	0.00000	1.17190	2.79627	3.72767	4.61444	0.49834	0.37117	0.08665	281.72569	0.26936	0.26936	0.01049	0.01805	13.56017	0.02433	449.49326	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
6	1.11799	124.33870	4.27259	0.00000	1.17190	4.85533	1.80431	4.43354	0.24660	0.06426	0.09540	281.72569	0.48758	0.48758	0.03264	0.03267	4.13868	0.33947	369.85028	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
6	1.52770	214.08692	2.20006	0.00000	1.17190	2.74826	1.53431	0.07095	0.13879	0.08414	0.06902	281.72569	0.70043	0.70043	0.01829	0.04693	2.00547	0.00670	319.06949	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
7	0.75148	42.45180	0.45481	0.00000	1.72233	0.26763	3.32023	5.24344	0.25156	0.21375	0.05276	6.39446	0.23818	0.23818	0.01056	0.01596	17.34370	0.03803	528.29726	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
8	0.73709	1.47888	0.20254	0.00000	2.38247	1.72129	0.86469	0.11584	0.78888	0.18215	0.00481	4.85252	0.02541	0.02541	0.00140	0.00170	1524.37551	0.08602	1178.84472	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
8	0.94193	43.32418	0.50451	0.00000	2.38247	5.45012	3.85523	6.01835	0.43562	0.53598	0.07145	4.85252	0.24143	0.24143	0.01544	0.01617	16.87963	0.48193	488.97604	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
8	0.50604	117.72405	0.11812	0.00000	2.38247	5.97879	1.05338	0.19297	0.46553	0.17742	0.01151	4.85252	0.47013	0.47013	0.02387	0.03150	4.45160	0.06264	345.67235	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
9	1.37252	1.88157	2.20006	0.00000	0.11626	5.93247	4.38687	4.44649	0.76531	0.13795	0.06071	3.69346	0.02983	0.02983	0.00199	0.00200	1105.71503	0.28664	1117.09147	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
9	1.29584	27.18906	2.24617	0.00000	0.11626	1.45896	5.57492	4.19657	0.74108	0.11861	0.06138	3.69346	0.17697	0.17697	0.01185	0.01186	31.41552	0.33827	470.03433	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
9	0.92826	61.65195	0.55964	0.00000	0.11626	4.35963	4.30574	3.66475	0.24671	0.59987	0.09801	3.69346	0.30545	0.30545	0.02033	0.02046	10.54567	0.26282	467.26394	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
9	3.46777	420.88999	17.50799	0.00000	0.11626	1.08551	0.79322	5.18795	0.39840	0.21778	0.01026	3.69346	1.09922	1.09922	0.07360	0.07364	0.81429	0.33575	232.84976	0	1.01000	1.00000	5720.00000	14.92631	G	150.25274	31.92367	195.01552	52.85333	
0	2.81078	1.63221	2.65160	0.00000	1.10316	2.03097	4.83624	2.31875	0.16936	0.27620	0.09782	2.03338	0.01247	0.01247	0.00063	0.00086	5.20336	0.05438	401.30748	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
0	0.63191	193.30095	0.27079	0.00000	1.10316	5.22502	3.69680	3.90085	0.66232	0.02402	0.02858	2.03338	0.30064	0.30064	0.01045	0.02071	0.00895	0.01525	65.25285	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
0	1.75349	355.86161	8.29751	0.00000	1.10316	4.65466	3.16838	5.06674	0.64052	0.21705	0.08932	2.03338	0.45159	0.45159	0.01742	0.03111	0.00397	0.02149	54.08072	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
2	0.71759	12.73510	0.25445	0.00000	2.00160	1.08037	4.73118	1.55544	0.10688	0.24801	0.02977	1.69271	0.04904	0.04904	0.00338	0.00338	0.33624	0.31675	206.03621	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
2	1.10649	53.68981	1.86368	0.00000	2.00160	2.59360	3.69792	5.95256	0.56071	0.38396	0.04012	1.69271	0.12798	0.12798	0.00863	0.00882	0.04937	0.42659	106.80859	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
2	1.10666	152.22977	0.54815	0.00000	2.00160	1.68438	2.05929	4.61516	0.51655	0.16147	0.05180	1.69271	0.25639	0.25639	0.01657	0.01766	0.01230	0.16436	77.29263	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
3	0.76684	2.76362	0.47407	0.00000	2.53296	5.82200	1.19718	0.82035	0.56545	0.54797	0.00150	1.16278	0.01771	0.01771	0.00105	0.00122	2.57838	0.10383	286.35162	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
3	2.63763	91.87048	3.33116	0.00000	2.53296	2.70558	0.35066	2.00326	0.02748	0.02995	0.07926	1.16278	0.18310	0.18310	0.01153	0.01261	0.02412	0.14222	108.92638	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
3	0.77884	194.97997	0.59557	0.00000	2.53296	3.60413	1.26679	5.73511	0.64826	0.23095	0.07094	1.16278	0.30238	0.30238	0.01930	0.02083	0.00884	0.15292	65.73172	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
4	1.75930	0.87232	2.29325	0.00000	1.04935	0.26781	4.28345	1.50217	0.59554	0.25573	0.03611	711.24900	0.00821	0.00821	0.00051	0.00057	11.99726	0.55291	413.08933	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
4	1.04947	2.00846	0.70306	0.00000	1.04935	5.36776	0.56628	1.90775	0.15009	0.15178	0.05791	711.24900	0.01432	0.01432	0.00083	0.00099	3.94608	0.09698	376.65069	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
4	1.60056	6.22102	4.45356	0.00000	1.04935	2.66167	3.92390	3.26157	0.25972	0.04475	0.03512	711.24900	0.03042	0.03042	0.00154	0.00210	0.87398	0.05512	249.61969	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
5	1.43969	24.06941	3.69518	0.00000	1.02416	1.76174	5.72837	3.54104	0.58693	0.40464	0.04459	0.29071	0.07497	0.07497	0.00512	0.00516	0.14389	0.25500	137.42593	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
5	2.16325	102.82401	6.07894	0.00000	1.02416	3.98026	5.53460	3.06691	0.46679	0.49700	0.02590	0.29071	0.19737	0.19737	0.01060	0.01360	0.02076	0.06987	90.27706	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
5	1.88784	178.60202	2.49163	0.00000	1.02416	3.76987	5.52594	2.49470	0.62313	0.17691	0.05226	0.29071	0.28520	0.28520	0.01058	0.01965	0.00994	0.01892	68.86053	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
5	1.67914	397.44262	2.59716	0.00000	1.02416	0.84693	2.53125	1.30769	0.78203	0.48018	0.05107	0.29071	0.48612	0.48612	0.02800	0.03349	0.00342	0.64184	45.99647	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
6	0.60640	5.83037	0.18642	0.00000	2.01642	3.28107	1.30263	5.22596	0.39433	0.06965	0.01030	5.22160	0.02913	0.02913	0.00196	0.00201	0.95292	0.21638	242.59182	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
6	1.27492	27.48912	3.06594	0.00000	2.01642	2.69797	4.72273	3.25143	0.79909	0.18992	0.03775	5.22160	0.08191	0.08191	0.00251	0.00564	0.12053	0.01014	109.79501	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
6	0.80274	47.68710	0.50451	0.00000	2.01642	2.88288	2.66978	1.82359	0.48727	0.38107	0.06244	5.22160	0.11826	0.11826	0.00386	0.00815	0.05783	0.89321	115.49266	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
6	0.51109	101.20040	0.07484	0.00000	2.01642	4.16923	2.21084	5.90585	0.63771	0.35871	0.01266	5.22160	0.19529	0.19529	0.00660	0.01345	0.02120	0.01393	82.39873	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
7	0.80130	112.63825	0.36203	0.00000	2.24893	4.95145	1.67722	3.77926	0.18865	0.42295	0.02361	0.32877	0.20974	0.20974	0.01184	0.01445	0.01838	0.65861	97.26495	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
8	3.20801	1.83018	8.47141	0.00000	2.40030	2.57120	3.80228	1.81386	0.70742	0.19189	0.07778	5.33134	0.01346	0.01346	0.00084	0.00093	4.46678	0.55538	297.58789	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
8	0.51397	130.82901	0.10871	0.00000	2.40030	2.59033	3.82289	0.37568	0.21873	0.56918	0.04831	5.33134	0.23176	0.23176	0.01291	0.01596	0.01506	0.66915	91.66054	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
9	0.62410	33.89915	0.19032	0.00000	1.80891	3.04594	1.49120	5.04942	0.36058	0.38227	0.07996	328.17034	0.09419	0.09419	0.00629	0.00649	0.09115	0.20440	136.75225	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
9	0.56715	93.25006	0.19032	0.00000	1.80891	2.07201	3.25892	2.46740	0.06697	0.37883	0.03326	328.17034	0.18492	0.18492	0.01093	0.01274	0.02365	0.61811	107.26890	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
9	0.75517	261.98591	0.24411	0.00000	1.80891	3.74166	2.88257	3.26682	0.53769	0.05882	0.09683	328.17034	0.36820	0.36820	0.02515	0.02536	0.00597	0.38580	63.78095	1	0.12900	0.09700	2710.00000	14.51745	M	150.20924	31.92923	195.00221	52.81687	
0	0.51965	46.70309	0.08131	0.00000	0.77114	1.59939	0.52398	3.06668	0.35322	0.44133	0.03834	0.11839	0.26822	0.26822	0.01980	0.02077	28.35883	0.48428	575.99099	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
1	2.66134	12.22671	3.13020	0.00000	1.60693	1.69916	2.43863	2.35339	0.34438	0.16755	0.01230	1.70220	0.10977	0.10977	0.00074	0.00850	169.33100	0.99625	903.44202	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
1	0.83529	89.97958	0.46434	0.00000	1.60693	5.97283	6.20341	3.93698	0.03712	0.48540	0.01306	1.70220	0.41530	0.41530	0.02428	0.03216	11.82925	0.71740	511.31220	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
1	3.23714	171.92463	19.42121	0.00000	1.60693	2.40657	3.67675	3.79695	0.22131	0.26911	0.00071	1.70220	0.63947	0.63947	0.01845	0.04952	4.98921	0.00582	390.75346	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
2	0.87420	4.76000	0.86512	0.00000	0.65647	4.58728	4.56361	1.13715	0.71072	0.20528	0.08452	501.58604	0.05852	0.05852	0.00427	0.00453	595.67185	0.50428	1008.40372	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
2	5.86178	62.22264	62.04756	0.00000	0.65647	0.56119	1.68651	1.44138	0.77962	0.50240	0.07946	501.58604	0.32476	0.32476	0.02515	0.02515	19.34422	0.31414	399.93245	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
2	1.94890	374.40948	7.63688	0.00000	0.65647	1.89121	1.10547	3.15138	0.05598	0.00342	0.04137	501.58604	1.07439	1.07439	0.06959	0.08320	1.76748	0.64149	316.32814	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
3	0.63189	0.66145	0.12312	0.00000	2.69705	5.71869	3.65146	4.63232	0.35740	0.13410	0.00918	8.57652	0.01570	0.01570	0.00112	0.00122	8275.99634	0.14749	2376.80503	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
3	1.29729	13.44837	5.04378	0.00000	2.69705	2.08361	0.28666	4.78425	0.42731	0.15289	0.03694	8.57652	0.11696	0.11696	0.00829	0.00906	149.13849	0.54584	846.11870	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
3	1.00568	88.72723	1.45303	0.00000	2.69705	0.00629	0.51948	1.85651	0.58186	0.05356	0.01079	8.57652	0.41144	0.41144	0.03041	0.03186	12.05239	0.18355	417.01569	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
3	1.28270	317.48138	1.94262	0.00000	2.69705	0.07739	3.92700	3.30643	0.45879	0.51343	0.04033	8.57652	0.96252	0.96252	0.06982	0.07453	2.20221	0.16306	290.80998	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
4	0.65115	79.79771	0.27646	0.00000	1.19561	0.06634	4.24089	2.72357	0.50736	0.25652	0.08067	0.41928	0.38335	0.38335	0.02405	0.02968	13.88338	0.08173	450.10102	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
4	10.83770	374.67663	71.74321	0.00000	1.19561	4.50200	2.97515	0.53211	0.63929	0.00736	0.02819	0.41928	1.07490	1.07490	0.07849	0.08323	1.76580	0.50244	248.64455	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
5	2.75291	26.95969	7.48011	0.00000	0.45540	1.34307	4.81176	5.93464	0.10725	0.42553	0.04316	7.19085	0.18596	0.18596	0.01303	0.01440	59.00143	0.56081	749.81038	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
5	1.12301	70.09741	1.39399	0.00000	0.45540	5.26690	3.73817	2.37603	0.46042	0.40773	0.06558	7.19085	0.35161	0.35161	0.02715	0.02723	16.50238	0.35617	480.78865	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
5	1.33071	157.34255	3.26278	0.00000	0.45540	6.05517	2.71300	0.70397	0.27909	0.58596	0.01205	7.19085	0.60278	0.60278	0.04634	0.04668	5.61506	0.38038	394.78618	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
6	1.46407	14.77477	2.49163	0.00000	2.60239	5.29037	3.55375	2.63474	0.03504	0.05268	0.09971	0.76763	0.12453	0.12453	0.00963	0.00964	131.55929	0.34296	934.24706	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
7	2.84801	25.84216	26.50919	0.00000	1.26784	3.25058	5.67933	5.43635	0.05897	0.48263	0.06682	0.43220	0.18078	0.18078	0.00447	0.01400	62.42772	0.95119	770.54695	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
7	0.82377	63.31497	0.76388	0.00000	1.26784	1.75849	0.59613	2.67855	0.44090	0.47295	0.02575	0.43220	0.32855	0.32855	0.02524	0.02544	18.90053	0.38419	501.81615	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
7	4.37276	380.90776	9.39715	0.00000	1.26784	4.45560	4.39464	4.99391	0.26927	0.11718	0.09802	0.43220	1.08679	1.08679	0.08410	0.08415	1.72739	0.30122	295.01253	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	0.58363	0.57068	0.17884	0.00000	1.71166	4.23255	4.24928	0.98147	0.54530	0.46489	0.06658	139.21613	0.01423	0.01423	0.00056	0.00110	10076.04020	0.87586	2289.85828	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	0.51185	4.15610	0.09209	0.00000	1.71166	3.96564	2.01792	1.45311	0.13665	0.07463	0.08639	139.21613	0.05346	0.05346	0.00392	0.00414	713.78541	0.49493	1386.73274	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	2.94721	27.56100	6.20634	0.00000	1.71166	1.11488	3.59107	4.19027	0.26371	0.41242	0.06835	139.21613	0.18871	0.18871	0.00230	0.01461	57.29135	0.00042	709.31309	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	2.61742	154.20254	11.56315	0.00000	1.71166	3.34815	3.50896	0.78331	0.36679	0.04858	0.00702	139.21613	0.59474	0.59474	0.01969	0.04605	5.76802	0.91296	384.76638	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	0.72637	232.20197	0.34731	0.00000	1.71166	4.66492	0.40668	5.72461	0.79667	0.40991	0.04984	139.21613	0.78134	0.78134	0.05982	0.06050	3.34191	0.39680	252.69899	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
8	1.28892	386.04595	3.06594	0.00000	1.71166	2.19669	0.70392	2.31371	0.56613	0.51485	0.07057	139.21613	1.09654	1.09654	0.08427	0.08491	1.69680	0.25948	257.81061	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
9	3.07311	0.66782	17.50799	0.00000	0.62167	3.37491	4.29364	3.40422	0.22026	0.43718	0.08055	5.10545	0.01580	0.01580	0.00100	0.00122	8170.90723	0.08495	2486.62021	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
9	1.36952	20.60583	2.15490	0.00000	0.62167	4.46620	3.54226	1.53673	0.73218	0.39016	0.03996	5.10545	0.15545	0.15545	0.01010	0.01204	84.42979	0.63848	606.93226	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
9	0.98043	84.83338	0.58334	0.00000	0.62167	4.94446	2.14697	1.75207	0.13344	0.12633	0.01230	5.10545	0.39931	0.39931	0.02834	0.03092	12.79558	0.54422	507.88802	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
9	0.84835	424.31107	0.48401	0.00000	0.62167	2.97156	1.38131	2.82467	0.25541	0.31460	0.02903	5.10545	1.16785	1.16785	0.07782	0.09043	1.49590	0.61521	285.92940	2	1.25000	1.18000	6170.00000	12.91412	F	157.65658	55.98054	154.29182	51.70255	
0	1.56304	0.78631	2.88098	0.00000	1.56223	0.29644	4.22688	4.79606	0.65706	0.15275	0.08203	23.21359	0.01429	0.01429	0.00102	0.00111	517.55595	0.14743	1015.89496	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	1.03600	14.60312	1.10961	0.00000	1.56223	1.66169	2.83728	5.59156	0.14170	0.01484	0.06419	23.21359	0.10024	0.10024	0.00422	0.00776	10.52338	0.01950	482.50522	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	3.70733	23.01805	13.65024	0.00000	1.56223	3.62143	3.82343	3.95979	0.48524	0.30109	0.02378	23.21359	0.13577	0.13577	0.00075	0.01051	5.73664	0.00004	364.85344	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	1.01179	51.30592	1.28300	0.00000	1.56223	1.63103	4.91377	0.31557	0.38719	0.42676	0.02725	23.21359	0.23167	0.23167	0.00886	0.01793	1.97027	0.88358	291.75449	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	0.98173	329.27681	1.23087	0.00000	1.56223	1.33640	5.86829	4.24578	0.25597	0.04711	0.05872	23.21359	0.80006	0.80006	0.04779	0.06193	0.16520	0.70316	164.79761	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
1	1.96210	19.48516	16.79656	0.00000	1.40532	5.65620	5.13878	2.56800	0.30359	0.46354	0.01804	6.14841	0.12149	0.12149	0.00206	0.00940	7.16381	0.00114	415.96453	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
1	2.63464	143.00656	2.11067	0.00000	1.40532	4.91556	3.52837	0.81291	0.57887	0.16626	0.06172	6.14841	0.45883	0.45883	0.01399	0.03552	0.50227	0.92612	188.75298	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
1	0.51844	234.02681	0.07801	0.00000	1.40532	1.63735	4.72503	3.61962	0.48943	0.08556	0.07399	6.14841	0.63718	0.63718	0.02432	0.04932	0.26045	0.01416	168.07336	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
1	1.32194	335.86571	2.11067	0.00000	1.40532	4.63432	1.57019	1.98712	0.44503	0.41391	0.00415	6.14841	0.81070	0.81070	0.05756	0.06275	0.16089	0.54308	152.14335	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
1	0.65210	470.90760	0.13377	0.00000	1.40532	2.30830	5.52050	3.76544	0.45740	0.42665	0.06925	6.14841	1.01557	1.01557	0.07787	0.07861	0.10253	0.25303	135.17052	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
