SOURCE_ID,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe
564876645688324224,7.749591270463924,79.79458617118348,24.863617519394307,0.021621494,15.120587,3.1453285,0.9880347
566158951123465600,18.152028089638467,81.47010804599499,18.99952215914121,0.011474622,13.166487,2.4198704,1.1780925
576146949110149632,75.33964715029309,88.70848971663428,22.208292048746767,0.0626927,17.002474,3.9936895,1.0994006
718371045905091200,135.6936385106982,36.42049901789907,17.596174947458543,0.05512759,16.123507,3.144106,1.0662625
718408738536682624,134.7705224449546,36.44040268094037,23.43850520851454,0.023969134,11.018385,1.8883715,1.1183687
782266484092066432,166.39132061777318,45.00846139652205,34.62287370635648,0.13339478,15.930348,2.164278,0.87722343
787120862290366848,175.03095566372554,47.68582340741272,23.663913124340336,0.022016749,14.41359,2.9410467,1.1141825
788340461203094912,170.52268450334853,46.90778428617068,39.31865474776667,0.0146663785,9.270674,1.5887728,1.0189846
790041130815262464,172.3896709146401,49.66308377307936,27.737546183346016,0.03766952,15.275606,3.3147907,1.2517718
805878358863149952,154.63597098157888,43.04809359914308,27.385944575218513,0.018396858,6.2571397,1.0599613,0.77971095
806047026522277248,155.980934961198,44.11498129030903,21.510541303561663,0.062485885,15.062392,2.4237003,1.0717206
807286420939895808,147.89824535955975,40.72554102061038,28.686420174893637,0.024707487,14.507302,3.127039,1.1660682
809613021903789184,150.78127771980346,44.1848301627746,17.268550951654692,0.17993526,18.08259,4.2197,1.0454226
813089746389964032,144.5906562535372,40.23983896438572,25.978847109603826,0.08040398,5.2370076,0.29596996,0.84300256
816556953228753792,137.15574649357532,42.46637614688215,18.179070453420433,0.023973348,14.362531,2.70325,1.1043614
816615570942391168,135.97503303756392,41.82987106405257,22.565670937643432,0.016634794,13.551463,2.5101023,1.1403819
820969357814798080,146.8462271916709,44.997025537900655,18.539365370429387,0.21785758,19.019375,0.63220596,0.9853003
823034657264942464,149.0509771939092,46.72607325399174,19.640950604038398,0.043278396,16.048876,3.2333813,1.0116802
823778786118639360,152.85574302319404,49.59147009191019,18.46909514205487,0.013294786,13.540346,2.3489904,1.1186217
824017070904063488,151.0850348382266,50.38225390156711,46.19522600210002,0.5452285,20.10035,2.9435768,1.0868272
827068593628033792,149.71402279289418,50.536404306682286,20.3028032617778,0.0799776,17.066359,3.8463345,0.99206555
828275788674846080,150.59726383251802,52.48935810892126,16.87948662944982,0.023640886,11.5911045,1.7151852,1.2072321
831390705119554560,163.5025071811972,47.283705616842134,16.78846839573597,0.30088815,19.461428,1.5346699,0.99273
831946229073235200,166.87648388818295,48.92277379335011,20.927953006259393,0.17232402,18.571142,1.3080597,0.9860695
832861714235953920,166.34976832638145,50.09482388675278,28.76145590870332,0.021824697,13.95878,3.0206041,1.2589227
833845674063974144,159.1988705830557,47.719762683430694,17.425619879853183,0.02290736,7.956847,0.7011843,0.89694023
840382713073253760,175.83713762533273,53.41181159748628,17.8582294070497,0.772085,20.598959,2.6945972,1.1220919
840705424030433536,178.66435821480835,54.233307153046944,17.230373062435948,0.016173102,8.623502,0.8857479,0.96514726
842673721643200512,167.4381506104033,53.47823155294864,24.137091027048317,0.015442979,13.5629835,2.5717344,1.2532042
846561663478114176,178.1455261741201,59.40247858706635,19.507045942855477,0.0243561,15.147542,2.9756184,1.0765033
848290091460808448,154.9976423273677,52.23499442070296,20.086337537255094,0.0988911,17.97217,0.9755058,0.970098
852433880203843712,151.33678837856107,53.901444146106115,17.735440404520375,0.08880725,17.815073,0.5431862,1.0508741
856633327427278848,168.49412393081485,57.72235578435753,16.891410449233536,0.06675154,16.975708,3.6118069,1.0244246
856774374153131008,170.37147426097445,58.48448863781707,24.384099475680504,0.019937348,7.5105925,0.7984061,0.9671117
