sector,tmag_bin,rrmscdpp00p5,rrmscdpp01p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p5,rrmscdpp15p0,n_stars
19,9.0,203.114,154.473,134.42,122.079,115.22,109.453,105.514,100.379,98.481,95.847,92.783,90.339,88.169,86.103,84.322,1491
19,9.5,248.72,185.091,157.141,140.835,129.799,121.89,116.089,107.287,103.947,99.122,93.741,90.128,87.429,85.099,82.565,1745
19,10.0,312.629,230.938,194.952,173.09,158.517,148.186,140.472,129.089,124.618,118.145,110.244,104.851,101.486,98.532,95.142,2024
19,10.5,398.503,292.764,246.471,218.113,198.774,184.796,173.914,158.188,152.21,143.352,133.218,126.308,121.79,117.071,112.649,2206
19,11.0,518.502,379.816,318.996,282.067,257.74,239.048,225.421,205.033,197.76,185.32,172.755,163.884,157.32,150.456,145.034,1856
19,11.5,684.539,503.945,424.211,374.989,341.933,317.179,298.889,270.791,261.262,245.451,229.034,216.577,207.643,199.293,192.916,1433
19,12.0,953.191,694.128,582.166,514.174,467.903,435.667,408.124,368.567,355.401,333.155,310.14,293.372,280.536,268.27,257.587,987
19,12.5,1433.348,1044.742,875.547,772.19,701.702,649.668,611.234,554.591,531.784,496.414,458.796,432.798,411.887,387.076,364.842,908
19,13.0,2105.17,1543.775,1296.869,1148.048,1040.281,962.481,906.824,821.996,789.565,741.614,681.983,641.91,610.028,578.282,545.624,1020
19,13.5,2972.335,2190.67,1855.983,1640.073,1495.875,1383.168,1296.228,1174.814,1130.469,1051.48,968.882,907.796,857.042,810.277,765.371,822
19,14.0,4632.509,3378.116,2905.731,2577.868,2337.776,2167.802,2038.657,1850.302,1795.165,1680.505,1545.394,1446.232,1363.044,1286.662,1203.666,511
19,14.5,7140.475,5236.417,4439.169,3918.876,3523.19,3292.722,3071.688,2802.502,2677.757,2456.757,2244.609,2112.855,1996.111,1871.737,1762.221,273
19,15.0,11419.531,8509.178,7208.304,6378.068,5767.356,5325.055,4993.405,4516.32,4318.394,4001.465,3674.484,3438.126,3228.187,3016.97,2865.354,142
19,15.5,18670.91,13998.072,12450.257,10952.788,10056.406,9241.999,8639.15,7724.797,7466.812,7053.479,6514.931,6063.938,5799.356,5503.976,5193.395,77
19,16.0,26835.24,19932.076,16860.107,14625.761,13279.923,12248.347,11470.221,10258.984,9935.967,9438.102,8608.45,8154.329,7689.721,7156.527,6718.601,93
19,16.5,43323.355,31957.137,26624.338,23554.602,20621.383,18838.881,17625.023,16123.232,15379.885,14098.402,13088.541,12480.144,11986.213,11336.59,10620.522,97
19,17.0,68494.207,49709.144,41235.795,36145.756,33182.217,30862.934,28868.352,26015.989,25035.463,23438.22,21526.936,20117.085,19165.876,18223.287,16854.846,122
19,17.5,88039.164,62963.742,52133.504,45454.105,40829.719,37497.598,35344.922,32281.812,31100.209,29100.201,26817.654,25242.643,24067.203,22422.502,20830.537,59
19,18.0,245053.172,182720.891,153883.312,135545.918,121760.82,112189.793,104716.878,93721.438,89598.687,83158.707,76393.606,71579.782,67541.536,61748.752,56454.056,16
20,3.0,29.146,29.227,33.76,37.743,39.284,40.427,42.49,45.236,46.07,47.628,50.346,52.603,53.455,54.398,55.805,10
20,3.5,35.849,39.492,45.875,51.1,52.789,54.413,56.394,59.432,61.245,63.79,63.48,63.07,65.896,69.104,72.875,23
20,4.0,42.913,44.46,49.91,51.801,54.71,58.329,60.918,64.232,64.661,66.476,70.548,71.882,73.919,77.035,80.148,36
20,4.5,52.521,52.559,53.717,58.2,59.778,61.419,62.155,65.592,68.096,70.242,74.232,77.313,79.599,83.254,87.022,77
20,5.0,77.508,74.622,76.054,76.746,78.94,81.15,84.176,87.612,88.118,90.684,93.904,96.616,98.122,100.43,103.78,118
20,5.5,71.387,67.775,73.255,74.618,75.377,80.016,82.813,86.068,87.025,89.563,93.345,96.143,98.241,102.115,106.465,191
20,6.0,80.062,76.993,81.605,81.148,82.815,84.583,87.777,93.314,93.792,97.978,102.852,106.171,107.493,110.453,111.92,193
20,6.5,89.378,73.234,66.129,64.223,63.366,62.417,61.35,59.609,61.018,64.192,63.61,63.362,62.128,63.348,63.394,130
20,7.0,96.624,78.812,70.882,67.022,64.742,63.784,63.457,61.467,60.847,59.36,57.2,57.826,58.432,60.329,58.58,236
20,7.5,112.73,88.88,77.676,71.914,68.168,66.1,64.634,62.332,61.514,60.129,58.957,56.04,55.211,55.934,55.624,374
20,8.0,145.542,120.449,113.264,111.228,110.506,110.886,111.297,114.121,114.581,115.548,116.515,115.666,115.707,116.29,116.378,1267
20,8.5,166.184,132.503,120.393,114.607,112.042,110.051,108.866,106.661,106.356,105.324,104.752,103.055,102.289,101.701,101.733,1593
20,9.0,200.444,150.534,129.332,117.081,109.548,103.941,99.599,93.203,91.047,87.533,83.448,81.424,79.703,77.525,75.843,1743
20,9.5,246.905,182.665,154.51,137.712,126.634,118.23,111.644,102.265,98.624,93.429,87.884,84.104,81.184,78.921,76.202,2157
20,10.0,311.282,228.97,191.837,170.063,155.198,144.404,135.944,123.604,119.376,112.39,104.736,99.586,95.922,92.116,89.332,2448
20,10.5,398.704,290.737,243.672,215.094,195.116,180.691,169.492,153.897,147.95,138.64,128.954,122.13,117.394,112.602,108.162,2506
20,11.0,511.744,372.638,311.626,275.451,251.274,232.952,218.06,197.005,188.975,176.23,163.26,154.422,147.852,141.746,135.714,2024
20,11.5,673.418,490.408,411.342,364.597,329.88,305.109,286.78,259.391,249.664,233.979,215.904,203.28,193.902,185.52,176.866,1358
20,12.0,910.043,659.151,550.003,483.435,437.019,404.619,379.35,341.322,328.395,307.006,281.727,263.675,251.627,238.925,227.154,855
20,12.5,1319.454,957.186,796.937,703.519,634.448,585.068,546.281,490.016,470.319,439.072,400.28,375.172,355.835,335.209,316.671,563
20,13.0,1828.621,1334.747,1117.858,984.659,892.158,822.696,768.899,693.466,662.689,613.571,564.838,523.15,497.934,468.726,438.982,518
20,13.5,2586.986,1893.523,1573.779,1386.088,1256.635,1158.92,1083.345,971.068,927.482,861.092,785.758,726.523,683.096,643.924,605.424,433
20,14.0,3862.669,2819.8,2376.062,2113.87,1933.673,1795.097,1684.155,1521.732,1450.16,1335.209,1220.711,1141.195,1069.878,1017.548,954.866,266
20,14.5,5890.913,4323.827,3614.036,3223.422,2908.128,2663.151,2489.504,2225.048,2129.57,1992.377,1816.525,1698.01,1612.379,1497.286,1400.0,168
20,15.0,8998.471,6522.521,5452.856,4758.703,4326.557,3991.377,3699.244,3313.124,3160.418,2914.124,2653.442,2473.159,2327.298,2175.732,2019.559,134
20,15.5,13952.824,10082.808,8430.54,7309.192,6527.983,5971.985,5596.921,5082.841,4874.628,4521.604,4089.532,3770.186,3595.186,3366.35,3150.488,80
20,16.0,22725.166,16765.559,13972.259,12228.537,11082.147,10149.319,9463.56,8451.577,8059.416,7396.299,6827.936,6339.615,5954.419,5549.891,5106.431,111
20,16.5,36916.746,26224.447,21808.922,19145.377,17364.883,15896.183,14788.074,13329.715,12672.637,11683.664,10484.985,9625.213,9064.785,8452.974,7920.457,99
20,17.0,56116.094,40109.59,33045.184,28987.74,26104.461,24097.24,22507.49,20124.73,19093.768,17736.992,16496.176,15167.384,14202.795,13241.567,12407.544,123
20,17.5,81348.144,58862.434,48044.522,42382.365,38119.133,35011.172,32622.986,28907.529,27576.558,25360.278,22950.596,21272.166,20181.213,18982.151,17877.866,106
20,18.0,147782.196,105166.008,86273.074,74996.718,67431.028,61680.465,57443.094,51299.972,49006.166,45480.125,41995.207,39586.373,37638.523,35640.146,33761.952,14
21,3.0,39.683,38.055,42.264,46.18,47.402,49.055,51.108,52.909,53.015,52.856,53.302,54.597,56.113,58.339,61.149,14
21,3.5,41.286,43.772,48.69,52.573,55.269,58.322,60.522,63.514,65.338,67.676,70.566,70.193,69.168,69.796,72.363,16
21,4.0,50.202,52.196,61.74,67.784,70.32,72.724,75.541,76.658,78.071,80.786,83.223,85.773,88.011,91.941,96.858,37
21,4.5,55.229,51.989,57.794,63.052,64.657,68.926,71.492,73.645,75.337,76.066,80.841,84.34,88.231,88.244,91.642,61
21,5.0,67.815,67.643,71.113,75.04,77.495,79.738,82.589,86.622,87.835,90.371,94.376,97.936,101.313,105.01,109.508,104
21,5.5,74.535,71.17,74.992,77.112,77.74,80.418,83.992,88.773,90.328,93.058,98.29,101.164,102.174,103.842,106.478,170
21,6.0,81.974,75.403,76.87,80.107,83.9,87.308,91.764,97.762,98.296,101.524,105.079,108.078,109.107,112.196,112.547,160
21,6.5,97.463,81.104,73.322,68.614,66.603,67.891,68.621,68.917,70.263,69.258,73.937,75.418,73.155,70.708,70.34,121
21,7.0,101.406,80.91,73.215,69.284,66.088,63.719,62.752,58.915,57.446,55.311,55.504,54.524,56.133,57.492,56.917,231
21,7.5,116.042,90.953,81.14,75.248,72.395,70.478,68.982,67.092,66.498,64.334,62.344,61.719,60.848,59.637,58.622,360
21,8.0,148.019,121.56,113.898,110.785,111.556,110.911,111.392,112.769,111.183,113.885,116.057,115.409,114.871,114.924,117.028,1021
21,8.5,169.144,135.534,123.194,117.012,113.852,110.254,108.532,107.273,108.277,106.553,107.031,106.918,106.476,107.022,108.202,1482
21,9.0,201.921,152.312,131.081,119.192,110.872,105.09,100.875,94.445,92.509,88.459,84.085,81.438,79.428,78.246,76.875,1738
21,9.5,248.407,183.992,156.103,139.403,128.097,120.042,113.435,104.112,100.608,95.357,90.055,86.497,83.872,81.234,78.955,2187
21,10.0,313.654,229.625,193.671,172.04,157.18,146.282,137.976,126.248,121.974,114.985,107.341,101.946,98.232,94.889,91.886,2433
21,10.5,401.254,293.47,246.349,217.731,198.249,184.058,173.161,157.21,151.209,141.877,131.702,125.166,120.311,115.209,111.164,2571
21,11.0,516.349,376.526,315.792,278.34,252.832,234.363,220.563,200.503,192.752,180.614,167.84,158.779,152.014,145.07,139.224,2238
21,11.5,677.983,494.428,413.562,366.282,333.168,308.566,290.41,264.044,253.946,238.71,221.404,209.206,200.166,191.374,184.079,1464
21,12.0,918.358,665.028,558.352,494.128,449.943,415.567,390.711,352.784,338.19,315.838,294.105,277.037,263.496,250.187,239.083,859
21,12.5,1332.003,964.268,805.824,707.008,643.33,595.141,557.842,502.088,480.664,447.066,410.451,384.356,364.323,344.196,327.155,570
21,13.0,1838.963,1346.367,1126.378,988.384,898.99,831.852,780.002,702.648,673.729,626.728,574.778,535.644,507.648,479.574,452.221,586
21,13.5,2617.914,1907.009,1606.048,1416.264,1277.495,1179.032,1104.921,995.894,957.392,890.271,811.682,761.529,721.94,678.791,641.817,469
21,14.0,3849.462,2858.179,2413.003,2157.769,1980.09,1847.58,1739.325,1562.848,1503.754,1411.734,1301.182,1220.804,1135.699,1083.664,1020.37,259
21,14.5,5940.348,4396.845,3698.848,3325.925,3017.518,2795.011,2593.658,2328.949,2240.085,2102.65,1944.936,1831.098,1708.912,1612.144,1508.632,178
21,15.0,8673.735,6280.756,5220.866,4560.826,4164.418,3862.378,3603.979,3260.428,3120.939,2897.373,2665.99,2507.226,2366.515,2245.172,2109.586,133
21,15.5,15316.54,11199.36,9343.604,8289.746,7552.69,6952.609,6524.02,5865.075,5618.691,5239.262,4833.085,4522.13,4273.754,4021.855,3761.459,90
21,16.0,22921.026,16792.078,13926.6,12268.528,10962.676,10120.502,9485.254,8557.742,8179.37,7580.469,6981.56,6647.861,6216.385,5853.496,5586.203,84
21,16.5,32686.662,23607.027,19494.434,17035.332,15358.513,14096.03,13192.898,11902.261,11405.104,10585.876,9701.681,9029.928,8484.365,7824.525,7211.48,87
21,17.0,52465.468,38459.135,31973.652,27895.354,24743.324,22851.106,21188.258,18949.658,18029.58,16595.819,15154.339,13997.298,13173.59,12376.61,11532.493,114
21,17.5,77431.758,55736.105,46531.027,40166.941,36370.926,33464.633,31363.623,27550.449,26208.865,24188.006,22376.258,21093.605,19851.939,18584.625,17412.463,91
21,18.0,137102.781,100280.008,82084.148,71665.281,64963.801,59679.641,55577.664,49391.586,47035.473,43216.324,38913.902,35678.645,33148.387,30472.568,27904.57,17
22,3.0,36.714,40.142,46.0,51.77,53.978,56.171,57.805,58.576,59.984,60.957,63.013,65.163,66.381,69.472,73.306,12
22,3.5,53.286,52.749,54.426,63.268,64.7,65.265,64.013,67.319,70.456,74.444,79.412,83.265,86.941,91.577,96.609,17
22,4.0,45.512,46.404,54.066,59.486,61.82,62.419,64.758,67.374,68.729,71.238,73.742,75.633,77.45,79.443,81.047,36
22,4.5,64.748,61.333,65.605,68.057,72.093,73.531,76.957,82.031,83.394,86.12,90.263,93.113,95.61,97.67,101.116,63
22,5.0,64.43,65.064,69.255,71.143,70.903,73.186,76.839,79.914,80.099,81.413,85.485,87.658,89.824,92.927,96.967,79
22,5.5,73.072,72.261,78.812,83.236,86.104,89.588,91.852,96.465,97.009,98.273,101.719,104.374,106.552,109.435,113.162,152
22,6.0,79.589,74.266,74.952,76.294,76.839,80.084,82.511,86.482,88.616,92.475,97.854,101.428,103.81,107.384,109.296,162
22,6.5,95.904,76.249,71.985,69.331,68.688,65.466,64.788,61.68,60.897,62.619,63.022,62.148,62.444,61.417,62.674,119
22,7.0,101.666,83.319,75.513,72.683,70.525,69.922,67.968,67.029,66.93,67.073,64.749,63.182,62.351,61.934,61.167,210
22,7.5,116.551,91.226,81.342,76.035,72.369,70.288,69.04,66.562,65.024,63.838,61.716,61.538,61.6,60.044,59.777,365
22,8.0,144.761,117.175,108.458,106.213,105.382,105.513,105.373,104.226,104.82,106.457,107.072,105.231,104.075,104.653,103.708,957
22,8.5,167.938,133.155,120.284,114.02,109.568,106.616,104.579,101.478,100.15,99.393,99.332,97.803,98.143,98.758,97.774,1410
22,9.0,201.708,152.73,131.367,118.845,111.173,105.208,100.532,93.941,91.524,87.678,83.265,80.814,79.144,77.072,75.267,1692
22,9.5,249.045,184.827,156.549,139.966,128.868,120.781,114.66,105.454,102.131,96.242,90.949,87.259,84.424,82.13,79.622,2109
22,10.0,313.608,230.773,194.817,172.984,158.164,147.283,138.95,126.689,122.312,115.332,107.84,102.368,98.676,95.356,92.418,2418
22,10.5,401.06,293.642,246.387,218.344,199.375,185.072,174.199,158.672,152.513,143.168,133.37,127.077,122.612,118.477,114.641,2583
22,11.0,516.973,380.036,319.262,283.816,259.046,240.21,226.215,205.958,198.578,186.257,172.952,164.528,158.845,152.905,148.135,2250
22,11.5,674.378,494.542,415.207,366.418,333.364,309.286,290.488,263.774,253.86,238.778,223.559,212.558,204.724,197.39,190.533,1532
22,12.0,909.91,661.735,555.976,490.827,446.649,414.286,389.098,351.793,338.168,316.671,294.451,277.819,265.966,254.305,243.837,959
22,12.5,1331.393,967.198,812.751,713.543,652.633,604.228,565.076,509.998,490.797,461.299,425.004,399.091,381.602,361.236,345.106,629
22,13.0,1866.494,1355.88,1136.967,1003.044,916.413,850.194,798.469,723.344,695.09,648.049,600.983,565.096,541.816,513.665,490.079,587
22,13.5,2601.62,1893.085,1587.213,1405.069,1282.961,1197.588,1127.754,1024.668,984.686,923.406,858.237,810.16,778.416,741.746,705.49,478
22,14.0,3942.906,2892.266,2442.458,2178.232,1990.641,1845.964,1733.52,1572.06,1506.071,1394.455,1274.86,1205.384,1146.018,1087.646,1030.427,315
22,14.5,5814.557,4218.05,3531.22,3126.177,2811.696,2580.706,2434.026,2233.201,2165.148,1993.481,1833.658,1736.657,1665.0,1584.31,1490.326,162
22,15.0,8694.105,6454.7,5362.65,4703.532,4309.65,3994.27,3765.375,3403.345,3283.336,3064.708,2814.604,2623.454,2506.472,2420.078,2305.96,122
22,15.5,14842.438,10801.244,9063.688,7831.607,7069.499,6502.047,6062.532,5449.514,5249.444,4937.791,4672.126,4375.615,4195.415,3927.082,3685.904,83
22,16.0,21429.961,15749.952,13177.928,11669.479,10694.2,9949.814,9267.488,8384.71,8070.856,7559.406,6939.327,6530.261,6222.358,5800.886,5530.39,94
22,16.5,33109.027,23884.289,19773.797,17591.969,16088.633,14860.489,14080.456,12474.06,11918.146,11020.137,10152.569,9574.804,8995.258,8504.729,8077.542,91
22,17.0,51349.484,37015.402,31055.606,27558.783,24989.776,22988.102,21417.28,19188.73,18268.344,16852.367,15513.321,14440.536,13575.072,12798.96,12045.156,134
22,17.5,74037.906,54055.328,44972.148,38876.363,35456.895,32180.5,30096.385,27058.564,26157.131,24645.197,22308.305,20755.752,19968.445,18442.676,17070.697,105
22,18.0,141540.703,105147.859,88381.547,78107.219,71653.266,66602.328,62692.27,56893.508,54666.855,51046.395,47829.734,45751.172,44211.23,42712.281,41335.406,15
23,3.0,100.016,89.048,79.196,71.041,68.362,68.285,68.936,71.276,70.96,72.583,76.088,79.612,82.007,86.05,90.674,12
23,3.5,42.593,43.612,50.972,51.492,52.702,54.346,55.925,59.341,60.505,62.866,66.461,69.301,71.32,74.559,78.399,13
23,4.0,51.605,54.489,58.589,61.658,65.588,69.291,71.596,71.793,71.835,73.476,76.455,79.2,81.887,86.341,91.787,33
23,4.5,64.433,66.792,74.376,79.023,79.03,81.177,84.584,86.436,87.424,90.622,94.376,98.119,102.232,107.305,113.422,76
23,5.0,76.504,75.324,84.187,89.11,91.747,92.658,95.345,99.842,101.847,105.131,110.114,112.722,113.661,117.215,121.742,88
23,5.5,74.252,74.868,78.453,84.293,88.032,91.416,94.137,97.363,98.161,101.421,104.302,107.087,109.271,110.238,114.685,155
23,6.0,80.757,76.004,79.505,83.45,84.445,87.151,89.322,95.101,96.855,97.267,100.539,105.042,105.887,110.634,108.884,165
23,6.5,90.17,73.058,67.395,64.665,60.874,60.603,61.351,59.694,59.847,59.807,61.146,62.917,63.293,63.843,61.295,137
23,7.0,106.752,86.744,78.703,76.845,73.772,71.625,69.509,67.696,67.786,67.921,65.954,64.91,65.169,63.768,63.606,209
23,7.5,121.017,97.516,87.568,81.58,78.071,75.867,74.594,73.293,72.463,70.811,69.718,68.857,67.574,66.377,67.014,363
23,8.0,149.08,122.87,114.852,111.479,110.001,110.93,110.758,109.911,110.158,110.51,108.558,109.715,109.64,106.95,106.83,992
23,8.5,171.59,137.509,125.044,118.151,114.549,112.31,110.657,107.536,106.177,104.639,103.022,102.623,100.597,100.678,101.421,1423
23,9.0,205.067,155.596,134.624,122.305,113.95,107.845,103.159,96.442,94.051,90.599,86.621,83.84,82.237,81.001,79.098,1711
23,9.5,253.197,187.978,159.675,143.616,132.38,124.366,118.344,108.951,105.747,100.413,94.771,90.859,88.144,85.749,83.429,2055
23,10.0,318.138,234.356,198.578,177.146,162.854,152.297,144.356,132.492,128.074,120.989,113.193,107.765,104.427,100.654,97.795,2452
23,10.5,408.936,300.667,254.13,226.13,207.143,193.072,182.14,166.115,160.195,150.968,140.935,134.468,129.847,124.884,120.226,2590
23,11.0,528.394,388.802,327.246,291.239,266.87,248.236,233.865,213.257,205.321,193.78,181.4,172.493,166.16,159.947,155.066,2193
23,11.5,696.253,512.119,431.885,384.165,351.356,327.821,309.66,282.865,272.144,256.226,238.986,227.937,219.94,211.194,204.131,1531
23,12.0,937.682,684.393,577.923,512.991,469.416,436.949,410.948,375.077,362.254,341.59,319.557,302.807,289.512,277.976,267.502,987
23,12.5,1359.486,999.787,845.762,745.937,680.482,633.333,595.963,538.922,518.655,485.016,451.758,426.967,409.86,394.082,380.348,643
23,13.0,1895.32,1391.595,1175.372,1043.512,957.916,888.982,836.954,763.17,735.422,693.665,643.014,607.726,581.238,554.326,529.872,572
23,13.5,2705.128,1997.22,1693.262,1505.598,1377.936,1277.716,1201.707,1097.892,1049.246,978.838,910.147,859.236,819.438,778.569,740.549,447
23,14.0,4077.129,3046.324,2615.379,2336.418,2170.314,2014.553,1879.381,1705.364,1649.452,1537.016,1434.564,1351.519,1282.953,1213.036,1140.414,289
23,14.5,5882.595,4350.257,3704.972,3317.109,3046.471,2833.993,2676.269,2454.62,2361.724,2218.13,2074.555,1927.261,1834.46,1755.559,1673.033,173
23,15.0,8801.577,6512.274,5506.787,4892.43,4450.991,4144.5,3908.77,3555.476,3415.266,3197.024,2947.772,2749.206,2595.618,2447.542,2307.376,112
23,15.5,14948.556,10771.432,8824.932,7777.106,7076.679,6570.697,6188.523,5557.93,5431.588,5063.504,4642.922,4319.305,4126.826,3936.499,3705.672,79
23,16.0,23531.941,16706.35,14107.999,12472.294,11430.014,10528.78,9870.836,8962.428,8615.496,8040.068,7419.755,6984.487,6687.749,6404.379,6229.918,85
23,16.5,35047.217,25686.721,21518.374,18931.088,16916.921,15640.242,14712.562,13202.234,12675.218,11789.115,11015.092,10399.636,9867.18,9311.366,8702.59,108
23,17.0,52355.644,37693.248,31477.652,27489.188,24740.068,22768.326,21249.65,19176.056,18392.543,17221.753,15838.806,14718.003,13835.12,12847.431,12200.487,118
23,17.5,73510.902,53993.106,45084.484,40162.492,36240.193,33606.632,31634.319,28796.66,27594.028,25752.079,23667.044,22242.078,21074.709,19892.846,18773.585,114
23,18.0,126594.047,92380.453,77412.508,67412.66,60282.844,55229.272,51338.805,45666.646,43519.432,40109.99,36412.086,33736.947,31689.781,29583.19,27603.318,14
24,2.5,42.927,49.671,53.026,55.96,57.18,58.367,59.446,60.712,61.122,62.199,63.896,67.098,69.623,73.256,77.436,10
24,3.0,46.268,49.137,52.448,57.522,60.281,60.885,61.883,63.808,64.309,65.356,67.0,69.225,72.056,75.054,79.258,16
24,3.5,50.638,55.826,54.769,55.389,57.871,60.201,61.028,64.714,66.613,68.698,74.215,77.401,80.196,83.523,87.529,19
24,4.0,56.334,58.277,63.65,64.528,65.61,66.003,67.581,69.588,70.417,72.316,74.813,77.598,79.494,81.99,84.516,56
24,4.5,61.036,58.608,61.911,64.299,65.632,67.388,68.675,70.062,72.783,75.834,79.535,82.1,85.118,87.415,92.772,82
24,5.0,68.04,67.883,75.126,75.894,78.822,82.186,83.86,87.118,90.492,92.163,95.838,98.583,102.536,104.119,107.95,123
24,5.5,78.107,72.978,79.571,85.619,83.502,86.946,90.822,93.618,95.138,97.994,103.027,105.308,108.211,111.464,116.01,212
24,6.0,81.368,76.674,78.846,80.996,84.03,86.671,90.519,93.861,95.264,97.568,102.678,105.182,107.127,110.018,114.035,226
24,6.5,90.486,74.185,68.187,64.02,61.395,60.651,59.242,59.356,59.179,56.291,56.465,55.024,55.664,56.825,58.506,127
24,7.0,105.529,84.879,77.792,72.884,69.574,66.502,64.929,62.493,61.785,58.817,59.42,57.916,56.878,55.878,54.621,206
24,7.5,119.744,94.0,84.477,80.509,77.296,75.471,72.385,70.356,69.952,68.474,65.38,65.268,64.014,65.566,63.042,348
24,8.0,147.804,121.607,111.923,108.003,105.037,102.637,101.719,101.462,100.766,101.215,101.453,100.445,100.402,99.835,99.651,843
24,8.5,167.8,127.763,111.921,102.926,96.798,92.399,89.774,84.801,82.959,79.812,77.19,74.697,72.935,71.906,70.142,940
24,9.0,206.388,155.057,133.192,120.593,112.736,106.633,102.117,95.935,93.381,89.828,86.162,83.546,81.338,79.566,77.744,1307
24,9.5,257.916,192.178,164.305,147.747,137.23,129.851,124.316,116.262,113.133,108.138,103.605,100.381,97.951,95.729,93.66,1847
24,10.0,327.895,243.549,206.824,185.335,171.55,161.009,153.258,142.648,138.65,132.787,126.54,121.992,119.31,116.798,113.894,2219
24,10.5,424.451,314.328,266.679,238.962,221.436,208.609,198.627,184.472,179.393,171.154,162.754,156.466,152.029,148.433,144.44,2442
24,11.0,552.943,408.778,347.145,310.557,286.328,269.545,256.08,236.621,229.377,218.391,208.725,201.167,195.456,190.064,184.919,2215
24,11.5,736.757,545.173,462.881,415.035,383.773,360.812,343.346,317.692,308.78,293.72,278.968,267.726,259.854,252.514,246.138,1704
24,12.0,1022.256,755.338,641.228,573.602,529.826,496.23,471.626,438.006,425.318,403.674,381.191,364.938,354.047,344.144,333.747,1278
24,12.5,1512.434,1117.246,948.28,846.776,779.176,732.05,694.499,643.304,624.87,590.572,560.699,536.486,518.269,500.356,483.159,916
24,13.0,2221.947,1634.616,1381.751,1233.08,1142.86,1072.344,1021.631,938.76,907.204,861.714,817.831,784.072,760.182,731.292,699.406,884
24,13.5,3351.604,2487.336,2133.372,1913.646,1770.006,1671.672,1588.596,1460.352,1432.19,1373.56,1303.302,1248.044,1206.298,1154.218,1111.906,680
24,14.0,5268.91,3948.282,3364.069,3030.033,2828.867,2645.256,2509.803,2305.243,2224.403,2092.845,1988.696,1912.074,1833.21,1762.659,1714.033,453
24,14.5,7927.468,5860.491,5046.263,4518.646,4192.906,3956.899,3773.674,3513.803,3452.645,3290.206,3072.277,2962.809,2873.507,2772.1,2666.785,221
24,15.0,12441.277,9100.888,7784.49,6930.418,6504.8,6122.486,5894.918,5471.111,5300.712,4985.1,4618.52,4404.206,4236.185,4084.712,3900.409,120
24,15.5,18433.725,13329.852,11356.404,10478.485,9776.028,8919.329,8254.095,7600.062,7421.998,7155.502,6918.084,6657.878,6414.527,6176.825,5928.83,63
24,16.0,29460.53,21699.911,18376.806,16182.125,14879.524,13700.242,12932.048,11983.587,11662.567,11252.885,10763.838,10177.846,9703.302,9531.553,9389.659,102
24,16.5,43043.342,31784.38,26834.301,23908.234,21817.169,20341.809,19057.003,17185.167,16495.039,15585.129,14576.886,13919.226,13311.721,12915.367,12521.504,106
24,17.0,64148.629,46745.144,39001.684,34402.123,32178.262,29821.91,27837.208,25480.704,24499.614,22975.438,21241.809,20201.667,19382.571,18427.672,17610.4,102
24,17.5,91943.469,65790.906,54545.879,48325.086,43268.879,40173.121,38200.508,34686.422,33595.363,31716.979,29755.863,28320.381,27070.693,25974.711,24564.902,75
24,18.0,153376.391,116930.039,99547.461,87320.719,80655.805,74117.531,69042.961,61500.922,58576.836,53788.938,49777.684,48756.895,47981.57,46786.07,45307.734,17
25,3.0,37.928,40.542,46.366,50.661,53.705,56.331,59.466,63.554,63.924,65.992,66.937,67.092,67.263,70.354,74.359,13
25,3.5,57.144,58.568,62.068,67.556,69.77,70.07,70.621,74.704,75.874,78.134,82.547,86.399,90.364,94.696,100.657,20
25,4.0,56.461,57.429,66.278,68.628,64.022,66.003,70.095,71.364,71.163,72.085,74.401,77.054,78.874,82.121,87.864,45
25,4.5,62.902,59.311,66.177,69.899,70.04,70.701,69.728,69.832,70.592,72.947,77.076,78.972,81.138,84.552,88.142,80
25,5.0,89.883,83.759,80.878,81.916,79.374,81.637,82.538,85.281,87.911,89.538,92.861,96.377,98.35,100.504,102.25,117
25,5.5,80.849,79.906,85.059,88.868,88.808,92.1,92.238,96.594,97.071,99.168,101.99,105.631,109.02,110.602,113.645,211
25,6.0,78.084,73.619,77.575,77.239,79.91,83.203,85.123,90.456,92.102,94.92,99.952,102.965,104.88,106.438,109.974,222
25,6.5,86.983,68.97,62.18,58.479,57.598,55.948,55.214,53.538,54.001,54.226,54.873,53.739,53.583,55.328,52.299,125
25,7.0,103.49,84.616,76.688,72.302,71.546,70.387,68.896,67.4,66.628,66.217,65.308,64.312,63.238,63.923,63.514,196
25,7.5,118.097,94.201,86.187,81.425,78.13,76.404,75.431,74.564,73.669,72.106,71.839,70.283,70.542,67.5,65.243,367
25,8.0,150.075,125.492,118.088,116.165,115.586,117.669,119.301,121.072,121.179,122.348,123.634,124.242,122.376,124.349,126.737,1231
25,8.5,173.351,139.962,128.011,121.142,117.911,115.198,113.986,112.958,112.666,112.093,111.539,112.442,111.685,111.564,111.212,1556
25,9.0,211.24,161.357,140.82,128.816,121.454,116.216,112.038,106.525,104.792,101.708,98.836,97.374,96.103,94.352,93.114,1644
25,9.5,262.256,196.162,169.251,152.734,142.299,135.255,129.592,121.522,118.456,113.901,109.459,106.322,104.456,102.43,100.55,2052
