pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_refname,sy_dist,sy_disterr1,sy_disterr2,AngSep,Rp_m,Rs_m,B_planet,B_star,Fp,fp,flux_ratio_value_best,luminosity_s,distance_s,radius_p,Rp,Porb,Mp,ep,ecc_p,ip,inc_p,Omegap,large_omega_p,omegap,small_omega_p,thetap,Abond,AgeomVIS,AgeomMIR,ap,rp,maxAngSep,Tp,Msun,Nuniverse,Nstar,ra,dec,name_s,id,radius_s,p_orb,semimajor_p,temp_s,temp_p,mass_p,detected,detected_best,detected_worst,maxangsep,z,stype,habitable,run,Star,radius_bin
GJ 143 b,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253,0.0006,-0.00062,0.0,0.1915,0.0058,-0.0063,0.0,2.61,0.17,-0.16,0.0,22.7,2.2,-1.9,0.0,,,,,422.0,15.0,-14.0,0.0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,100.0,-100.0,0.0,0.695,0.03,-0.03,0.0,0.73,0.07,-0.07,0.0,-0.6862,0.00034,-0.00034,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.32,0.0071,-0.0071,2420.3276654411766,16646841.0,483511499.99999994,10341020.979480615,301203786.8545542,4.069612312079552e-05,4.069612312079552e-05,4.069612312079552e-05,0.20596811765973644,16.32,2.61,2.61,35.61253,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.3276654411766,0.3,0.3,0.3,0.1915,0.1915,2420.3276654411766,422.0,0.73,1,1,0.0,0.0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,40,0.695,35.61253,0.1915,4640.0,422.0,22.7,True,True,True,2420.3276654411766,0.1,K,False,0,<__main__.Star object at 0x17f6e9640>,1.5–3.0
GJ 238 b,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.7446999,1.9e-06,-1.8e-06,0.0,0.02123,0.00016,-0.00017,0.0,0.566,0.014,-0.014,0.0,,,,,,,,,758.0,16.0,-15.0,0.0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.0,140.0,-140.0,0.0,0.4314,0.0075,-0.0071,0.0,0.4193,0.0095,-0.0098,0.0,-1.61618,0.05394,-0.0534,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.2142,0.0071,-0.0072,287.82360886540204,3610004.5999999996,300124980.0,30706878.558156308,219831629.02583787,2.02095533627117e-05,2.02095533627117e-05,2.02095533627117e-05,0.024200258220807624,15.2142,0.566,0.566,1.7446999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.82360886540204,0.3,0.3,0.3,0.02123,0.02123,287.82360886540204,758.0,0.4193,1,1,0.0,0.0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,41,0.4314,1.7446999,0.02123,3485.0,758.0,,True,True,True,287.82360886540204,0.1,M,False,0,<__main__.Star object at 0x17f6e96a0>,<1.5
GJ 3090 b,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,2.3e-06,-2.3e-06,0.0,0.03165,0.00027,-0.00027,0.0,2.13,0.11,-0.11,0.0,3.34,0.72,-0.72,0.0,,,,,693.0,18.0,-18.0,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.0,70.0,-70.0,0.0,0.516,0.016,-0.016,0.0,0.519,0.013,-0.013,0.0,-1.34199,0.01685,-0.01555,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22.4751,0.02605,-0.02605,290.4675507561701,13585353.0,358981200.0,26529658.744615316,224828978.98432603,0.00016899654290904818,0.00016899654290904818,0.00016899654290904818,0.04549985367579124,22.4751,2.13,2.13,2.8531054,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.4675507561701,0.3,0.3,0.3,0.03165,0.03165,290.4675507561701,693.0,0.519,1,1,0.0,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,42,0.516,2.8531054,0.03165,3556.0,693.0,3.34,True,True,True,290.4675507561701,0.1,M,False,0,<__main__.Star object at 0x17f6e9700>,1.5–3.0
GJ 3470 b,0,1,1,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A..27B/abstract target=ref> Bonfils et al. 2012 </a>,3.33714,0.00017,-0.00017,0.0,0.0348,0.0014,-0.0014,0.0,4.2,0.6,-0.6,0.0,14.0,1.7,-1.7,0.0,,,,,615.0,16.0,-16.0,0.0,<a refstr=BONFILS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A..27B/abstract target=ref> Bonfils et al. 2012 </a>,M1.5,3600.0,200.0,-200.0,0.0,0.503,0.063,-0.063,0.0,0.541,0.067,-0.067,0.0,-1.538,0.029,-0.031,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,29.4214,0.0508,-0.0507,243.9728225033479,26788020.0,349937100.0,21625204.284671642,227926330.32744083,0.0005559899899996752,0.0005559899899996752,0.0005559899899996752,0.028973435877013228,29.4214,4.2,4.2,3.33714,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.9728225033479,0.3,0.3,0.3,0.0348,0.0348,243.9728225033479,615.0,0.541,1,1,0.0,0.0,<a refstr=BONFILS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A..27B/abstract target=ref> Bonfils et al. 2012 </a>,43,0.503,3.33714,0.0348,3600.0,615.0,14.0,True,True,True,243.9728225033479,0.1,M,False,0,<__main__.Star object at 0x17f6e9760>,3.0–6.0
GJ 3470 b,0,1,1,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,3.336649,8.4e-05,-8.1e-05,0.0,,,,,3.88,0.32,-0.32,0.0,12.58,1.31,-1.28,0.0,,,,,615.0,16.0,-16.0,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,M1.5,3652.0,50.0,-50.0,0.0,0.48,0.04,-0.04,0.0,0.51,0.06,-0.06,0.0,-1.5376,0.02896,-0.03103,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,29.4214,0.0508,-0.0507,,24747028.0,333936000.0,21625204.284671642,231587215.04688597,0.0005128203568582623,0.0005128203568582623,0.0005128203568582623,0.029000133690540685,29.4214,3.88,3.88,3.336649,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,615.0,0.51,1,1,0.0,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,44,0.48,3.336649,,3652.0,615.0,12.58,True,True,True,,0.1,M,False,0,<__main__.Star object at 0x17f6e97c0>,3.0–6.0
GJ 3473 b,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.1980035,1.8e-06,-1.9e-06,0.0,0.01589,0.00062,-0.00062,0.0,1.264,0.05,-0.049,0.0,1.86,0.3,-0.3,0.0,59.4,5.0,-4.5,0.0,773.0,16.0,-15.0,0.0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.0,54.0,-54.0,0.0,0.364,0.012,-0.012,0.0,0.36,0.016,-0.016,0.0,-1.82391,0.00547,-0.00554,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.3644,0.0376,-0.0376,119.7742632763737,8061918.4,253234800.0,31680287.995539352,210120934.41003156,0.0001528093117326665,0.0001528093117326665,0.0001528093117326665,0.014999956513820394,27.3644,1.264,1.264,1.1980035,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7742632763737,0.3,0.3,0.3,0.01589,0.01589,119.7742632763737,773.0,0.36,1,1,0.0,0.0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,45,0.364,1.1980035,0.01589,3347.0,773.0,1.86,True,True,True,119.7742632763737,0.1,M,False,0,<__main__.Star object at 0x17f6e9820>,<1.5
GJ 357 b,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,3.93072,8e-05,-6e-05,0.0,0.035,0.002,-0.002,0.0,1.217,0.084,-0.083,0.0,1.84,0.31,-0.31,0.0,12.6,1.1,-0.8,0.0,525.0,11.0,-9.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.0,51.0,-51.0,0.0,0.337,0.015,-0.015,0.0,0.342,0.011,-0.011,0.0,-1.79833,0.00972,-0.00994,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.44181,0.00511,-0.00511,764.6071039345211,7762147.7,234450900.00000003,16170515.183551952,221239249.9995368,8.01164459317027e-05,8.01164459317027e-05,8.01164459317027e-05,0.01590999341880535,9.44181,1.217,1.217,3.93072,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.6071039345211,0.3,0.3,0.3,0.035,0.035,764.6071039345211,525.0,0.342,1,1,0.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,46,0.337,3.93072,0.035,3505.0,525.0,1.84,True,True,True,764.6071039345211,0.1,M,False,0,<__main__.Star object at 0x17f6e9880>,<1.5
GJ 367 b,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.321962,1e-05,-1.2e-05,0.0,0.0071,0.0002,-0.0002,0.0,0.718,0.054,-0.054,0.0,0.546,0.078,-0.078,0.0,,,,,1745.0,43.0,-43.0,0.0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,M1.0 V,3522.0,70.0,-70.0,0.0,0.457,0.013,-0.013,0.0,0.454,0.011,-0.011,0.0,-1.54061,0.03892,-0.04275,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.41263,0.002835,-0.002835,155.58685510850847,4579475.8,317934900.0,97875761.31107262,222435779.65241003,9.129051068427944e-05,9.129051068427944e-05,9.129051068427944e-05,0.028799835026085692,9.41263,0.718,0.718,0.321962,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.58685510850847,0.3,0.3,0.3,0.0071,0.0071,155.58685510850847,1745.0,0.454,1,1,0.0,0.0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,47,0.457,0.321962,0.0071,3522.0,1745.0,0.546,True,True,True,155.58685510850847,0.1,M,False,0,<__main__.Star object at 0x17f6e98e0>,<1.5
GJ 367 b,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,2e-07,-2e-07,0.0,0.00709,0.00027,-0.00027,0.0,0.699,0.024,-0.024,0.0,0.633,0.05,-0.05,0.0,579.0,57.0,-52.0,0.0,1365.0,32.0,-32.0,0.0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.0,70.0,-70.0,0.0,0.458,0.013,-0.013,0.0,0.455,0.011,-0.011,0.0,-1.5391,0.04153,-0.0426,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.41263,0.002835,-0.002835,155.36771869286267,4458291.899999999,318630600.0,71581419.3051388,222435779.65241003,6.300248734477869e-05,6.300248734477869e-05,6.300248734477869e-05,0.028900143553494708,9.41263,0.699,0.699,0.3219225,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.36771869286267,0.3,0.3,0.3,0.00709,0.00709,155.36771869286267,1365.0,0.455,1,1,0.0,0.0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,48,0.458,0.3219225,0.00709,3522.0,1365.0,0.633,True,True,True,155.36771869286267,0.1,M,False,0,<__main__.Star object at 0x17f6e9940>,<1.5
GJ 3929 b,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.616235,5e-06,-5e-06,0.0,0.0252,0.0005,-0.0005,0.0,1.09,0.04,-0.04,0.0,1.75,0.44,-0.45,0.0,17.3,0.7,-0.7,0.0,568.0,6.0,-6.0,0.0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.0,88.0,-88.0,0.0,0.32,0.01,-0.01,0.0,0.313,0.027,-0.022,0.0,-1.96257,0.01948,-0.01624,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.8095,0.0096,-0.0095,328.7819349125526,6952129.000000001,222624000.0,18744019.583388902,212724190.95596406,8.592855912568086e-05,8.592855912568086e-05,8.592855912568086e-05,0.010900087895662278,15.8095,1.09,1.09,2.616235,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.7819349125526,0.3,0.3,0.3,0.0252,0.0252,328.7819349125526,568.0,0.313,1,1,0.0,0.0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,49,0.32,2.616235,0.0252,3384.0,568.0,1.75,True,True,True,328.7819349125526,0.1,M,False,0,<__main__.Star object at 0x17f6e99a0>,<1.5
GJ 3929 b,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.6162745,2.9e-06,-3e-06,0.0,0.02569,0.00088,-0.00088,0.0,1.15,0.04,-0.039,0.0,1.21,0.4,-0.42,0.0,17.5,1.3,-1.2,0.0,568.8,9.4,-9.3,0.0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,M3.5 V,3369.0,51.0,-51.0,0.0,0.315,0.01,-0.01,0.0,0.309,0.014,-0.014,0.0,-1.93742,0.00412,-0.00416,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.8095,0.0096,-0.0095,335.1749169802967,7334814.999999999,219145500.0,18792504.78262232,211668786.0384063,9.945830762448148e-05,9.945830762448148e-05,9.945830762448148e-05,0.011549947229854663,15.8095,1.15,1.15,2.6162745,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.1749169802967,0.3,0.3,0.3,0.02569,0.02569,335.1749169802967,568.8,0.309,1,1,0.0,0.0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,50,0.315,2.6162745,0.02569,3369.0,568.8,1.21,True,True,True,335.1749169802967,0.1,M,False,0,<__main__.Star object at 0x17f6e9a00>,<1.5
GJ 414 A b,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,50.8,0.1,-0.26,0.0,0.2324,0.0092,-0.0099,0.0,2.63,1.22,-0.85,0.0,7.6,2.44,-2.19,0.0,,,,,308.6,33.5,-33.5,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,109.0,-109.0,0.0,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0,-0.92445,0.04503,-0.05024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.8893,0.0067,-0.0067,4031.8594029926066,16774403.0,473076000.00000006,4808467.22053288,264551113.75258332,2.2852271684506937e-05,2.2852271684506937e-05,2.2852271684506937e-05,0.11900083260453191,11.8893,2.63,2.63,50.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4031.8594029926066,0.3,0.3,0.3,0.2324,0.2324,4031.8594029926066,308.6,0.65,1,1,0.0,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,51,0.68,50.8,0.2324,4120.0,308.6,7.6,True,True,True,4031.8594029926066,0.1,K,False,0,<__main__.Star object at 0x17f6e9a60>,1.5–3.0
GJ 414 A c,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,749.83,4.35,-3.63,0.0,1.4,0.055,-0.06,0.0,8.4,3.6,-2.5,0.0,53.83,9.18,-8.58,0.0,,,,,124.7,13.5,-13.5,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,109.0,-109.0,0.0,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0,-0.92445,0.04503,-0.05024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.8893,0.0067,-0.0067,24288.30965658197,53576040.0,473076000.00000006,107733.8674061935,264551113.75258332,5.223024275042429e-06,5.223024275042429e-06,5.223024275042429e-06,0.11900083260453191,11.8893,8.4,8.4,749.83,53.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24288.30965658197,0.3,0.3,0.3,1.4,1.4,24288.30965658197,124.7,0.65,1,1,0.0,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,52,0.68,749.83,1.4,4120.0,124.7,53.83,True,True,True,24288.30965658197,0.1,K,False,0,<__main__.Star object at 0x17f6e9ac0>,
GJ 436 b,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.64385,,,0.0,0.02872,0.00029,-0.00026,0.0,4.2224,0.0919,-0.1031,0.0,23.1688,0.7945,-0.7945,0.0,,,,,649.0,60.0,-60.0,0.0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,3350.0,300.0,-300.0,0.0,0.464,0.009,-0.011,0.0,0.452,0.014,-0.012,0.0,-1.585,0.023,-0.023,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.75321,0.00898,-0.00896,607.3826770878511,26930889.44,322804800.0,23746310.78409628,210331999.74036276,0.000785800358546992,0.000785800358546992,0.000785800358546992,0.026001595631652722,9.75321,4.2224,4.2224,2.64385,23.1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.3826770878511,0.3,0.3,0.3,0.02872,0.02872,607.3826770878511,649.0,0.452,1,1,0.0,0.0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,53,0.464,2.64385,0.02872,3350.0,649.0,23.1688,True,True,True,607.3826770878511,0.1,M,False,0,<__main__.Star object at 0x17f6e9b20>,3.0–6.0
GJ 486 b,0,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,1.4671205,1.2e-06,-1.1e-06,0.0,0.01713,0.00091,-0.00098,0.0,1.343,0.063,-0.062,0.0,3.0,0.13,-0.13,0.0,41.3,4.4,-4.8,0.0,706.0,19.0,-20.0,0.0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,M3.5 V,3291.0,75.0,-75.0,0.0,0.339,0.015,-0.015,0.0,0.333,0.019,-0.019,0.0,-1.9165,0.02843,-0.03042,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.07426,0.004095,-0.004095,437.60288249325635,8565788.3,235842300.00000003,27359321.348385576,206181365.45757344,0.0001750439800196368,0.0001750439800196368,0.0001750439800196368,0.012119926887749224,8.07426,1.343,1.343,1.4671205,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.60288249325635,0.3,0.3,0.3,0.01713,0.01713,437.60288249325635,706.0,0.333,1,1,0.0,0.0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,54,0.339,1.4671205,0.01713,3291.0,706.0,3.0,True,True,True,437.60288249325635,0.1,M,False,0,<__main__.Star object at 0x17f6e9b80>,<1.5
GJ 486 b,0,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,1.467119,3.1e-05,-3e-05,0.0,0.01734,0.00026,-0.00027,0.0,1.305,0.063,-0.067,0.0,2.82,0.11,-0.12,0.0,40.3,1.5,-1.4,0.0,701.0,13.0,-13.0,0.0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,M3.5 V,3340.0,54.0,-54.0,0.0,0.328,0.011,-0.011,0.0,0.323,0.015,-0.015,0.0,-1.91721,0.00818,-0.00833,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.07426,0.004095,-0.004095,442.96754129790224,8323420.5,228189600.0,27039852.62807574,209628455.26164943,0.00017161927527430405,0.00017161927527430405,0.00017161927527430405,0.012100128989595487,8.07426,1.305,1.305,1.467119,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.96754129790224,0.3,0.3,0.3,0.01734,0.01734,442.96754129790224,701.0,0.323,1,1,0.0,0.0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,55,0.328,1.467119,0.01734,3340.0,701.0,2.82,True,True,True,442.96754129790224,0.1,M,False,0,<__main__.Star object at 0x17f6e9be0>,<1.5
