pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_refname,sy_dist,sy_disterr1,sy_disterr2,AngSep,Rp_m,Rs_m,B_planet,B_star,Fp,fp,flux_ratio_value_best,luminosity_s,distance_s,radius_p,Rp,Porb,Mp,ep,ecc_p,ip,inc_p,Omegap,large_omega_p,omegap,small_omega_p,thetap,Abond,AgeomVIS,AgeomMIR,ap,rp,maxAngSep,Tp,Msun,Nuniverse,Nstar,ra,dec,name_s,id,radius_s,p_orb,semimajor_p,temp_s,temp_p,mass_p,detected,detected_best,detected_worst,maxangsep,z,stype,habitable,run,Star,radius_bin
Kepler-62 e,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,122.3874,0.0008,-0.0008,0.0,0.427,0.004,-0.004,0.0,1.61,0.05,-0.05,0.0,36.0,,,1.0,,,,,270.0,15.0,-15.0,0.0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.678,0.04,-0.043,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,300.874,1.219,-1.219,292.7310269415104,10268741.0,445248000.0,3267314.2872011582,321300925.82708913,5.40890533310413e-06,5.40890533310413e-06,5.40890533310413e-06,0.2098939883623524,300.874,1.61,1.61,122.3874,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.7310269415104,0.3,0.3,0.3,0.427,0.427,292.7310269415104,270.0,0.69,1,1,0.0,0.0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,899,0.64,122.3874,0.427,4925.0,270.0,36.0,True,True,True,292.7310269415104,0.1,K,False,0,<__main__.Star object at 0x17f848d90>,1.5–3.0
Kepler-62 e,0,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,,,,,,,,,1.67,0.051,-0.051,0.0,,,,,1.321,0.098,-0.098,0.0,,,,,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,,5062.0,71.0,-71.0,0.0,0.66,0.018,-0.018,0.0,0.764,0.011,-0.011,0.0,-0.59091,0.00755,-0.00769,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,300.874,1.219,-1.219,,10651427.0,459162000.0,,330963431.56421906,,,,0.25650155364321187,300.874,1.67,1.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,0.764,1,1,0.0,0.0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,900,0.66,,,5062.0,,,True,True,True,,0.1,K,False,0,<__main__.Star object at 0x17f848df0>,1.5–3.0
Kepler-62 f,0,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,267.29,,,0.0,,,,,1.461,0.07,-0.07,0.0,,,,,0.466,0.034,-0.034,0.0,,,,,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,,5062.0,71.0,-71.0,0.0,0.66,0.018,-0.018,0.0,0.764,0.011,-0.011,0.0,-0.59091,0.00755,-0.00769,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,300.874,1.219,-1.219,,9318404.1,459162000.0,,330963431.56421906,,,,0.25650155364321187,300.874,1.461,1.461,267.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,0.764,1,1,0.0,0.0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,901,0.66,267.29,,5062.0,,,True,True,True,,0.1,K,False,0,<__main__.Star object at 0x17f848e50>,<1.5
Kepler-62 f,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,267.291,0.005,-0.005,0.0,0.718,0.007,-0.007,0.0,1.41,0.07,-0.07,0.0,35.0,,,1.0,,,,,208.0,11.0,-11.0,0.0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.678,0.04,-0.043,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,300.874,1.219,-1.219,492.22687902577155,8993121.0,445248000.0,1338695.747934621,321300925.82708913,1.699756950901928e-06,1.699756950901928e-06,1.699756950901928e-06,0.2098939883623524,300.874,1.41,1.41,267.291,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.22687902577155,0.3,0.3,0.3,0.718,0.718,492.22687902577155,208.0,0.69,1,1,0.0,0.0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,902,0.64,267.291,0.718,4925.0,208.0,35.0,True,True,True,492.22687902577155,0.1,K,False,0,<__main__.Star object at 0x17f848eb0>,<1.5
Kepler-63 b,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,9.4341505,1e-06,-1e-06,0.0,0.08,0.002,-0.002,0.0,6.11,0.2,-0.2,0.0,120.0,,,1.0,,,,,,,,,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,,5576.0,50.0,-50.0,0.0,0.901,0.027,-0.022,0.0,0.984,0.035,-0.04,0.0,-0.157,0.045,-0.038,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,194.033,0.959,-0.949,85.04326583622374,38970191.0,626825700.0,,367224015.3908234,,,,0.6966265141107687,194.033,6.11,6.11,9.4341505,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04326583622374,0.3,0.3,0.3,0.08,0.08,85.04326583622374,,0.984,1,1,0.0,0.0,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,903,0.901,9.4341505,0.08,5576.0,,120.0,True,True,True,85.04326583622374,0.1,G,False,0,<__main__.Star object at 0x17f848f10>,
Kepler-647 c,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,29.6663,,,0.0,,,,,4.00135002,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5906.74,37.53,-37.53,0.0,1.54571,,,0.0,1.07,,,0.0,0.41834,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1087.87,19.57,-19.57,,25521010.562562,1075350447.0,,390562318.0853086,,,,2.6202335310860856,1087.87,4.00135002,4.00135002,29.6663,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.07,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904,1.54571,29.6663,,5906.74,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f848f70>,3.0–6.0
Kepler-65 b,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,2.1549156,2.5e-06,-2.5e-06,0.0,,,,,1.409,0.017,-0.017,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6149.0,95.56,-99.34,0.0,1.5092,0.064367,-0.051502,0.0,1.167,0.163254,-0.147452,0.0,0.4674,0.01627,-0.01638,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,303.728,2.708,-2.661,,8986742.9,1049950440.0000001,,407659564.62455654,,,,2.9335939412141245,303.728,1.409,1.409,2.1549156,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.167,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,905,1.5092,2.1549156,,6149.0,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f848fd0>,<1.5
Kepler-65 c,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,5.8599408,2.3e-06,-2.3e-06,0.0,,,,,2.571,0.033,-0.033,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6149.0,95.56,-99.34,0.0,1.5092,0.064367,-0.051502,0.0,1.167,0.163254,-0.147452,0.0,0.4674,0.01627,-0.01638,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,303.728,2.708,-2.661,,16398095.100000001,1049950440.0000001,,407659564.62455654,,,,2.9335939412141245,303.728,2.571,2.571,5.8599408,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.167,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,906,1.5092,5.8599408,,6149.0,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f851070>,1.5–3.0
Kepler-65 d,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,8.131231,2.1e-05,-2.1e-05,0.0,,,,,1.506,0.04,-0.04,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6149.0,95.56,-99.34,0.0,1.5092,0.064367,-0.051502,0.0,1.167,0.163254,-0.147452,0.0,0.4674,0.01627,-0.01638,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,303.728,2.708,-2.661,,9605418.6,1049950440.0000001,,407659564.62455654,,,,2.9335939412141245,303.728,1.506,1.506,8.131231,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.167,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,907,1.5092,8.131231,,6149.0,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f8510d0>,1.5–3.0
Kepler-68 b,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,5.3987533,1.3e-06,-1.3e-06,0.0,,,,,2.354,0.02,-0.02,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5875.23,113.48,-162.41,0.0,1.25931,0.056065,-0.080418,0.0,1.064,0.125877,-0.14322,0.0,0.23106,0.01673,-0.00965,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,144.166,0.436,-0.434,,15014047.4,876101967.0,,388338676.4945991,,,,1.702393686528547,144.166,2.354,2.354,5.3987533,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.064,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,908,1.25931,5.3987533,,5875.23,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f851130>,1.5–3.0
Kepler-68 b,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,5.398763,4e-06,-4e-06,0.0,0.0617,0.00056,-0.00056,0.0,2.31,0.06,-0.09,0.0,8.3,2.2,-2.4,0.0,,,,,1280.0,90.0,-90.0,0.0,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,,5793.0,74.0,-74.0,0.0,1.243,0.019,-0.019,0.0,1.079,0.051,-0.051,0.0,0.194,0.037,-0.041,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,144.166,0.436,-0.434,88.27705908466629,14733411.0,864755100.0000001,65744635.658775635,382535920.6919257,4.988941881444177e-05,4.988941881444177e-05,4.988941881444177e-05,1.563147642640954,144.166,2.31,2.31,5.398763,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.27705908466629,0.3,0.3,0.3,0.0617,0.0617,88.27705908466629,1280.0,1.079,1,1,0.0,0.0,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,909,1.243,5.398763,0.0617,5793.0,1280.0,8.3,True,True,True,88.27705908466629,0.1,G,False,0,<__main__.Star object at 0x17f851190>,1.5–3.0
Kepler-68 c,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,9.604979,4.5e-05,-4.5e-05,0.0,,,,,0.927,0.025,-0.025,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5875.23,113.48,-162.41,0.0,1.25931,0.056065,-0.080418,0.0,1.064,0.125877,-0.14322,0.0,0.23106,0.01673,-0.00965,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,144.166,0.436,-0.434,,5912498.7,876101967.0,,388338676.4945991,,,,1.702393686528547,144.166,0.927,0.927,9.604979,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.3,,,,,1.064,1,1,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,910,1.25931,9.604979,,5875.23,,,True,True,True,,0.1,G,False,0,<__main__.Star object at 0x17f8511f0>,<1.5
Kepler-68 c,0,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,9.605085,7.2e-05,-7.2e-05,0.0,0.09059,0.00082,-0.00082,0.0,0.953,0.037,-0.042,0.0,4.8,2.5,-3.6,0.0,,,,,,,,,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,,5793.0,74.0,-74.0,0.0,1.243,0.019,-0.019,0.0,1.079,0.051,-0.051,0.0,0.194,0.037,-0.041,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,144.166,0.436,-0.434,129.6113254858982,6078329.3,864755100.0000001,,382535920.6919257,,,,1.563147642640954,144.166,0.953,0.953,9.605085,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.6113254858982,0.3,0.3,0.3,0.09059,0.09059,129.6113254858982,,1.079,1,1,0.0,0.0,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,911,1.243,9.605085,0.09059,5793.0,,4.8,True,True,True,129.6113254858982,0.1,G,False,0,<__main__.Star object at 0x17f851250>,<1.5
Kepler-69 b,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,13.722353,1.6e-05,-1.6e-05,0.0,0.1091,0.0015,-0.0021,0.0,2.36,0.3,-0.21,0.0,,,,,76.0,22.0,-16.0,0.0,867.0,71.0,-90.0,0.0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,5700.0,100.0,-100.0,0.0,0.991,0.151,-0.072,0.0,0.914,0.051,-0.039,0.0,-0.021,0.134,-0.087,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,730.625,7.6555,-7.6555,30.800357912745937,15052316.0,689438700.0,37845684.247167625,375973452.8727303,4.7981577167397534e-05,4.7981577167397534e-05,4.7981577167397534e-05,0.9527961640236519,730.625,2.36,2.36,13.722353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.800357912745937,0.3,0.3,0.3,0.1091,0.1091,30.800357912745937,867.0,0.914,1,1,0.0,0.0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,912,0.991,13.722353,0.1091,5700.0,867.0,,True,True,True,30.800357912745937,0.1,G,False,0,<__main__.Star object at 0x17f8512b0>,1.5–3.0
Kepler-69 b,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,13.722341,3.5e-05,-3.6e-05,0.0,0.094,0.023,-0.016,0.0,2.24,0.44,-0.29,0.0,,,,,,,,,779.0,50.0,-51.0,0.0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,G4 V,5638.0,168.0,-168.0,0.0,0.93,0.18,-0.12,0.0,0.81,0.09,-0.081,0.0,-0.097,0.165,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,730.625,7.6555,-7.6555,26.537430282292558,14286944.000000002,647001000.0,32070540.562160596,371598657.863563,4.2082441127578104e-05,4.2082441127578104e-05,4.2082441127578104e-05,0.7998342550070284,730.625,2.24,2.24,13.722341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.537430282292558,0.3,0.3,0.3,0.094,0.094,26.537430282292558,779.0,0.81,1,1,0.0,0.0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,913,0.93,13.722341,0.094,5638.0,779.0,,True,True,True,26.537430282292558,0.1,G,False,0,<__main__.Star object at 0x17f851310>,1.5–3.0
Kepler-69 c,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,242.4613,0.0059,-0.0064,0.0,0.64,0.15,-0.11,0.0,1.71,0.34,-0.23,0.0,,,,,,,,,299.0,19.0,-20.0,0.0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,G4 V,5638.0,168.0,-168.0,0.0,0.93,0.18,-0.12,0.0,0.81,0.09,-0.081,0.0,-0.097,0.165,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,730.625,7.6555,-7.6555,180.680376390077,10906551.0,647001000.0,4404765.105407145,371598657.863563,3.36832184602435e-06,3.36832184602435e-06,3.36832184602435e-06,0.7998342550070284,730.625,1.71,1.71,242.4613,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.680376390077,0.3,0.3,0.3,0.64,0.64,180.680376390077,299.0,0.81,1,1,0.0,0.0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,914,0.93,242.4613,0.64,5638.0,299.0,,True,True,True,180.680376390077,0.1,G,False,0,<__main__.Star object at 0x17f851370>,1.5–3.0
Kepler-69 c,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,242.4659,0.0027,-0.0027,0.0,0.74,0.011,-0.013,0.0,1.79,0.22,-0.18,0.0,,,,,1.64,0.48,-0.34,0.0,325.0,35.0,-27.0,0.0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,5700.0,100.0,-100.0,0.0,0.991,0.151,-0.072,0.0,0.914,0.051,-0.039,0.0,-0.021,0.134,-0.087,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,730.625,7.6555,-7.6555,208.9116852010265,11416799.0,689438700.0,5526108.106745044,375973452.8727303,4.030506170139039e-06,4.030506170139039e-06,4.030506170139039e-06,0.9527961640236519,730.625,1.79,1.79,242.4659,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.9116852010265,0.3,0.3,0.3,0.74,0.74,208.9116852010265,325.0,0.914,1,1,0.0,0.0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,915,0.991,242.4659,0.74,5700.0,325.0,,True,True,True,208.9116852010265,0.1,G,False,0,<__main__.Star object at 0x17f8513d0>,1.5–3.0
Kepler-7 b,0,1,1,Transit,2009,Kepler,Published Confirmed,0,<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>,4.885525,4e-05,-4e-05,0.0,0.06224,0.00109,-0.00084,0.0,16.567,0.56,-0.572,0.0,137.615,12.713,-13.03,0.0,,,,,1540.0,200.0,-200.0,0.0,<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>,,5933.0,44.0,-44.0,0.0,1.843,0.048,-0.066,0.0,1.347,0.072,-0.054,0.0,0.618,0.061,-0.061,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,922.562,20.605,-19.739,13.915523943106262,105665982.7,1282175100.0,83656701.19860303,392415496.5601756,0.0014478724396480072,0.0014478724396480072,0.0014478724396480072,4.14954042634363,922.562,16.567,16.567,4.885525,137.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.915523943106262,0.3,0.3,0.3,0.06224,0.06224,13.915523943106262,1540.0,1.347,1,1,0.0,0.0,<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>,916,1.843,4.885525,0.06224,5933.0,1540.0,137.615,True,True,True,13.915523943106262,0.1,G,False,0,<__main__.Star object at 0x17f851430>,
