pl_name,hostname,discoverymethod,disc_facility,tran_flag,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_bmasse_reflink,st_teff,st_rad,st_mass,st_lum,sy_dist
HAT-P-8 b,HAT-P-8,Transit,HATNet,1,1519.9645,,,0,15.6926,1.45717,-1.45717,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,406.8224,85.8141,-85.8141,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6200.0,1.57,1.27,0.519,211.553
K2-43 b,K2-43,Transit,K2,1,49.0,6.9,-6.9,0,4.51,0.44,-0.19,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,18.5,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3840.6,0.542,0.571,-1.21241,182.536
Kepler-1753 b,Kepler-1753,Transit,Kepler,1,27.41,12.98,-6.54,0,2.22678077,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.59,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5180.0,0.769,0.86,-0.55992,707.688
Kepler-1176 b,Kepler-1176,Transit,Kepler,1,26.087,1.664,-1.546,0,2.45,0.63,-0.32,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.57,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5844.0,1.02,1.01,-0.11691,864.699
K2-126 b,K2-126,Transit,K2,1,35.3,6.6,-5.9,0,1.97,0.12,-0.12,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.54,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4339.0,0.65,0.69,-0.87762,102.953
Kepler-1263 b,Kepler-1263,Transit,Kepler,1,144.813,5.503,-5.276,0,1.14,0.28,-0.12,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.55,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5213.0,0.8,0.84,-0.41402,664.83
Kepler-1416 b,Kepler-1416,Transit,Kepler,1,2658.55,112.55,-106.953,0,0.88,0.33,-0.14,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.615,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6019.0,1.15,1.09,0.28393,949.59
Kepler-1542 c,Kepler-1542,Transit,Kepler,1,786.082,20.801,-20.253,0,0.65,0.09,-0.06,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.208,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5564.0,0.99,0.94,0.07026,399.114
K2-85 b,K2-85,Transit,K2,1,800.0,234.0,-234.0,0,1.4,0.2,-0.2,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3.2,1.3,-1.3,0,Mass,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4232.0,0.71,0.7,-0.81171,97.2179
Kepler-368 c,Kepler-368,Transit,Kepler,1,28.681,1.147,-1.098,0,3.88,1.08,-1.08,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.3,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5502.0,2.019,1.165,0.56235,770.978
K2-123 b,K2-123,Transit,K2,1,2.9,0.5,-0.4,0,2.76,0.16,-0.16,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.05,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4035.0,0.59,0.62,-1.14267,161.555
Kepler-770 b,Kepler-770,Transit,Kepler,1,27.736,1.336,-1.267,0,2.3,0.32,-0.17,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.9,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5598.0,0.92,0.94,0.05399,930.457
Kepler-1399 b,Kepler-1399,Transit,Kepler,1,1707.252,196.259,-173.129,0,1.25,0.22,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5735.0,0.96,0.97,0.00959,1385.7
K2-107 b,K2-107,Transit,K2,1,1291.4267,66.5826,-66.5826,0,15.98,0.55,-0.55,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,266.9772,25.4264,-25.4264,0,Mass,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,6061.0,1.81,1.3,0.46446,685.2
K2-45 b,K2-45,Transit,K2,1,100.0,32.0,-32.0,0,6.71,0.0,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,36.4,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4103.0,0.445,0.503,-0.73994,495.317
K2-127 b,K2-127,Transit,K2,1,105.6,20.7,-17.8,0,8.37,0.33,-0.33,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,52.9,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4575.0,0.66,0.72,-0.25445,709.999
K2-195 b,K2-195,Transit,K2,1,66.6667,3.4185,-3.4185,0,3.13,0.12,-0.12,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,9.96,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5713.0,0.99,0.94,-0.01196,315.014
K2-80 c,K2-80,Transit,K2,1,166.0,50.0,-50.0,0,1.47,0.23,-0.23,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.76,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5441.0,0.87,0.9,-0.43238,200.802
K2-229 c,K2-229,Transit,K2,1,66.0,8.0,-7.0,0,2.03,0.12,-0.06,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,7.0,4.0,-4.0,0,Mass,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5315.0,0.79,0.87,-0.38869,102.564
HAT-P-3 b,HAT-P-3,Transit,HATNet,1,176.587,,,0,10.53646,0.78463,-0.78463,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,206.5895,34.9613,-34.9613,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5185.0,0.87,1.06,-0.36,134.554
WASP-32 b,WASP-32,Transit,SuperWASP,1,616.33,,,0,10.76064,1.68135,-1.68135,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,835.8929,260.6206,-260.6206,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6140.0,0.95,0.72,0.19345,275.994
WASP-24 b,WASP-24,Transit,SuperWASP,1,934.465,,,0,15.46842,1.79344,-1.79344,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,394.1092,92.1707,-92.1707,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6075.0,1.42,1.43,0.33131,322.114
Kepler-65 c,Kepler-65,Transit,Kepler,1,609.992,14.458,-14.121,0,2.58,0.06,-0.06,0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,5.4,1.7,-1.7,0,Mass,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,6211.0,1.41,1.25,0.4674,303.728
TrES-2 b,TrES-2,Transit,TrES,1,903.864,20.395,-20.041,0,15.24424,0.89672,-0.89672,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,473.5667,69.9226,-69.9226,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5850.0,1.12,1.36,0.03841,215.32
Kepler-939 b,Kepler-939,Transit,Kepler,1,54.19,47.65,-15.35,0,1.75,0.31,-0.2,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.71,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5471.0,0.85,0.88,0.39065,2093.62
Kepler-1028 b,Kepler-1028,Transit,Kepler,1,519.636,15.666,-15.119,0,1.33,0.15,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.33,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5522.0,0.87,0.9,-0.24485,607.916
HAT-P-67 b,HAT-P-67,Transit,HATNet,1,2029.17,,,0,23.9872187,0.28022452,-0.28022452,0,<a refstr=WANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..336W/abstract target=ref>Wang et al. 2025</a>,143.02278315,47.67426105,-47.67426105,0,Mass,<a refstr=WANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..336W/abstract target=ref>Wang et al. 2025</a>,6640.0,2.62,1.73,1.07773,371.686
Kepler-1101 b,Kepler-1101,Transit,Kepler,1,3.577,0.177,-0.168,0,2.47,0.37,-0.21,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.66,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5614.0,0.91,0.94,-0.35135,742.473
Kepler-1388 b,Kepler-1388,Transit,Kepler,1,17.674,0.913,-0.87,0,2.59,0.13,-0.14,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.22,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4098.0,0.61,0.63,-1.1068,453.795
Kepler-768 b,Kepler-768,Transit,Kepler,1,40.589,2.656,-2.494,0,1.79,0.2,-0.13,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.86,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5108.0,0.78,0.82,-0.46575,784.56
Kepler-796 b,Kepler-796,Transit,Kepler,1,962.264,35.271,-33.855,0,1.3,0.36,-0.22,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.24,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5475.0,1.09,0.93,0.57234,817.584
Kepler-110 b,Kepler-110,Transit,Kepler,1,153.881,5.098,-4.922,0,1.83,0.36,-0.36,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.01,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5960.0,1.149,0.989,0.27598,586.531
Kepler-1042 b,Kepler-1042,Transit,Kepler,1,25.66,7.91,-6.31,0,2.19,0.11,-0.16,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.43,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4815.0,0.72,0.75,-0.6,659.0
Kepler-334 c,Kepler-334,Transit,Kepler,1,97.21,2.348,-2.296,0,1.43,0.26,-0.26,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.63,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5828.0,1.068,1.022,0.05556,426.59
Kepler-937 b,Kepler-937,Transit,Kepler,1,20.627,1.899,-1.707,0,3.72,1.29,-0.48,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.4,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6095.0,1.22,1.15,0.28097,1571.46
Kepler-1117 b,Kepler-1117,Transit,Kepler,1,194.976,6.278,-6.085,0,1.11,0.17,-0.08,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.41,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5612.0,0.93,0.95,-0.22396,568.487
Kepler-1789 b,Kepler-1789,Transit,Kepler,1,4.91,1.59,-0.81,0,2.83137505,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.4,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5436.0,0.888,0.92,-0.23129,611.461
Kepler-1831 b,Kepler-1831,Transit,Kepler,1,288.69,258.79,-86.48,0,1.97019818,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.54,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6063.0,1.012,1.117,-0.0455,1053.49
Kepler-1245 b,Kepler-1245,Transit,Kepler,1,194.344,9.965,-9.428,0,1.44,0.12,-0.1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.67,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5306.0,0.83,0.86,-0.41093,805.936
Kepler-114 b,Kepler-114,Transit,Kepler,1,92.535,2.103,-2.066,0,1.26,0.13,-0.13,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.09,0.49,-0.31,0,Mass,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,4605.0,0.667,0.77,-0.6853,259.533
Kepler-1105 b,Kepler-1105,Transit,Kepler,1,47.18,1.098,-1.068,0,2.01,0.06,-0.25,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.7,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4299.0,0.68,0.71,-0.94508,318.004
Kepler-187 b,Kepler-187,Transit,Kepler,1,902.239,58.017,-53.965,0,1.41,0.28,-0.28,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.57,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6105.0,1.287,1.081,0.49267,1143.0
Kepler-1379 b,Kepler-1379,Transit,Kepler,1,1600.049,174.285,-153.691,0,1.3,0.12,-0.09,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.24,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5188.0,0.79,0.83,-0.40329,971.325
Kepler-304 c,Kepler-304,Transit,Kepler,1,73.598,2.887,-2.787,0,2.17,0.15,-0.15,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.35,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4731.0,0.687,0.737,-0.6616,434.684
Kepler-1291 b,Kepler-1291,Transit,Kepler,1,62.823,5.033,-4.618,0,1.66,0.1,-0.18,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.39,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5216.0,0.8,0.84,-0.46748,897.352
Kepler-304 e,Kepler-304,Transit,Kepler,1,397.254,15.582,-15.045,0,1.2,0.06,-0.03,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.87,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4817.0,0.73,0.8,-0.6616,434.684
Kepler-461 b,Kepler-461,Transit,Kepler,1,254.906,6.647,-6.463,0,2.58,0.07,-0.06,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.18,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5634.0,0.91,0.98,0.24622,692.158
Kepler-1894 b,Kepler-1894,Transit,Kepler,1,544.05,487.13,-149.92,0,1.20117759,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.87,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5772.0,0.901,0.999,-0.26976,935.191
Kepler-576 b,Kepler-576,Transit,Kepler,1,16.817,0.757,-0.723,0,3.27,0.84,-0.39,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.7,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5672.0,0.97,0.99,-0.21068,617.55
Kepler-1893 b,Kepler-1893,Transit,Kepler,1,478.98,194.07,-154.33,0,1.70557445,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.55,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5633.0,1.162,0.973,0.15984,1050.72
Kepler-1601 b,Kepler-1601,Transit,Kepler,1,999.752,28.759,-27.764,0,0.82,0.24,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.477,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5869.0,1.07,1.04,0.08501,644.456
Kepler-1922 b,Kepler-1922,Transit,Kepler,1,71.11,56.08,-18.89,0,2.29064904,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.86,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5931.0,0.863,0.953,0.15221,1344.29
HD 80653 b,HD 80653,Transit,K2,1,6130.0,310.0,-310.0,0,1.621,0.054,-0.057,0,<a refstr=NAPONIELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260719325N/abstract target=ref>Naponiello et al. 2026</a>,5.61,0.38,-0.37,0,Mass,<a refstr=NAPONIELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260719325N/abstract target=ref>Naponiello et al. 2026</a>,5959.0,1.199,1.15,0.21165,109.86
Kepler-1542 d,Kepler-1542,Transit,Kepler,1,297.806,7.881,-7.673,0,0.87,0.12,-0.09,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.59,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5564.0,0.99,0.94,0.07026,399.114
Kepler-666 b,Kepler-666,Transit,Kepler,1,575.644,51.441,-46.354,0,2.4,0.58,-0.28,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.35,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5887.0,1.05,1.03,0.18164,1508.71
Kepler-211 c,Kepler-211,Transit,Kepler,1,95.436,2.146,-2.103,0,1.29,0.09,-0.09,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.3,22.4,-17.0,0,Mass,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,5123.0,0.816,0.867,-0.4133,309.353
Kepler-203 c,Kepler-203,Transit,Kepler,1,329.788,12.287,-11.812,0,2.47,0.47,-0.47,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,749.9,419.1,-344.7,0,Mass,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,5821.0,1.114,1.06,0.0937,703.302
OGLE-TR-182 b,OGLE-TR-182,Transit,OGLE,1,669.0373,,,0,12.666,2.69,-0.897,0,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,320.995,47.672,-47.672,0,Mass,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,5924.0,1.14,1.14,0.24059,2501.75
HAT-P-2 b,HAT-P-2,Transit,HATNet,1,588.518,,,0,10.659759,0.437151,-0.594077,0,<a refstr=LOEILLET_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...481..529L/abstract target=ref> Loeillet et al. 2008 </a>,2866.81223114,31.7828407,-31.7828407,0,Mass,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,6380.0,1.39,1.33,0.53,127.774
HD 221416 b,HD 221416,Transit,Transiting Exoplanet Survey Satellite (TESS),1,495.9065,,,0,9.17,0.34,-0.31,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,60.5,5.7,-5.7,0,Mass,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,5080.0,2.943,1.212,0.71181,95.5483
