pl_name,hostname,discoverymethod,disc_facility,tran_flag,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_bmasse_reflink,st_teff,st_rad,st_mass,st_lum,sy_dist
NGTS-18 b,NGTS-18,Transit,Next-Generation Transit Survey (NGTS),1,845.0,270.0,-270.0,0,13.56286665,2.01761653,-2.01761653,0,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,129.99181846,25.74410097,-20.02318964,0,Mass,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,5610.0,1.392,1.003,0.2703,1096.19
HD 136352 b,HD 136352,Radial Velocity,La Silla Observatory,1,111.6,7.3,-6.8,0,1.664,0.043,-0.043,0,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,4.72,0.42,-0.42,0,Mass,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,5664.0,1.058,0.87,0.0162,14.682
HD 136352 d,HD 136352,Radial Velocity,La Silla Observatory,1,5.74,0.38,-0.35,0,2.562,0.088,-0.079,0,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,8.82,0.93,-0.92,0,Mass,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,5664.0,1.058,0.87,0.0162,14.682
K2-138 c,K2-138,Transit,K2,1,279.0,21.0,-20.0,0,2.299,0.12,-0.087,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,6.31,1.13,-1.23,0,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5356.3,0.863,0.935,-0.28654,202.585
KOI-1831 d,Kepler-324,Transit,Kepler,1,11.8,0.9,-0.9,0,1.13,0.05,-0.05,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,2.23,0.5,-0.84,0,Mass,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,5233.0,0.835,0.901,-0.30825,501.574
K2-138 d,K2-138,Transit,K2,1,160.0,12.0,-11.0,0,2.39,0.104,-0.084,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,7.92,1.39,-1.35,0,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5356.3,0.863,0.935,-0.28654,202.585
K2-138 e,K2-138,Transit,K2,1,91.1,7.0,-6.6,0,3.39,0.156,-0.11,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,12.97,1.98,-1.99,0,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5356.3,0.863,0.935,-0.28654,202.585
K2-138 f,K2-138,Transit,K2,1,51.0,3.9,-3.7,0,2.904,0.164,-0.111,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,1.63,2.12,-1.18,0,Mass,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5356.3,0.863,0.935,-0.28654,202.585
K2-100 b,K2-100,Transit,K2,1,1915.0,178.0,-165.0,0,3.88,0.16,-0.16,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..698B/abstract target=ref>Barrag&aacute;n et al. 2019</a>,21.8,6.2,-6.2,0,Mass,<a refstr=BARRAG_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..698B/abstract target=ref>Barrag&aacute;n et al. 2019</a>,5945.0,1.24,1.15,0.24969,188.959
TOI-1749 b,TOI-1749,Transit,Transiting Exoplanet Survey Satellite (TESS),1,83.8379,,,0,1.39,0.21,-0.19,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,57.0,,,1,Mass,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,3985.0,0.55,0.58,-1.15649,99.5561
TOI-1749 d,TOI-1749,Transit,Transiting Exoplanet Survey Satellite (TESS),1,14.2074,,,0,2.52,0.15,-0.15,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,15.0,,,1,Mass,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,3985.0,0.55,0.58,-1.15649,99.5561
TOI-1201 b,TOI-1201,Transit,Transiting Exoplanet Survey Satellite (TESS),1,40.6,3.6,-3.2,0,2.415,0.091,-0.09,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,6.28,0.84,-0.88,0,Mass,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,3476.0,0.508,0.512,-1.46852,37.8871
Kepler-1771 b,Kepler-1771,Transit,Kepler,1,5.51,2.08,-1.18,0,4.05537256,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,15.5,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5661.0,0.934,0.941,-0.0924,565.752
Kepler-1786 b,Kepler-1786,Transit,Kepler,1,10.7,0.8,-0.8,0,3.16305828,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,10.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5808.0,1.397,1.058,0.15863,863.909
Kepler-1834 b,Kepler-1834,Transit,Kepler,1,105.2,9.3,-9.3,0,1.4593834,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.73,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4821.0,0.788,0.765,-0.57662,500.395
TOI-559 b,TOI-559,Transit,Transiting Exoplanet Survey Satellite (TESS),1,404.915,,,0,12.22899794,0.31385146,-0.28022452,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,1910.14872607,76.27881768,-73.10053361,0,Mass,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,5925.0,1.233,1.026,0.22737,233.266
Kepler-418 c,Kepler-418,Transit,Kepler,1,107.6,8.7,-8.7,0,5.22108654,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,23.7,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5822.0,1.081,0.957,0.11114,1002.53
Kepler-1801 b,Kepler-1801,Transit,Kepler,1,111.52,93.94,-39.18,0,2.70926154,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.8,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5738.0,0.981,0.936,-0.22269,839.332
Kepler-1838 b,Kepler-1838,Transit,Kepler,1,271.6,19.5,-19.5,0,1.66049425,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.4,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5877.0,1.963,1.187,0.53674,451.242
Kepler-1839 b,Kepler-1839,Transit,Kepler,1,286.32,257.92,-85.76,0,1.9493759,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.46,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5926.0,0.939,1.03,0.19174,1136.6
TOI-530 b,TOI-530,Transit,Transiting Exoplanet Survey Satellite (TESS),1,14.259,,,0,9.30345398,0.67253884,-0.67253884,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,127.1313628,28.60455663,-31.7828407,0,Mass,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,3659.0,0.54,0.53,-1.3098,148.762
Kepler-1749 b,Kepler-1749,Transit,Kepler,1,7.34,1.33,-1.54,0,1.61301783,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.23,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3957.0,0.553,0.551,-0.94989,268.2
Kepler-1841 b,Kepler-1841,Transit,Kepler,1,20.35,3.9,-4.56,0,1.48912557,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.82,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5190.0,0.899,0.823,-0.27843,631.7
Kepler-1842 b,Kepler-1842,Transit,Kepler,1,108.07,96.95,-41.63,0,2.35388681,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.14,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5970.0,1.131,1.057,-0.02604,923.551
HAT-P-43 b,HAT-P-43,Transit,HATNet,1,521.877,,,0,13.63,0.64,-0.63,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,210.395,19.069,-19.069,0,Mass,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,5693.0,1.08,1.03,0.05986,528.825
Kepler-1742 b,Kepler-1742,Transit,Kepler,1,10.73,8.53,-2.82,0,2.1782413,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.38,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5776.0,0.849,0.939,-0.18376,669.573
Kepler-1743 b,Kepler-1743,Transit,Kepler,1,515.0,37.8,-37.8,0,1.59887007,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.18,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5855.0,1.613,1.266,0.59938,538.807
Kepler-1741 b,Kepler-1741,Transit,Kepler,1,33.79,10.93,-10.56,0,1.273,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.16,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3683.0,0.424,0.454,-1.24232,270.739
Kepler-1810 b,Kepler-1810,Transit,Kepler,1,4.91,1.73,-1.19,0,3.91815325,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,14.6,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5492.0,1.016,0.921,-0.15834,1009.87
Kepler-1812 b,Kepler-1812,Transit,Kepler,1,270.34,259.4,-92.5,0,2.3249424,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.01,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6174.0,1.103,1.162,0.27988,1409.19
Kepler-1845 b,Kepler-1845,Transit,Kepler,1,27.47,4.07,-4.81,0,2.43836702,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.52,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4703.0,0.701,0.686,-0.57817,710.724
Kepler-1716 b,Kepler-1716,Transit,Kepler,1,6.3,0.5,-0.5,0,2.4247685,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.46,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4894.0,0.684,0.753,-0.62363,195.439
K2-95 b,K2-95,Transit,K2,1,8.4172,2.6973,-2.6973,0,3.31,0.2,-0.14,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,11.0,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3566.0,0.4,0.41,-1.63451,179.854
Kepler-1746 b,Kepler-1746,Transit,Kepler,1,3.4,0.2,-0.2,0,8.93504475,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,59.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6018.0,1.286,1.09,0.496,979.541
Kepler-1745 b,Kepler-1745,Transit,Kepler,1,1044.49,459.93,-414.44,0,1.92872921,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.38,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5611.0,1.4,0.995,0.00651,996.105
Kepler-1814 b,Kepler-1814,Transit,Kepler,1,216.9,19.6,-19.6,0,2.36961357,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.21,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4922.0,0.823,0.79,-0.50574,726.346
Kepler-1813 b,Kepler-1813,Transit,Kepler,1,298.2,69.43,-52.32,0,1.413,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.58,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5167.0,0.787,0.812,-0.4,
Kepler-1815 b,Kepler-1815,Transit,Kepler,1,80.01,65.27,-30.82,0,2.7489262,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.99,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5516.0,0.967,0.856,-0.03006,1006.63
Kepler-1856 b,Kepler-1856,Transit,Kepler,1,772.73,114.29,-140.9,0,1.73447868,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.66,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4948.0,0.816,0.782,-0.33065,848.76
K2-101 b,K2-101,Transit,K2,1,20.1207,6.0241,-6.0241,0,2.0,0.14,-0.07,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.66,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4927.0,0.76,0.82,-0.59482,188.33
Kepler-1669 c,Kepler-1669,Transit,Kepler,1,199.28,36.07,-33.23,0,1.90120972,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.27,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4224.0,0.603,0.609,-0.80265,543.444
Kepler-1165 c,Kepler-1165,Transit,Kepler,1,40.76,37.46,-12.36,0,3.36093385,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,11.2,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6249.0,1.076,1.13,0.55152,1575.2
Kepler-1816 b,Kepler-1816,Transit,Kepler,1,2.0,0.1,-0.1,0,1.9679397,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.53,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5051.0,0.706,0.786,-0.53145,437.823
Kepler-1847 b,Kepler-1847,Transit,Kepler,1,119.44,115.92,-36.66,0,2.74516914,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.97,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6122.0,0.964,1.041,0.09941,1693.86
K2-355 b,K2-355,Transit,K2,1,192.2722,,,0,2.25,0.22,-0.16,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5.69,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5790.0,0.92,0.96,-0.11465,500.497
K2-356 b,K2-356,Transit,K2,1,22.3128,6.8039,-6.8039,0,2.29,0.15,-0.12,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5.86,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5568.0,0.86,0.9,-0.24375,355.54
Kepler-1757 b,Kepler-1757,Transit,Kepler,1,21.5,10.59,-5.23,0,2.94660251,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.99,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5288.0,0.74,0.828,-0.36941,807.308
Kepler-1758 b,Kepler-1758,Transit,Kepler,1,93.64,125.08,-22.12,0,2.57059831,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.13,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5557.0,1.616,1.035,0.48544,1588.41
Kepler-1819 b,Kepler-1819,Transit,Kepler,1,78.99,63.75,-26.23,0,3.90351256,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,14.5,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6090.0,1.071,1.173,0.0865,1363.19
Kepler-1817 b,Kepler-1817,Transit,Kepler,1,10.85,2.66,-2.18,0,2.27349126,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.79,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5316.0,0.915,0.878,-0.38044,748.569
K2-357 b,K2-357,Transit,K2,1,40.8918,,,0,3.72,0.23,-0.21,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,13.4,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5794.0,1.0,0.98,-0.06563,517.687
K2-358 b,K2-358,Transit,K2,1,92.6053,,,0,2.68,0.17,-0.14,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,7.65,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5650.0,0.91,0.93,-0.16134,480.307
Kepler-1731 b,Kepler-1731,Transit,Kepler,1,13.3,1.0,-1.0,0,2.93295657,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.92,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4859.0,0.72,0.781,-0.59961,169.948
Kepler-1762 b,Kepler-1762,Transit,Kepler,1,61.49,55.58,-20.02,0,2.76022913,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.05,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6572.0,1.238,1.298,0.33126,1663.74
Kepler-1820 b,Kepler-1820,Transit,Kepler,1,23.41,19.68,-6.91,0,3.11883067,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.9,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5841.0,0.931,1.047,-0.02202,1425.39
Kepler-1821 b,Kepler-1821,Transit,Kepler,1,40.61,13.74,-5.93,0,2.59248115,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.24,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5475.0,0.884,0.946,-0.12374,799.699
Kepler-1788 b,Kepler-1788,Transit,Kepler,1,197.81,57.46,-54.04,0,2.37850461,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.25,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4786.0,0.704,0.686,-0.61055,560.445
Kepler-1859 b,Kepler-1859,Transit,Kepler,1,1056.15,466.02,-319.04,0,1.58313575,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.13,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5887.0,1.235,1.09,0.15429,1331.25
