kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_prad,koi_sma,koi_insol,koi_depth,koi_duration,koi_incl,koi_steff,koi_srad,koi_smass,koi_kepmag,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_tce_delivname,dataspan,dutycycle,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0
7619236,K00682.01,CANDIDATE,CANDIDATE,562.1725914,10.9,1.3457,0.8,5877.8,9.8841,89.95,5589.0,1.289,1.026,13.916,,,208.4,,,1459.789,0.8745,110.642,97.941,91.913,84.935,80.657,73.262,70.278,65.99,61.625,58.178,55.542,53.298,52.779,49.859
7662744,K08140.01,FALSE POSITIVE,FALSE POSITIVE,135.428746,1.83,0.5187,3.29,381.1,7.394,89.77,5849.0,0.919,1.014,15.445,4.3336606,7.1369853,7.9,10.0,q1_q17_dr25_tce,1459.789,0.8751,337.006,293.697,272.177,247.985,232.728,206.158,195.624,179.605,161.037,147.853,138.908,130.699,128.518,116.534
7604328,K02458.02,CONFIRMED,CANDIDATE,2.936587946,1.77,0.0372,473.18,279.6,1.8952,82.32,5455.0,0.909,0.795,15.404,4.2441893,17.808668,20.1,455.0,q1_q17_dr25_tce,1459.789,0.8752,308.312,274.233,259.926,240.794,228.801,210.13,202.516,191.634,179.953,171.848,166.128,160.791,159.915,154.521
7672940,K01463.01,FALSE POSITIVE,FALSE POSITIVE,1064.2680956,33.63,2.1525,1.47,22771.7,11.5521,89.97,6340.0,2.173,1.174,12.328,424.7103,426.68494,1171.2,3.0,q1_q17_dr25_tce,1459.789,0.8748,62.674,58.382,57.73,55.928,55.208,53.477,52.898,52.434,51.916,51.65,51.566,51.766,51.772,52.157
7673192,K02722.05,CANDIDATE,CANDIDATE,16.5340022,1.17,0.1278,106.21,89.2,4.063,88.88,6052.0,1.202,1.015,13.268,3.8672714,7.7540936,9.3,73.0,q1_q17_dr25_tce,1459.789,0.8752,86.951,78.614,75.475,71.27,69.241,65.308,63.956,62.242,61.522,61.651,62.913,64.613,65.381,69.949
7673192,K02722.04,CONFIRMED,CANDIDATE,8.92114318,1.27,0.0847,241.79,110.8,3.933,89.6,6052.0,1.202,1.015,13.268,5.298493,15.35378,15.3,127.0,q1_q17_dr25_tce,1459.789,0.8752,86.951,78.614,75.475,71.27,69.241,65.308,63.956,62.242,61.522,61.651,62.913,64.613,65.381,69.949
7673192,K02722.03,CONFIRMED,CANDIDATE,4.02877097,1.21,0.0498,699.45,100.4,3.173,88.85,6052.0,1.202,1.015,13.268,4.5831184,21.858406,18.6,311.0,q1_q17_dr25_tce,1459.789,0.8752,86.951,78.614,75.475,71.27,69.241,65.308,63.956,62.242,61.522,61.651,62.913,64.613,65.381,69.949
7673192,K02722.02,CONFIRMED,CANDIDATE,11.24284815,1.44,0.0988,177.7,136.0,4.241,88.3,6052.0,1.202,1.015,13.268,4.190815,17.8426,17.4,103.0,q1_q17_dr25_tce,1459.789,0.8752,86.951,78.614,75.475,71.27,69.241,65.308,63.956,62.242,61.522,61.651,62.913,64.613,65.381,69.949
7673192,K02722.01,CONFIRMED,CANDIDATE,6.12479773,1.51,0.0659,399.43,129.3,3.466,84.71,6052.0,1.202,1.015,13.268,4.5355062,27.188307,20.1,217.0,q1_q17_dr25_tce,1459.789,0.8752,86.951,78.614,75.475,71.27,69.241,65.308,63.956,62.242,61.522,61.651,62.913,64.613,65.381,69.949
8007262,K07586.01,FALSE POSITIVE,FALSE POSITIVE,1.345078434,12.16,0.0268,6894.58,3025.0,10.19,23.49,6664.0,1.675,1.415,12.583,62.42871,11.888517,27.7,1003.0,q1_q17_dr24_tce,1459.789,0.8744,228.971,230.271,247.296,261.665,281.624,311.13,322.426,348.838,395.974,429.898,450.255,473.967,484.405,550.666
7626506,K00150.01,CONFIRMED,CANDIDATE,8.408878137,2.28,0.0744,101.22,798.9,3.4967,89.95,5551.0,0.812,0.776,13.771,16.77422,132.78516,147.2,162.0,q1_q17_dr25_tce,1459.789,0.8752,102.582,90.76,85.177,78.831,74.783,67.988,65.149,60.864,56.099,52.344,49.678,47.373,46.798,44.169
7626506,K00150.02,CONFIRMED,CANDIDATE,28.5742692,2.32,0.1681,19.83,824.9,4.9427,89.91,5551.0,0.812,0.776,13.771,18.866709,87.12114,97.1,46.0,q1_q17_dr25_tce,1459.789,0.8752,102.582,90.76,85.177,78.831,74.783,67.988,65.149,60.864,56.099,52.344,49.678,47.373,46.798,44.169
8007174,K05458.01,CANDIDATE,CANDIDATE,56.648588,2.19,0.2703,4.77,648.9,4.534,89.32,5023.0,0.782,0.821,15.602,4.837906,9.064506,11.8,21.0,q1_q17_dr25_tce,1459.789,0.8754,432.386,388.966,369.214,346.139,331.973,305.22,294.266,278.839,259.191,242.545,231.771,221.756,219.787,208.553
7597703,K06891.01,FALSE POSITIVE,FALSE POSITIVE,4.608901433,48.72,0.0511,242.9,378548.0,8.73393,86.49,5938.0,0.755,0.844,15.322,2359.32,20355.152,2624.6,0.0,q1_q17_dr25_tce,1459.789,0.8691,342.755,321.922,318.239,308.942,305.833,296.096,290.196,283.507,278.503,277.07,278.082,282.469,282.923,295.194
8022489,K02674.03,CONFIRMED,CANDIDATE,2.53573284,1.36,0.0368,1842.18,68.0,3.989,89.37,5616.0,1.674,1.032,13.349,4.5185146,19.553331,25.5,524.0,q1_q17_dr25_tce,1459.789,0.8749,93.3,82.643,78.265,72.755,69.159,62.925,60.394,56.542,52.767,49.519,47.619,45.707,45.164,42.577
8022489,K02674.01,CONFIRMED,CANDIDATE,197.5111484,9.52,0.6711,5.54,2575.6,11.106,89.49,5616.0,1.674,1.032,13.349,66.03131,125.39901,175.2,7.0,q1_q17_dr25_tce,1459.789,0.8749,93.3,82.643,78.265,72.755,69.159,62.925,60.394,56.542,52.767,49.519,47.619,45.707,45.164,42.577
757450,K00889.01,CONFIRMED,CANDIDATE,8.884922995,10.51,0.0786,83.21,16053.4,2.07004,89.89,5332.0,0.843,0.821,15.264,61.291126,474.02078,388.2,153.0,q1_q17_dr25_tce,1459.789,0.8752,416.053,380.181,365.238,344.535,332.957,308.514,297.041,281.006,264.576,254.731,247.726,242.32,241.326,239.386
7977197,K00459.01,CONFIRMED,CANDIDATE,19.44639139,3.24,0.1355,50.73,926.0,3.6227,88.21,5815.0,0.954,0.875,14.248,13.428069,73.35643,82.4,67.0,q1_q17_dr25_tce,1459.789,0.8751,134.98,118.413,110.548,101.151,95.476,85.69,81.677,75.374,68.253,62.876,59.088,56.132,55.213,50.689
8027902,K06955.01,FALSE POSITIVE,FALSE POSITIVE,1.79621807,1.54,0.0335,8937.14,47.0,10.16,55.41,7117.0,2.09,1.548,12.895,4.324933,8.347826,42.0,757.0,q1_q17_dr25_tce,1459.789,0.875,74.855,67.922,65.153,61.697,60.305,57.001,55.645,53.733,51.448,49.652,48.276,46.984,46.709,44.95
8098960,K06966.01,CANDIDATE,CANDIDATE,8.47484677,1.35,0.0777,87.55,217.8,2.067,86.95,5564.0,0.785,0.878,15.381,2.598684,7.9195485,9.7,157.0,q1_q17_dr25_tce,1459.789,0.8753,315.465,283.989,271.576,254.744,244.987,224.944,216.634,204.548,191.487,182.081,176.35,171.835,171.064,165.868
8037145,K00520.04,CONFIRMED,CANDIDATE,51.1658019,1.51,0.2494,5.96,259.2,4.637,89.08,4963.0,0.826,0.789,14.55,4.263449,10.171093,12.2,26.0,q1_q17_dr25_tce,1459.789,0.8751,185.737,166.944,159.216,149.009,143.127,133.166,129.353,122.945,116.978,112.444,110.109,108.577,108.306,107.405
8037145,K00520.02,CONFIRMED,CANDIDATE,5.433132902,1.61,0.0559,118.56,328.2,2.4012,86.69,4963.0,0.826,0.789,14.55,4.7888393,23.608395,33.1,232.0,q1_q17_dr25_tce,1459.789,0.8751,185.737,166.944,159.216,149.009,143.127,133.166,129.353,122.945,116.978,112.444,110.109,108.577,108.306,107.405
8037145,K00520.01,CONFIRMED,CANDIDATE,12.75934489,2.58,0.0988,37.95,882.1,3.5889,88.25,4963.0,0.826,0.789,14.55,8.056295,50.40442,70.4,102.0,q1_q17_dr25_tce,1459.789,0.8751,185.737,166.944,159.216,149.009,143.127,133.166,129.353,122.945,116.978,112.444,110.109,108.577,108.306,107.405
8037145,K00520.03,CONFIRMED,CANDIDATE,25.75274977,2.27,0.1578,14.88,738.9,2.7678,89.53,4963.0,0.826,0.789,14.55,6.6628327,28.693022,36.7,49.0,q1_q17_dr25_tce,1459.789,0.8751,185.737,166.944,159.216,149.009,143.127,133.166,129.353,122.945,116.978,112.444,110.109,108.577,108.306,107.405
8042835,K07862.01,FALSE POSITIVE,FALSE POSITIVE,2.38793696,25.56,0.0369,1860.02,114.3,17.302,8.54,6769.0,1.161,1.188,14.394,3.651549,8.539365,41.7,562.0,q1_q17_dr25_tce,1459.789,0.8753,145.587,130.037,123.348,115.261,110.074,101.547,98.166,92.949,87.491,83.404,80.643,78.849,78.352,74.627
8077137,K00274.02,CONFIRMED,CANDIDATE,22.8030252,1.29,0.1622,119.6,62.9,4.768,89.53,6063.0,1.613,1.092,11.39,4.0946345,9.996313,20.4,58.0,q1_q17_dr25_tce,1459.789,0.8752,42.478,38.226,36.632,34.474,33.105,30.874,29.923,28.556,27.162,26.105,25.667,25.561,25.531,25.904
8077137,K00274.01,CONFIRMED,CANDIDATE,15.0896415,1.42,0.1231,207.64,77.8,4.3349,89.96,6063.0,1.613,1.092,11.39,3.9642375,14.985938,29.5,91.0,q1_q17_dr25_tce,1459.789,0.8752,42.478,38.226,36.632,34.474,33.105,30.874,29.923,28.556,27.162,26.105,25.667,25.561,25.531,25.904
8096395,K07587.01,CANDIDATE,CANDIDATE,366.088938,2.57,0.9845,1.03,537.9,11.887,89.57,5941.0,0.945,0.948,11.616,13.1379595,21.286785,29.0,3.0,q1_q17_dr25_tce,1459.789,0.8749,41.473,38.664,38.181,37.014,36.839,36.183,35.91,36.059,36.463,37.101,38.392,40.124,40.683,44.068
7977197,K00459.02,CONFIRMED,CANDIDATE,6.91986988,1.39,0.068,201.41,170.1,3.4253,84.93,5815.0,0.954,0.875,14.248,3.9799798,21.593683,25.6,193.0,q1_q17_dr25_tce,1459.789,0.8751,134.98,118.413,110.548,101.151,95.476,85.69,81.677,75.374,68.253,62.876,59.088,56.132,55.213,50.689
7985733,K03219.01,FALSE POSITIVE,FALSE POSITIVE,0.544561598,44.9,0.0155,4601339.96,35.2,1.6053,85.32,3715.0,80.529,1.678,12.122,3.7048938,16.076143,31.1,2454.0,q1_q17_dr25_tce,1459.789,0.875,47.759,44.878,44.703,43.569,43.5,42.791,42.595,42.989,44.574,47.028,50.033,53.486,54.681,62.303
8009496,K01869.01,FALSE POSITIVE,FALSE POSITIVE,38.4769457,4.79,0.2348,103.72,259.4,5.825,86.03,6079.0,2.163,1.164,13.404,11.091182,19.235224,18.4,28.0,q1_q17_dr25_tce,1459.789,0.875,95.206,83.748,78.704,72.769,69.026,62.889,60.403,56.38,51.915,48.686,46.104,44.07,43.534,41.031
8028465,K08152.01,FALSE POSITIVE,FALSE POSITIVE,261.684363,1.46,0.6447,0.22,817.0,3.892,90.0,4393.0,0.526,0.522,14.864,6.7409544,7.5647364,8.3,4.0,q1_q17_dr25_tce,1459.789,0.8751,252.852,230.491,221.802,209.305,202.356,189.17,183.269,173.878,165.389,159.711,154.495,152.737,151.632,151.09
8042453,K02304.01,CONFIRMED,CANDIDATE,11.17392077,1.64,0.0981,94.84,324.8,3.307,89.94,5911.0,0.914,1.006,15.356,5.3788724,18.547466,21.4,123.0,q1_q17_dr25_tce,1459.789,0.8752,264.796,231.678,215.893,198.617,187.052,166.241,158.097,145.569,131.664,120.687,112.401,105.841,103.931,94.199
8042747,K07861.01,FALSE POSITIVE,FALSE POSITIVE,469.52303,2.1,1.2207,0.95,355.7,5.487,89.91,6197.0,1.035,1.096,14.091,6.2010756,7.907219,10.5,3.0,q1_q17_dr25_tce,1459.789,0.8752,124.05,110.462,104.208,96.618,91.78,83.642,80.441,75.801,70.802,66.731,64.26,62.105,61.557,59.281
8009811,K05459.01,CANDIDATE,CANDIDATE,53.554546,3.1,0.3144,82.79,127.6,5.533,89.4,6039.0,2.622,1.442,11.47,3.052497,8.12897,8.9,25.0,q1_q17_dr25_tce,1459.789,0.8754,73.299,69.888,70.003,68.322,68.242,67.36,67.073,67.247,68.68,70.357,72.857,75.716,76.971,83.245
8042644,K06957.01,CANDIDATE,CANDIDATE,1.48062814,0.76,0.0255,1770.63,62.5,2.898,82.2,6187.0,0.937,1.011,15.189,4.29055,8.707919,10.3,0.0,q1_q17_dr25_tce,1459.789,0.8754,248.754,222.204,210.949,196.704,187.937,173.65,167.738,159.615,151.32,146.164,142.545,141.432,141.085,139.792
8047428,K04747.01,CONFIRMED,CANDIDATE,92.263742,2.22,0.4204,11.42,296.9,8.605,89.81,6084.0,1.283,1.167,15.015,4.27339,10.347039,12.2,15.0,q1_q17_dr25_tce,1459.789,0.8752,222.018,195.469,183.595,169.857,161.182,146.206,139.857,130.046,119.269,112.067,106.443,102.205,101.382,97.166
8097825,K06963.01,FALSE POSITIVE,FALSE POSITIVE,1.46842648,40.3,0.0235,1402.93,150998.0,6.6666,73.95,5539.0,0.959,0.807,13.283,517.221,6156.7637,622.8,923.0,q1_q17_dr25_tce,1459.789,0.8708,306.448,302.653,323.489,340.565,365.089,400.717,413.876,443.357,492.204,526.508,553.477,584.136,595.915,667.526
8098300,K06964.01,FALSE POSITIVE,FALSE POSITIVE,4.305917719,71.49,0.0532,607.76,361389.0,5.61993,86.52,6502.0,1.037,1.077,12.817,5247.7676,39759.39,6104.8,622.0,q1_q17_dr25_tce,1459.789,0.8557,110.674,111.457,116.845,119.897,125.311,134.674,138.664,147.703,158.873,167.05,173.084,179.116,181.536,197.372
7987086,K03536.01,FALSE POSITIVE,FALSE POSITIVE,156.51657398,61.44,0.5627,4.31,113337.0,12.2259,89.49,6002.0,1.084,0.969,13.375,1426.054,2722.2307,2016.1,9.0,q1_q17_dr25_tce,1459.789,0.8749,108.935,98.027,93.424,87.849,84.645,78.281,75.707,72.344,69.289,66.994,65.555,64.657,64.398,62.968
8017703,K00518.03,CONFIRMED,CANDIDATE,247.354914,2.29,0.6639,0.48,1291.8,8.677,89.99,4859.0,0.651,0.636,14.287,20.586794,41.98815,49.0,5.0,q1_q17_dr25_tce,1459.789,0.8753,138.839,122.44,114.577,105.691,100.44,90.533,86.948,81.099,74.283,69.821,66.811,63.722,62.854,58.379
8017703,K00518.02,CONFIRMED,CANDIDATE,44.0003975,1.56,0.21,4.79,599.6,5.1115,89.97,4859.0,0.651,0.636,14.287,8.942463,34.15652,43.3,30.0,q1_q17_dr25_tce,1459.789,0.8753,138.839,122.44,114.577,105.691,100.44,90.533,86.948,81.099,74.283,69.821,66.811,63.722,62.854,58.379
8009500,K06951.01,FALSE POSITIVE,FALSE POSITIVE,38.47674409,33.8,0.2011,10.85,173168.0,5.10744,89.65,5294.0,0.79,0.733,14.579,1218.4332,4760.222,3487.8,36.0,q1_q17_dr25_tce,1459.789,0.866,213.025,193.536,184.797,173.355,166.309,153.217,147.869,138.538,128.385,120.926,115.068,110.934,110.066,104.556
8009350,K01569.01,CONFIRMED,CANDIDATE,13.75207851,2.81,0.1015,22.57,1215.6,2.8831,87.86,4802.0,0.699,0.738,15.587,6.7218804,31.185875,36.8,98.0,q1_q17_dr25_tce,1459.789,0.8753,396.922,350.605,328.789,305.315,288.272,260.175,248.803,231.623,212.736,198.456,188.132,180.904,179.796,168.381
8022520,K08272.01,CANDIDATE,CANDIDATE,432.42787,1.14,1.1457,1.07,110.3,19.63,89.66,6263.0,1.009,1.068,13.814,5.8415523,7.619459,6.0,3.0,q1_q17_dr25_tce,1459.789,0.8752,112.136,98.72,92.353,84.719,79.831,71.888,68.67,63.962,58.474,54.425,51.378,48.778,48.001,44.403
8041216,K00237.01,CONFIRMED,CANDIDATE,8.508333104,2.6,0.0806,161.66,646.5,3.4559,89.99,5767.0,1.03,0.963,14.176,10.224901,76.45331,93.4,158.0,q1_q17_dr25_tce,1459.789,0.8753,130.102,116.583,110.558,102.89,98.472,90.718,87.466,82.924,78.132,74.178,72.055,70.472,69.947,68.085
8036287,K03984.01,CONFIRMED,CANDIDATE,1.44445234,2.03,0.0245,2479.44,200.7,0.9753,89.18,5305.0,1.449,0.939,14.536,4.760126,20.750189,20.9,925.0,q1_q17_dr25_tce,1459.789,0.8749,175.095,157.861,150.931,142.58,137.736,129.887,126.556,122.102,118.509,116.663,116.084,115.703,116.166,119.352
8040457,K05468.01,CANDIDATE,CANDIDATE,81.704814,1.65,0.3517,9.04,297.0,1.468,89.95,6099.0,0.95,0.867,14.794,,,5.8,,q1_q16_tce,1459.789,0.8753,198.169,175.394,165.636,154.389,147.673,135.84,131.136,124.457,117.685,113.256,109.804,107.331,106.489,105.002
8076215,K05472.01,CANDIDATE,CANDIDATE,97.5137491,5.27,0.4608,37.25,279.8,2.655,89.95,5437.0,3.18,1.372,12.603,,,9.1,,q1_q16_tce,1459.789,0.8756,138.615,132.531,132.461,128.547,126.971,120.936,117.715,112.773,106.959,101.625,96.827,93.118,92.187,86.474
8094120,K04881.02,FALSE POSITIVE,FALSE POSITIVE,0.706423768,1.16,0.0162,15425.08,46.1,1.0597,79.02,6514.0,1.585,1.127,12.892,5.187637,9.910051,15.9,1887.0,q1_q17_dr25_tce,1459.789,0.8751,96.623,85.893,81.219,75.576,72.078,65.8,63.097,58.713,54.237,50.691,48.112,46.102,45.517,42.894
8094120,K04881.01,CANDIDATE,CANDIDATE,5.6795377,1.16,0.0649,961.1,52.0,3.757,89.02,6514.0,1.585,1.127,12.892,3.0619566,7.68906,12.5,225.0,q1_q17_dr25_tce,1459.789,0.8751,96.623,85.893,81.219,75.576,72.078,65.8,63.097,58.713,54.237,50.691,48.112,46.102,45.517,42.894
8094140,K06961.01,FALSE POSITIVE,FALSE POSITIVE,0.706428634,47.64,0.014,951.77,372128.0,1.75182,85.35,4429.0,0.736,0.733,15.159,336.02576,4041.614,1066.7,1887.0,q1_q17_dr25_tce,1459.789,0.8645,2930.39,2749.103,2672.634,2524.734,2408.057,2148.747,2033.897,1841.053,1600.561,1416.425,1277.652,1166.701,1131.158,980.772
8094221,K06962.01,FALSE POSITIVE,FALSE POSITIVE,10.8632531,19.93,0.096,98.04,188.2,37.68,19.53,5896.0,0.914,1.0,15.429,3.44926,13.839084,25.4,129.0,q1_q17_dr25_tce,1459.789,0.8751,290.882,254.533,237.03,217.245,205.128,184.966,176.206,163.092,148.279,136.965,129.215,122.693,120.861,113.433
7976520,K00687.01,CANDIDATE,CANDIDATE,4.17838675,3.13,0.053,988.44,316.0,2.123,87.1,5746.0,1.687,1.136,13.813,4.9790473,33.423508,15.1,318.0,q1_q17_dr25_tce,1459.789,0.8751,143.198,132.568,130.119,126.016,124.631,120.832,118.798,117.279,116.636,118.674,122.372,125.633,126.872,135.177
7984574,K02400.01,CANDIDATE,CANDIDATE,11.6191707,2.21,0.0977,77.43,700.4,1.819,89.93,5870.0,0.834,0.92,15.664,4.3428326,16.516773,18.5,112.0,q1_q17_dr25_tce,1459.789,0.8753,417.643,369.615,348.883,323.677,308.434,281.557,270.007,253.202,235.252,220.882,211.556,204.038,202.715,194.522
8008913,K08271.01,FALSE POSITIVE,FALSE POSITIVE,34.9989085,1.65,0.185,4.74,427.1,1.764,89.31,4559.0,0.648,0.707,15.326,2.8510537,7.473953,7.5,36.0,q1_q17_dr25_tce,1459.789,0.8754,322.352,281.538,262.58,241.621,228.503,205.799,196.292,182.045,165.602,153.941,145.279,137.744,135.627,125.797
8029197,K04147.01,FALSE POSITIVE,FALSE POSITIVE,2.15292788,1.02,0.0306,2708.61,41.4,3.043,84.74,5851.0,1.555,0.821,12.643,4.1623898,12.060592,21.5,619.0,q1_q17_dr25_tce,1459.789,0.8751,65.655,58.064,54.49,50.368,47.757,43.245,41.137,38.283,35.255,32.879,30.952,29.339,28.906,26.708
8056651,K04869.01,FALSE POSITIVE,FALSE POSITIVE,5.5834987,1.41,0.0655,711.41,87.4,2.484,85.94,6517.0,1.375,1.203,13.663,8.042776,10.065467,11.8,236.0,q1_q17_dr24_tce,1459.789,0.8752,138.93,127.397,124.474,119.171,117.371,114.831,114.061,115.471,118.668,122.183,127.467,132.908,134.74,142.514
7985167,K06947.01,FALSE POSITIVE,FALSE POSITIVE,0.692239369,67.05,0.0149,10725.15,62962.0,2.91121,60.09,6163.0,1.358,0.922,12.958,512.5195,5744.826,469.2,966.0,q1_q17_dr25_tce,1459.789,0.8653,216.455,220.27,231.848,237.081,247.191,257.813,261.125,269.967,286.576,301.577,310.563,321.233,324.982,345.534
8056665,K00089.02,CONFIRMED,CANDIDATE,207.5829306,4.52,0.7584,9.97,505.1,7.0686,89.63,6688.0,1.79,1.353,11.642,22.51389,45.071735,70.0,6.0,q1_q17_dr25_tce,1459.789,0.8751,39.769,35.246,33.12,30.756,29.436,26.737,25.669,24.029,22.272,20.862,19.711,18.765,18.422,16.897
8056665,K00089.01,CONFIRMED,CANDIDATE,84.6877524,3.37,0.4172,32.96,347.7,10.0248,89.99,6688.0,1.79,1.353,11.642,32.52374,71.26699,95.1,18.0,q1_q17_dr25_tce,1459.789,0.8751,39.769,35.246,33.12,30.756,29.436,26.737,25.669,24.029,22.272,20.862,19.711,18.765,18.422,16.897
8076630,K02235.01,FALSE POSITIVE,FALSE POSITIVE,0.861643331,1.88,0.0156,1599.85,232.5,2.4318,34.79,5506.0,0.688,0.682,14.614,4.5241294,24.422718,41.7,1555.0,q1_q17_dr25_tce,1459.789,0.8752,203.676,179.589,167.631,154.257,145.456,130.914,125.218,116.26,105.102,97.487,91.575,86.755,85.962,78.89
8094942,K05473.01,CANDIDATE,CANDIDATE,549.42772,2.64,1.3488,0.58,719.1,6.09,89.95,5957.0,0.971,1.083,14.654,,,12.1,,q1_q16_tce,1459.789,0.8753,184.166,162.249,151.952,140.206,132.624,119.903,114.543,106.66,98.241,92.546,87.708,84.042,83.202,79.319
8016692,K06954.01,CANDIDATE,CANDIDATE,6.613671,0.91,0.0711,607.33,32.8,4.211,89.54,6056.0,1.597,1.094,13.109,3.404203,7.6722765,10.2,200.0,q1_q17_dr25_tce,1459.789,0.8751,73.685,65.307,61.199,56.462,53.489,48.272,46.245,43.133,39.411,36.494,34.491,32.858,32.427,30.101
8023317,K06049.01,FALSE POSITIVE,FALSE POSITIVE,16.579028045,49.01,0.1368,300.36,37979.8,7.803,87.19,5870.0,2.3,1.239,12.887,857.60803,3967.372,813.6,84.0,q1_q17_dr25_tce,1459.789,0.8724,88.075,80.464,77.805,73.32,70.976,66.847,64.963,62.521,60.132,57.753,57.483,56.28,55.975,54.34
8036863,K05465.01,FALSE POSITIVE,FALSE POSITIVE,476.80454,1.12,1.1453,0.63,143.6,10.65,89.95,5806.0,0.901,0.881,13.879,,,5.7,,q1_q16_tce,1459.789,0.8751,127.419,113.506,107.769,100.735,96.314,88.669,85.441,81.201,76.366,72.826,70.587,69.032,68.892,67.415
8046659,K01560.01,CANDIDATE,CANDIDATE,31.56904354,11.18,0.1878,25.83,4229.4,2.6364,88.76,5654.0,0.998,0.886,15.042,26.185051,113.60447,113.6,42.0,q1_q17_dr25_tce,1459.789,0.8754,315.37,276.962,260.387,240.152,228.148,205.585,197.02,182.995,168.968,157.844,149.053,142.517,140.648,131.552
8088354,K06959.01,FALSE POSITIVE,FALSE POSITIVE,2.897829967,54.35,0.0396,1054.79,163091.0,3.17788,85.06,6318.0,1.077,0.98,13.648,1489.3506,10680.992,1305.8,217.0,q1_q17_dr25_tce,1459.789,0.4095,160.424,163.871,174.824,181.624,192.309,208.95,214.341,229.913,256.78,276.0,291.463,310.289,317.327,361.65
8095099,K06171.01,FALSE POSITIVE,FALSE POSITIVE,2.103239235,64.15,0.0321,1100.91,314928.0,7.08365,79.9,6074.0,0.965,0.992,14.169,1513.8164,16876.35,3069.4,0.0,q1_q17_dr25_tce,1459.789,0.8693,285.804,286.587,300.515,307.788,318.881,329.4,336.307,353.927,381.398,405.927,433.696,463.089,474.915,543.209
8095110,K03619.01,FALSE POSITIVE,FALSE POSITIVE,2.1032389,36.63,0.0307,555.0,24852.5,6.4774,57.98,5546.0,0.786,0.88,13.171,506.17026,4399.1655,625.1,643.0,q1_q17_dr25_tce,1459.789,0.8732,122.815,114.652,113.246,110.264,110.667,110.82,109.599,109.854,111.747,114.084,118.589,124.194,125.663,135.191
7592922,K06890.01,CANDIDATE,CANDIDATE,2.15888911,0.72,0.0302,384.49,102.4,1.791,88.59,5269.0,0.713,0.79,15.377,3.144066,8.309589,9.9,623.0,q1_q17_dr25_tce,1459.789,0.8752,265.299,232.863,217.066,199.227,187.106,166.696,158.52,145.626,132.921,122.428,115.283,109.22,107.293,98.072
7668648,K06899.01,FALSE POSITIVE,FALSE POSITIVE,27.81892382,50.0,0.1795,32.75,238224.0,8.3777,89.0,6126.0,0.915,0.994,15.325,2781.6868,5966.992,156.8,51.0,q1_q17_dr25_tce,1459.789,0.8337,289.234,260.224,246.896,230.81,219.626,199.868,191.754,179.593,166.075,155.652,147.19,140.254,138.354,128.846
8025596,K02615.01,CONFIRMED,CANDIDATE,4.69505576,1.49,0.0557,343.6,240.0,3.058,89.0,5999.0,0.959,1.045,15.711,3.6101813,14.638098,15.9,290.0,q1_q17_dr25_tce,1459.789,0.8753,351.327,307.669,286.877,263.321,249.256,222.472,211.719,193.929,175.479,161.666,151.778,143.243,140.818,130.506
8081187,K01951.01,CONFIRMED,CANDIDATE,37.3228722,35.34,0.3344,1769.88,307.5,7.2146,88.92,4907.0,19.53,3.573,13.573,8.273638,32.049522,42.6,39.0,q1_q17_dr25_tce,1459.789,0.8749,92.609,81.76,76.9,70.99,67.176,60.74,58.142,54.342,50.155,47.513,45.442,43.826,43.428,41.687
7695445,K06906.01,FALSE POSITIVE,FALSE POSITIVE,1.74336627,140.49,0.0308,4006.15,451.0,10.405,10.31,6640.0,1.478,1.291,13.142,29.82535,10.168651,20.8,766.0,q1_q17_dr24_tce,1459.789,0.8745,161.12,167.804,182.658,192.998,206.673,229.184,239.75,260.475,294.856,317.095,329.302,343.97,349.693,387.746
7697103,K03430.01,CANDIDATE,CANDIDATE,13.9248005,0.9,0.1013,28.27,195.2,5.016,89.94,5271.0,0.648,0.718,15.712,3.7622914,8.755331,11.2,99.0,q1_q17_dr25_tce,1459.789,0.8754,316.309,277.898,259.164,238.247,225.123,203.219,193.37,178.92,163.307,150.687,141.197,133.917,131.951,121.534
7539277,K05398.01,CANDIDATE,CANDIDATE,551.22396,2.1,1.3184,0.42,570.7,5.896,89.95,5691.0,0.887,1.003,14.465,,,17.2,,q1_q16_tce,1459.789,0.8752,169.822,150.803,142.259,131.969,125.504,115.199,110.685,103.992,96.381,90.694,87.078,83.779,83.1,79.071
8105719,K05476.01,CANDIDATE,CANDIDATE,148.179343,2.52,0.5425,4.29,466.6,12.733,89.94,5635.0,1.183,0.967,15.563,4.2909403,8.668481,12.5,9.0,q1_q17_dr25_tce,1459.789,0.8753,324.676,288.137,271.29,251.491,239.114,219.506,211.45,199.999,187.187,177.392,170.377,162.83,160.464,153.581
