kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_prad,koi_sma,koi_insol,koi_depth,koi_duration,koi_incl,koi_steff,koi_srad,koi_smass,koi_kepmag,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_tce_delivname,dataspan,dutycycle,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0
7117126,K07814.01,FALSE POSITIVE,FALSE POSITIVE,0.566717263,0.43,0.013,4581.82,18.5,2.6079,66.78,5544.0,0.957,0.914,13.724,4.0626316,8.666514,11.1,2358.0,q1_q17_dr25_tce,1459.789,0.8752,89.26,79.202,74.18,68.332,64.927,59.088,56.66,52.657,48.576,45.412,43.309,41.635,41.209,39.043
11918099,K00780.02,CANDIDATE,CANDIDATE,7.2406612,19.45,0.0692,68.63,556.4,0.558,87.62,5005.0,0.765,0.85,15.334,3.2751372,9.1666,13.7,168.0,q1_q17_dr25_tce,1459.789,0.875,302.741,268.148,251.934,232.829,221.571,201.556,192.688,178.792,163.262,152.569,144.48,138.303,136.77,128.425
11853130,K03263.01,CANDIDATE,CANDIDATE,76.87935893,7.71,0.2746,0.4,21272.0,2.3819,89.74,3638.0,0.436,0.467,15.949,38.037132,118.37778,131.0,14.0,q1_q17_dr25_tce,1459.789,0.6987,612.725,550.72,521.334,482.16,457.202,415.054,398.605,371.814,341.748,319.461,302.357,290.087,286.184,268.722
11853255,K00778.01,CONFIRMED,CANDIDATE,2.243380573,1.99,0.028,107.6,821.7,1.1196,82.88,4149.0,0.564,0.578,15.135,4.251499,30.578562,38.9,472.0,q1_q17_dr25_tce,1459.789,0.6986,345.415,310.385,294.797,274.081,261.963,238.447,228.39,212.422,195.952,183.8,174.735,168.483,166.588,157.891
11867608,K04899.01,FALSE POSITIVE,FALSE POSITIVE,227.6258,1.79,0.7558,5.7,131.0,9.47,89.95,6240.0,1.549,1.111,13.607,,,8.8,,,1459.789,0.8751,103.45,91.255,85.46,78.729,74.81,67.703,65.022,60.719,55.809,51.737,48.826,46.392,45.692,42.063
11867733,K08294.01,FALSE POSITIVE,FALSE POSITIVE,384.356448,3.03,1.0366,1.0,715.7,3.872,89.89,5903.0,0.994,1.005,14.391,7.510694,11.127462,13.2,4.0,q1_q17_dr25_tce,1459.789,0.875,174.367,153.674,143.862,132.79,125.685,113.063,108.222,100.494,92.398,85.435,80.836,76.502,75.373,70.301
11922290,K08070.01,FALSE POSITIVE,FALSE POSITIVE,114.661733,1.38,0.4053,2.37,281.8,2.784,89.71,5412.0,0.712,0.674,14.077,3.2436306,7.235026,7.3,10.0,q1_q17_dr25_tce,1459.789,0.8753,152.148,136.14,129.702,120.892,115.103,105.803,101.906,96.589,91.173,87.251,85.769,84.74,84.65,84.653
11823054,K00543.02,CONFIRMED,CANDIDATE,3.137845914,1.5,0.0391,277.64,305.7,1.91,87.72,5041.0,0.857,0.807,14.707,5.208468,25.52837,30.8,405.0,q1_q17_dr25_tce,1459.789,0.8753,217.269,191.694,179.733,165.225,156.396,141.12,135.102,126.177,116.208,109.145,103.675,99.648,98.67,93.53
11823054,K00543.01,CONFIRMED,CANDIDATE,4.302139338,2.46,0.0482,182.7,747.2,2.0289,87.09,5041.0,0.857,0.807,14.707,6.131934,53.66932,65.5,307.0,q1_q17_dr25_tce,1459.789,0.8753,217.269,191.694,179.733,165.225,156.396,141.12,135.102,126.177,116.208,109.145,103.675,99.648,98.67,93.53
11873166,K07487.01,FALSE POSITIVE,FALSE POSITIVE,0.734426335,51.42,0.0163,4660.36,99056.0,2.7415,67.63,6108.0,0.997,1.072,13.47,214.30254,2211.5642,429.7,909.0,q1_q17_dr25_tce,1459.789,0.8718,775.048,782.677,825.337,847.872,891.672,957.863,990.227,1050.962,1129.016,1137.69,1118.859,1098.6,1093.996,1035.904
11873171,K07488.01,FALSE POSITIVE,FALSE POSITIVE,0.734426409,0.98,0.0162,5800.4,94.1,1.569,89.39,6406.0,1.005,1.057,15.588,3.9764793,8.0354805,10.4,1820.0,q1_q17_dr25_tce,1459.789,0.8755,378.482,333.265,310.223,284.739,268.909,240.914,230.164,214.312,195.713,182.46,172.474,164.14,161.512,150.07
11904704,K07489.01,CANDIDATE,CANDIDATE,0.565713361,0.81,0.0127,3197.67,86.4,0.954,87.06,5220.0,0.881,0.855,14.722,3.405825,8.098369,11.6,1878.0,q1_q17_dr25_tce,1459.789,0.6987,229.791,203.299,192.368,177.33,168.566,154.192,147.823,138.802,128.781,120.394,114.425,110.168,108.762,103.339
11904734,K01764.01,CANDIDATE,CANDIDATE,12.681733929,7.25,0.0935,30.84,5879.1,1.6866,88.4,4976.0,0.701,0.677,15.303,21.215656,111.8672,102.8,78.0,q1_q17_dr25_tce,1459.789,0.6986,399.998,362.666,345.481,324.74,311.07,283.002,271.009,254.857,235.068,222.938,215.368,211.275,209.656,199.847
11918099,K00780.01,CONFIRMED,CANDIDATE,2.337437946,2.34,0.0325,311.16,971.2,1.9982,88.19,5005.0,0.765,0.85,15.334,6.0310416,63.58795,82.4,578.0,q1_q17_dr25_tce,1459.789,0.875,302.741,268.148,251.934,232.829,221.571,201.556,192.688,178.792,163.262,152.569,144.48,138.303,136.77,128.425
11818800,K00777.01,CANDIDATE,CANDIDATE,40.4195037,7.51,0.2062,11.29,6256.0,3.362,89.05,5446.0,0.781,0.714,15.487,22.598503,94.071846,36.9,36.0,q1_q17_dr25_tce,1459.789,0.8742,413.924,382.333,373.777,358.556,352.38,342.262,337.663,335.663,333.797,335.478,340.326,348.233,351.634,373.805
11922648,K07494.01,FALSE POSITIVE,FALSE POSITIVE,1.75643185,0.58,0.0275,821.36,51.6,2.397,88.83,5696.0,0.812,0.902,14.529,3.1549265,7.730833,9.6,765.0,q1_q17_dr25_tce,1459.789,0.8752,205.372,187.12,180.743,170.779,165.985,156.701,152.801,148.131,144.006,142.841,143.61,146.397,147.732,158.663
11922678,K02425.01,FALSE POSITIVE,FALSE POSITIVE,3.51295674,1.1,0.0461,999.6,83.1,3.06,86.29,6453.0,1.17,1.053,13.51,4.1462407,18.492785,22.5,765.0,q1_q17_dr25_tce,1459.789,0.8749,102.128,89.728,83.659,76.874,72.834,65.657,62.927,58.449,53.552,49.666,47.006,44.815,44.175,41.19
11922722,K02301.01,FALSE POSITIVE,FALSE POSITIVE,3.51289168,1.12,0.0432,429.42,131.0,3.313,87.2,5523.0,0.981,0.871,13.76,4.2696514,23.183445,27.3,765.0,q1_q17_dr25_tce,1459.789,0.8752,123.755,110.532,105.083,98.433,95.018,88.125,85.116,80.984,77.009,74.205,72.655,71.616,71.51,71.685
11922778,K03408.01,CANDIDATE,CANDIDATE,65.427645,1.65,0.3178,9.94,319.0,9.404,90.0,6014.0,0.926,0.998,14.821,5.477174,13.705964,15.6,21.0,q1_q17_dr25_tce,1459.789,0.8752,233.33,204.535,190.611,175.127,165.668,148.518,141.083,130.396,118.855,109.928,104.002,99.248,98.03,91.891
12004656,K08073.01,FALSE POSITIVE,FALSE POSITIVE,2.52123022,9.68,0.0297,65.58,145.9,4.739,31.28,3932.0,0.52,0.548,15.521,2.920843,8.071877,8.9,421.0,q1_q17_dr25_tce,1459.789,0.6987,455.995,410.704,390.455,362.634,345.437,316.83,304.202,285.615,265.311,252.253,237.473,224.047,221.282,205.082
12004679,K07502.01,FALSE POSITIVE,FALSE POSITIVE,2.521245368,56.59,0.0339,560.57,418375.0,4.24027,88.18,5605.0,0.854,0.816,13.231,4150.309,35453.266,1495.4,421.0,q1_q17_dr25_tce,1459.789,0.6841,135.534,130.856,133.884,134.285,137.634,141.537,143.493,150.623,162.598,172.62,184.384,198.566,203.935,234.928
12004680,K07503.01,FALSE POSITIVE,FALSE POSITIVE,2.52122764,0.91,0.035,453.48,127.3,2.249,87.94,5546.0,0.81,0.907,15.301,3.3013546,7.8041596,8.9,420.0,q1_q17_dr25_tce,1459.789,0.6986,335.021,294.246,274.766,251.993,236.678,210.735,200.32,184.996,167.403,154.136,144.764,137.549,135.057,123.176
9026749,K02564.01,CONFIRMED,CANDIDATE,66.5576728,4.96,0.38,77.68,214.2,10.532,89.69,5734.0,3.405,1.648,14.074,5.2283907,15.739848,21.3,22.0,q1_q17_dr25_tce,1459.789,0.8752,121.016,106.765,100.034,92.208,87.143,79.19,75.681,70.919,65.729,62.022,59.12,57.001,56.6,54.804
9026749,K02564.02,CANDIDATE,CANDIDATE,17.6637979,2.98,0.1569,455.65,67.9,6.194,87.5,5734.0,3.405,1.648,14.074,3.6137927,7.7834196,9.7,76.0,q1_q17_dr25_tce,1459.789,0.8752,121.016,106.765,100.034,92.208,87.143,79.19,75.681,70.919,65.729,62.022,59.12,57.001,56.6,54.804
11853878,K01833.03,CONFIRMED,CANDIDATE,5.70940795,1.51,0.052,40.66,586.7,1.622,87.7,4402.0,0.572,0.575,14.265,6.4214115,29.473917,20.2,176.0,q1_q17_dr25_tce,1459.789,0.6986,206.16,190.133,185.173,177.313,173.467,165.292,161.104,156.752,152.322,150.615,151.789,154.882,155.512,164.493
11853878,K01833.02,CONFIRMED,CANDIDATE,7.68433346,2.58,0.0634,27.35,1175.0,1.4346,86.87,4402.0,0.572,0.575,14.265,8.107744,44.417595,28.5,135.0,q1_q17_dr25_tce,1459.789,0.6986,206.16,190.133,185.173,177.313,173.467,165.292,161.104,156.752,152.322,150.615,151.789,154.882,155.512,164.493
11818872,K02581.01,CONFIRMED,CANDIDATE,12.7372371,0.87,0.1021,55.82,100.8,3.358,89.24,5420.0,0.868,0.874,13.463,3.347503,11.28038,12.9,108.0,q1_q17_dr25_tce,1459.789,0.8749,108.734,98.355,94.628,88.95,85.834,79.332,76.868,73.619,70.083,67.209,65.713,64.614,64.589,65.392
12009917,K05949.01,CANDIDATE,CANDIDATE,559.785594,1.88,1.3356,0.92,274.8,3.496,89.95,6201.0,1.111,1.011,13.295,,,7.3,,q1_q16_tce,1459.789,0.8753,91.404,80.844,76.024,70.22,66.647,60.59,58.335,55.073,51.417,48.776,46.925,45.316,44.854,42.843
11853905,K00007.01,CONFIRMED,CANDIDATE,3.213668926,4.13,0.044,1244.44,727.8,3.98235,89.81,5795.0,1.545,1.097,12.211,23.658726,294.484,346.9,335.0,q1_q17_dr25_tce,1459.789,0.6987,60.984,53.915,50.586,46.797,44.376,39.955,38.202,35.652,32.705,30.399,28.896,27.627,27.188,25.021
11872139,K04350.01,FALSE POSITIVE,FALSE POSITIVE,1.75649346,1.62,0.0345,13425.76,27.5,3.429,86.41,6619.0,3.05,1.771,13.306,3.7251105,10.522793,13.3,766.0,q1_q17_dr25_tce,1459.789,0.8751,81.356,72.63,69.291,65.208,62.838,58.468,56.538,53.914,51.095,49.11,47.972,47.581,47.521,47.939
12008872,K02729.01,CONFIRMED,CANDIDATE,14.8877665,1.96,0.1186,112.85,252.5,4.981,86.85,6143.0,1.116,1.001,13.914,5.018683,27.454082,28.4,91.0,q1_q17_dr25_tce,1459.789,0.8753,139.903,122.874,114.918,105.632,99.868,90.284,86.281,80.116,73.541,68.54,64.461,61.337,60.509,55.623
12008916,K08074.01,FALSE POSITIVE,FALSE POSITIVE,47.4314857,8.83,0.3379,265.1,172.8,4.511,89.99,5166.0,6.891,2.282,11.765,3.084253,7.2582016,10.3,30.0,q1_q17_dr25_tce,1459.789,0.8756,168.934,164.581,165.808,162.156,160.806,154.145,150.269,143.159,133.944,125.728,117.917,111.821,110.222,101.054
11821363,K01494.01,CONFIRMED,CANDIDATE,8.19596647,2.04,0.0718,48.2,792.8,2.824,89.34,4723.0,0.747,0.734,15.858,4.792944,17.202415,20.2,77.0,q1_q17_dr25_tce,1459.789,0.4115,444.612,389.056,363.517,333.959,314.14,280.794,266.771,244.291,220.803,203.66,191.004,180.347,176.522,161.074
11826400,K06091.01,FALSE POSITIVE,FALSE POSITIVE,5.889372452,50.78,0.0737,1951.4,56841.0,4.94674,87.81,7249.0,2.071,1.537,12.472,1167.0223,10491.035,4146.7,231.0,q1_q17_dr25_tce,1459.789,0.8658,82.218,76.14,74.135,71.127,69.614,66.805,65.646,64.629,63.645,63.505,64.146,65.069,65.436,68.731
11909686,K01483.01,FALSE POSITIVE,FALSE POSITIVE,185.9526325,50.98,0.6498,3.28,11106.9,3.5964,89.7,5813.0,1.164,1.057,14.305,94.55111,127.23148,147.3,5.0,q1_q17_dr25_tce,1459.789,0.8753,163.374,142.516,132.713,121.621,114.594,102.808,97.599,90.222,81.649,75.299,70.43,66.294,65.141,59.708
8938628,K07109.01,FALSE POSITIVE,FALSE POSITIVE,3.431126546,47.48,0.0407,580.05,40248.0,2.7986,81.88,5815.0,0.969,0.764,13.681,953.5132,5044.028,308.5,389.0,q1_q17_dr25_tce,1459.789,0.866,127.154,120.716,121.484,119.012,118.312,114.639,112.802,109.981,105.957,101.877,99.42,98.804,99.079,100.589
11970288,K07501.01,FALSE POSITIVE,FALSE POSITIVE,20.7106853,89.55,0.175,570.64,1003.0,42.737,40.85,6956.0,2.888,1.664,11.308,4.4151664,19.447906,154.4,68.0,q1_q17_dr25_tce,1459.789,0.8755,58.349,52.783,51.035,49.11,47.453,45.442,44.591,45.207,44.842,45.395,45.75,47.037,47.598,50.125
11858541,K07486.01,FALSE POSITIVE,FALSE POSITIVE,5.674353343,51.63,0.0588,290.75,36484.5,4.17722,82.43,5594.0,1.071,0.841,14.215,324.27463,3020.4734,1098.3,235.0,q1_q17_dr25_tce,1459.789,0.8748,184.327,169.156,164.816,158.143,154.98,148.103,145.667,143.506,142.432,142.987,145.578,149.707,151.332,162.415
9044228,K01988.01,CONFIRMED,CANDIDATE,0.934885365,3.21,0.0184,4435.29,270.4,1.4083,78.54,4777.0,1.795,0.953,14.145,4.7595024,45.290287,57.8,1432.0,q1_q17_dr25_tce,1459.789,0.8755,151.659,136.177,129.624,121.001,115.638,106.084,102.393,96.336,90.802,86.669,83.863,82.366,81.864,79.728
9044060,K05604.01,CANDIDATE,CANDIDATE,476.91977,2.49,1.2893,2.49,193.6,5.07,89.95,6282.0,1.725,1.257,12.952,,,7.4,,q1_q16_tce,1459.789,0.8753,82.475,74.673,71.789,67.949,65.932,62.218,60.738,58.63,56.535,54.982,53.853,52.953,52.7,50.887
9043947,K07920.01,CANDIDATE,CANDIDATE,1.04347858,1.09,0.0219,12313.82,22.5,2.012,81.91,6014.0,2.246,1.281,13.292,3.3336442,7.5160227,8.6,1278.0,q1_q17_dr25_tce,1459.789,0.8752,95.258,86.114,82.597,77.527,74.629,69.818,67.962,65.565,63.201,61.883,61.297,61.523,61.706,63.159
9031703,K04520.01,CANDIDATE,CANDIDATE,9.3335486,1.69,0.0888,323.68,71.2,6.643,84.5,5354.0,1.863,1.071,14.276,2.7230306,8.977697,11.7,138.0,q1_q17_dr25_tce,1459.789,0.8753,145.082,127.392,119.069,109.536,103.734,93.892,89.496,83.276,76.315,70.647,66.78,63.433,62.526,57.595
11967004,K07499.01,FALSE POSITIVE,FALSE POSITIVE,1.941635737,59.71,0.0322,2109.03,69814.1,2.46683,80.02,6525.0,1.161,1.183,13.898,437.66324,5666.6855,1243.7,689.0,q1_q17_dr25_tce,1459.789,0.8748,222.568,220.04,230.955,236.077,245.115,260.282,267.956,287.443,314.402,330.74,339.612,348.108,351.406,371.27
11959569,K07497.01,FALSE POSITIVE,FALSE POSITIVE,46.14869106,114.2,0.2605,41.46,349630.0,19.092,90.0,5383.0,1.935,1.105,12.387,11462.504,47208.527,1021.3,0.0,q1_q17_dr25_tce,1459.789,0.831,68.843,62.172,59.496,56.049,53.917,49.924,48.306,45.78,43.228,40.983,39.477,38.193,37.942,36.637
11966668,K08071.01,FALSE POSITIVE,FALSE POSITIVE,313.19875,1.95,0.8407,0.51,721.0,8.603,89.92,5254.0,0.73,0.816,15.693,4.0706964,7.211609,9.6,4.0,q1_q17_dr25_tce,1459.789,0.8752,385.346,339.208,318.02,291.773,274.969,247.338,236.385,219.454,201.488,187.28,176.764,167.894,165.271,152.31
11970988,K04129.01,CANDIDATE,CANDIDATE,2.31482311,0.69,0.0322,554.4,58.6,2.127,89.54,5240.0,0.923,0.833,13.506,3.5686283,12.594292,14.2,579.0,q1_q17_dr25_tce,1459.789,0.8752,112.538,102.165,97.812,91.719,88.241,81.918,78.846,74.405,69.303,65.981,63.625,61.809,61.54,60.205
12009347,K03792.01,FALSE POSITIVE,FALSE POSITIVE,2.723858181,7.13,0.0344,154.53,5497.0,1.4313,83.95,4416.0,0.733,0.728,15.561,29.123955,170.29684,23.8,244.0,q1_q17_dr25_tce,1459.789,0.8745,544.193,508.819,504.629,487.696,484.503,471.438,467.489,468.226,475.994,490.679,511.0,534.909,543.157,592.177
11818607,K02467.01,CONFIRMED,CANDIDATE,5.05661302,1.15,0.0583,286.32,137.9,3.926,85.55,5926.0,0.939,1.03,14.63,3.7609081,13.107499,17.6,266.0,q1_q17_dr25_tce,1459.789,0.875,220.339,195.504,184.167,170.244,162.399,148.821,143.249,134.823,125.332,118.986,114.807,111.404,110.352,105.554
11852982,K00247.01,CONFIRMED,CANDIDATE,13.81504449,1.91,0.0903,5.52,1032.6,2.3244,88.06,3732.0,0.509,0.515,14.216,8.291335,41.48566,46.7,81.0,q1_q17_dr25_tce,1459.789,0.6987,208.82,191.837,186.338,177.37,172.357,162.297,157.724,151.132,144.475,138.829,134.816,132.13,131.789,128.743
9053112,K00702.01,FALSE POSITIVE,FALSE POSITIVE,1.274840187,66.76,0.0258,9187.9,229.2,14.833,9.05,5365.0,2.872,1.403,13.759,13.52488,27.784414,79.3,1053.0,q1_q17_dr25_tce,1459.789,0.8754,157.74,142.973,136.532,127.239,121.792,111.854,107.835,102.054,96.48,92.351,89.411,87.668,87.201,85.927
11872364,K08232.01,CANDIDATE,CANDIDATE,189.183958,3.31,0.6103,2.23,1014.0,6.829,89.76,5573.0,0.981,0.845,15.053,7.338282,9.35373,11.2,8.0,q1_q17_dr25_tce,1459.789,0.874,319.187,298.167,295.396,286.12,282.626,277.095,275.695,276.892,281.669,288.148,296.754,308.302,312.823,340.94
11904151,K00072.02,CONFIRMED,CANDIDATE,45.29422297,2.26,0.2388,17.75,477.1,6.83,89.97,5676.0,1.044,0.884,10.961,25.63643,93.40869,134.8,26.0,q1_q17_dr25_tce,1459.789,0.6985,36.44,33.258,32.014,30.431,29.465,27.506,26.63,25.34,24.068,23.104,22.279,21.649,21.517,21.108
11904151,K00072.01,CONFIRMED,CANDIDATE,0.837491225,1.43,0.0167,3630.32,190.4,1.796,89.65,5676.0,1.044,0.884,10.961,9.294115,30.367825,189.5,1245.0,q1_q17_dr25_tce,1459.789,0.6985,36.44,33.258,32.014,30.431,29.465,27.506,26.63,25.34,24.068,23.104,22.279,21.649,21.517,21.108
11959893,K05945.01,CANDIDATE,CANDIDATE,40.7282314,4.58,0.2692,111.83,221.8,13.677,80.79,6531.0,2.231,1.566,12.717,,,19.4,,q1_q16_tce,1459.789,0.8755,94.11,85.138,81.662,76.516,73.226,67.84,65.497,62.109,57.624,54.112,51.427,49.449,48.843,46.323
11853878,K01833.01,CONFIRMED,CANDIDATE,3.69298623,1.74,0.0389,72.66,763.3,1.7744,85.88,4402.0,0.572,0.575,14.265,5.540941,49.29686,33.9,287.0,q1_q17_dr25_tce,1459.789,0.6986,206.16,190.133,185.173,177.313,173.467,165.292,161.104,156.752,152.322,150.615,151.789,154.882,155.512,164.493
11854061,K08230.01,FALSE POSITIVE,FALSE POSITIVE,504.88419,25.19,1.0703,0.14,5058.0,20.18,89.23,4559.0,0.655,0.641,15.588,8.550335,8.720685,15.9,3.0,q1_q17_dr25_tce,1459.789,0.6943,752.046,727.167,741.094,741.112,758.948,772.357,780.171,796.062,827.233,845.189,862.986,875.237,878.6,886.609
11966253,K02772.01,FALSE POSITIVE,FALSE POSITIVE,0.643468999,0.88,0.0132,3772.66,108.0,1.1108,86.5,5670.0,0.843,0.732,14.658,3.3933082,15.997489,19.6,2080.0,q1_q17_dr25_tce,1459.789,0.8749,201.935,177.443,165.709,152.451,143.38,129.495,123.838,114.861,104.926,97.57,92.308,87.98,86.756,80.178
11955499,K01512.01,FALSE POSITIVE,FALSE POSITIVE,9.04189129,3.24,0.0829,66.83,783.4,2.789,84.0,5237.0,0.826,0.927,14.88,6.5174136,30.428164,34.5,119.0,q1_q17_dr25_tce,1459.789,0.6985,252.083,222.078,206.826,190.873,180.284,161.851,154.42,142.799,130.212,120.37,112.676,107.229,105.641,97.414
8962094,K00700.01,CONFIRMED,CANDIDATE,30.86436512,2.23,0.187,18.22,551.3,2.9557,88.93,5677.0,0.828,0.92,13.58,11.644436,46.549694,51.8,45.0,q1_q17_dr25_tce,1459.789,0.8751,92.132,80.96,75.487,69.324,65.627,59.1,56.42,52.214,47.665,43.966,41.115,39.142,38.561,35.472
8962094,K00700.02,CONFIRMED,CANDIDATE,9.36059705,1.42,0.0844,89.47,236.5,3.2069,86.69,5677.0,0.828,0.92,13.58,6.568798,33.322113,42.0,136.0,q1_q17_dr25_tce,1459.789,0.8751,92.132,80.96,75.487,69.324,65.627,59.1,56.42,52.214,47.665,43.966,41.115,39.142,38.561,35.472
11968490,K07500.01,FALSE POSITIVE,FALSE POSITIVE,0.539445498,68.65,0.0136,18153.51,25302.2,2.2821,49.93,6486.0,1.456,1.156,13.698,335.68802,5275.132,511.4,2482.0,q1_q17_dr25_tce,1459.789,0.8705,212.427,198.407,197.01,191.224,189.292,182.557,179.191,174.872,169.388,163.362,157.797,151.307,149.361,139.488
11972872,K04089.01,FALSE POSITIVE,FALSE POSITIVE,0.531106622,7.54,0.0116,2371.49,5133.6,3.0293,40.97,4978.0,0.762,0.732,15.169,8.040295,27.075521,286.2,2513.0,q1_q17_dr25_tce,1459.789,0.8754,405.886,385.845,384.054,371.612,363.906,342.233,331.517,318.427,309.934,306.432,309.75,314.231,315.66,325.358
11824218,K03845.01,FALSE POSITIVE,FALSE POSITIVE,15.84131693,670.04,0.1883,6085.07,2617.7,1.8156,87.37,4993.0,19.695,3.546,13.724,18.770178,66.15947,38.2,79.0,q1_q17_dr25_tce,1459.789,0.8201,231.859,244.103,271.722,295.518,321.648,349.616,354.198,363.723,382.327,390.625,392.878,395.18,396.434,402.867
11824222,K00437.01,CANDIDATE,CANDIDATE,15.84132627,16.84,0.1084,25.77,31083.0,1.8215,89.08,5119.0,0.702,0.675,14.497,151.32246,773.65045,135.8,83.0,q1_q17_dr25_tce,1459.789,0.8752,279.168,264.397,265.742,262.165,264.305,264.719,264.759,270.338,280.957,294.493,309.039,326.256,331.448,365.497
11869052,K00120.01,FALSE POSITIVE,FALSE POSITIVE,20.5452375,2.41,0.1437,71.57,218.5,2.517,87.6,5670.0,1.264,0.937,12.003,41.057766,93.56568,18.5,67.0,q1_q17_dr25_tce,1459.789,0.8751,63.386,58.941,57.992,55.888,55.075,53.381,53.02,52.908,53.479,54.079,55.545,57.289,57.946,61.344
11874338,K03464.01,FALSE POSITIVE,FALSE POSITIVE,15.9750417,90.37,0.1403,403.2,643.5,3.549,82.36,5220.0,3.456,1.443,13.933,6.2676506,27.56991,37.5,83.0,q1_q17_dr25_tce,1459.789,0.8754,181.668,164.897,157.696,147.173,140.415,127.776,122.22,113.374,103.421,95.502,88.9,84.171,82.795,76.0
11911561,K03875.01,FALSE POSITIVE,FALSE POSITIVE,8.870415578,39.46,0.0807,414.26,873.1,1.2864,85.37,6022.0,1.514,0.888,13.579,10.052048,39.57395,43.8,72.0,q1_q17_dr25_tce,1459.789,0.4114,115.13,106.023,103.658,99.733,98.402,96.323,95.374,95.026,96.715,98.99,103.694,108.726,110.5,120.377
11911580,K03900.01,FALSE POSITIVE,FALSE POSITIVE,359.102042,28.76,1.0368,1.67,1102.9,16.949,88.57,6355.0,1.108,1.151,13.906,16.261475,20.785936,26.5,4.0,q1_q17_dr25_tce,1459.789,0.875,126.586,112.58,106.449,99.136,94.818,87.078,83.996,79.607,75.658,72.298,70.742,69.608,69.477,69.365
11923819,K07496.01,FALSE POSITIVE,FALSE POSITIVE,33.159475806,146.47,0.2576,307.53,222167.0,9.01353,88.85,7967.0,2.379,2.069,11.562,6124.6255,11930.486,3733.6,39.0,q1_q17_dr25_tce,1459.789,0.8684,61.36,64.703,75.538,87.237,100.432,116.649,120.222,125.969,135.913,137.393,135.882,132.901,132.123,126.787
8962094,K00700.03,CONFIRMED,CANDIDATE,14.6672293,1.21,0.1139,49.12,198.1,3.742,88.61,5677.0,0.828,0.92,13.58,5.6997867,25.679129,30.5,86.0,q1_q17_dr25_tce,1459.789,0.8751,92.132,80.96,75.487,69.324,65.627,59.1,56.42,52.214,47.665,43.966,41.115,39.142,38.561,35.472
9001468,K07120.01,FALSE POSITIVE,FALSE POSITIVE,17.329965871,42.58,0.1141,21.34,252721.0,8.43812,88.17,5079.0,0.683,0.659,15.2,1113.1555,5939.2256,1938.7,79.0,q1_q17_dr25_tce,1459.789,0.8742,341.365,318.816,313.95,303.525,300.667,294.307,292.963,293.231,297.953,306.159,317.924,334.301,339.896,371.214
11968514,K05947.01,FALSE POSITIVE,FALSE POSITIVE,1.036592136,293.01,0.0231,73013.77,2118.2,2.296,46.75,4884.0,8.747,1.522,11.449,28.08058,85.53409,150.6,1283.0,q1_q17_dr25_tce,1459.789,0.8756,125.298,141.461,161.25,178.147,198.837,226.459,233.854,246.634,266.378,277.989,284.212,290.088,292.227,305.034
11874577,K02779.01,CONFIRMED,CANDIDATE,34.4585495,1.88,0.2039,23.05,431.0,7.434,88.74,6161.0,0.862,0.95,14.936,5.452842,19.588993,23.7,39.0,q1_q17_dr25_tce,1459.789,0.8751,243.536,213.342,198.609,182.063,171.311,152.633,145.431,134.505,122.957,113.306,106.312,100.21,98.603,90.716
8962094,K00700.04,CONFIRMED,CANDIDATE,68.1609897,1.45,0.3171,6.34,295.6,5.662,89.68,5677.0,0.828,0.92,13.58,6.910641,17.723257,25.0,16.0,q1_q17_dr25_tce,1459.789,0.8751,92.132,80.96,75.487,69.324,65.627,59.1,56.42,52.214,47.665,43.966,41.115,39.142,38.561,35.472
11973517,K04862.01,CANDIDATE,CANDIDATE,0.903763067,1.08,0.0158,585.15,267.5,0.562,89.38,4430.0,0.651,0.638,15.697,,,12.6,,,1459.789,0.8754,415.018,366.746,343.916,317.015,299.228,269.779,258.011,240.574,221.694,207.714,197.227,187.125,184.282,172.806
11824578,K05937.01,CANDIDATE,CANDIDATE,357.588538,3.53,1.1418,7.38,344.8,3.367,89.95,7435.0,1.876,1.547,13.382,,,7.2,,q1_q16_tce,1459.789,0.8754,136.113,123.713,118.286,110.053,105.155,95.491,91.055,84.662,77.467,71.282,67.051,63.306,62.3,57.198
11855538,K07485.01,FALSE POSITIVE,FALSE POSITIVE,2.521265,1.16,0.0345,4175.66,36.5,2.69,85.86,6306.0,1.874,0.862,12.227,3.2633362,9.299339,5.9,420.0,q1_q17_dr25_tce,1459.789,0.6986,78.29,75.394,76.701,76.203,77.579,79.663,80.749,84.252,90.489,95.64,100.415,105.723,107.651,118.083
11906217,K07490.01,FALSE POSITIVE,FALSE POSITIVE,37.910213899,29.45,0.1816,3.89,103474.0,3.11152,89.47,4623.0,0.56,0.556,14.43,576.0454,1997.5936,1065.9,26.0,q1_q17_dr25_tce,1459.789,0.6965,219.103,200.76,195.759,186.504,181.711,170.212,164.481,156.659,147.983,141.902,138.79,136.626,136.107,131.324
